,_runtime,training.generation,training.fitness_mean,training.evaluation_time,_step,_timestamp,training.fitness_1q,training.top_k_fit.top_2_fit,training.fitness_median,training.run_id,training.fitness_3q,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,16.177083015441895,0,68.09243774414062,15.421427726745605,0,1687246115.793716,81.38248443603516,221.3061981201172,54.272254943847656,8,29.51219367980957,54.599849700927734,250.39730834960938,222.22232055664062,lgp,mu+lambda,reward,hopper,8,0,250.39730834960938,222.22232055664062,221.3061981201172
1,17.77422285079956,1,88.20158386230469,1.4248743057250977,1,1687246117.3908558,121.95286560058594,245.6149139404297,76.32035827636719,8,32.389404296875,72.67857360839844,386.5163879394531,250.85882568359375,lgp,mu+lambda,reward,hopper,8,100,386.5163879394531,250.85882568359375,245.6149139404297
2,19.208667755126953,2,119.06983947753906,1.4145900011062622,2,1687246118.8253007,163.9303436279297,354.1373291015625,84.42090606689453,8,56.13671875,112.23358917236328,800.3294677734375,385.9073181152344,lgp,mu+lambda,reward,hopper,8,200,800.3294677734375,385.9073181152344,354.1373291015625
3,20.642160177230835,3,130.53887939453125,1.4146617650985718,3,1687246120.258793,212.47073364257812,361.334716796875,103.87113952636719,8,56.57124328613281,102.1250228881836,623.9240112304688,391.74835205078125,lgp,mu+lambda,reward,hopper,8,300,623.9240112304688,391.74835205078125,361.334716796875
4,22.074859142303467,4,141.81446838378906,1.41376531124115,4,1687246121.691492,215.28475952148438,321.00518798828125,124.32481384277344,8,57.569217681884766,100.0997314453125,651.15283203125,345.3605651855469,lgp,mu+lambda,reward,hopper,8,400,651.15283203125,345.3605651855469,321.00518798828125
5,23.507927179336548,5,148.407958984375,1.4144335985183716,5,1687246123.12456,220.70394897460938,313.29498291015625,129.0786895751953,8,63.3614387512207,91.26397705078125,374.6091003417969,372.18927001953125,lgp,mu+lambda,reward,hopper,8,500,374.6091003417969,372.18927001953125,313.29498291015625
6,24.93988847732544,6,172.56918334960938,1.4134012460708618,6,1687246124.5565214,232.72702026367188,378.27294921875,194.63558959960938,8,79.80594635009766,102.7157974243164,673.2539672851562,388.0025634765625,lgp,mu+lambda,reward,hopper,8,600,673.2539672851562,388.0025634765625,378.27294921875
7,26.373546600341797,7,159.37899780273438,1.4150983095169067,7,1687246125.9901795,233.0062255859375,377.0404968261719,142.8359375,8,62.15941619873047,126.75991821289062,985.3388671875,383.3634033203125,lgp,mu+lambda,reward,hopper,8,700,985.3388671875,383.3634033203125,377.0404968261719
8,27.80576491355896,8,159.05967712402344,1.4137074947357178,8,1687246127.4223979,233.5086669921875,431.4248046875,128.5170135498047,8,57.66030502319336,124.63641357421875,555.2139892578125,461.7085876464844,lgp,mu+lambda,reward,hopper,8,800,555.2139892578125,461.7085876464844,431.4248046875
9,29.240297317504883,9,185.3065643310547,1.4157962799072266,9,1687246128.8569303,247.01319885253906,653.4317626953125,169.26065063476562,8,58.1216926574707,151.1383514404297,871.9900512695312,715.0516967773438,lgp,mu+lambda,reward,hopper,8,900,871.9900512695312,715.0516967773438,653.4317626953125
10,30.673337936401367,10,210.71173095703125,1.41409432888031,10,1687246130.2899709,313.52337646484375,666.2737426757812,182.45623779296875,8,72.56928253173828,167.3864288330078,898.5079345703125,845.0347290039062,lgp,mu+lambda,reward,hopper,8,1000,898.5079345703125,845.0347290039062,666.2737426757812
11,32.105713844299316,11,215.35702514648438,1.4137420654296875,11,1687246131.7223468,300.1771545410156,836.3426513671875,193.99606323242188,8,80.59968566894531,188.18324279785156,1005.642822265625,916.040771484375,lgp,mu+lambda,reward,hopper,8,1100,1005.642822265625,916.040771484375,836.3426513671875
12,33.53888916969299,12,193.36862182617188,1.4152623414993286,12,1687246133.155522,268.2261657714844,729.177978515625,147.35287475585938,8,63.391021728515625,172.8590545654297,970.6124877929688,837.3668212890625,lgp,mu+lambda,reward,hopper,8,1200,970.6124877929688,837.3668212890625,729.177978515625
13,34.972227811813354,13,205.9479217529297,1.4143105745315552,13,1687246134.5888608,270.6045227050781,1005.5455322265625,124.7015609741211,8,57.08415603637695,218.75997924804688,1008.5056762695312,1007.5929565429688,lgp,mu+lambda,reward,hopper,8,1300,1008.5056762695312,1007.5929565429688,1005.5455322265625
14,36.403523445129395,14,226.77040100097656,1.4124382734298706,14,1687246136.0201564,322.0493469238281,979.41650390625,155.24090576171875,8,66.51404571533203,216.2705841064453,1006.4592895507812,1004.2201538085938,lgp,mu+lambda,reward,hopper,8,1400,1006.4592895507812,1004.2201538085938,979.41650390625
15,37.83651518821716,15,234.0009002685547,1.4141298532485962,15,1687246137.4531481,344.27294921875,877.648681640625,180.030517578125,8,56.92342758178711,231.5125732421875,947.0250854492188,930.6858520507812,lgp,mu+lambda,reward,hopper,8,1500,947.0250854492188,930.6858520507812,877.648681640625
16,39.270323514938354,16,219.35379028320312,1.4146654605865479,16,1687246138.8869565,329.5892333984375,849.1351928710938,118.29902648925781,8,57.6123161315918,231.67276000976562,1005.8223266601562,950.3856811523438,lgp,mu+lambda,reward,hopper,8,1600,1005.8223266601562,950.3856811523438,849.1351928710938
17,40.70191764831543,17,236.01702880859375,1.413111686706543,17,1687246140.3185506,342.2268371582031,1005.6215209960938,124.84471130371094,8,57.14783477783203,255.28857421875,1009.9065551757812,1008.0603637695312,lgp,mu+lambda,reward,hopper,8,1700,1009.9065551757812,1008.0603637695312,1005.6215209960938
18,42.132927894592285,18,248.62432861328125,1.4124219417572021,18,1687246141.7495608,328.41204833984375,1005.634521484375,136.53822326660156,8,49.753944396972656,269.9041442871094,1014.7329711914062,1006.7686157226562,lgp,mu+lambda,reward,hopper,8,1800,1014.7329711914062,1006.7686157226562,1005.634521484375
19,43.564778327941895,19,295.5928039550781,1.4128273725509644,19,1687246143.1814113,515.5062866210938,1005.105224609375,197.87030029296875,8,54.12886047363281,299.8788757324219,1009.2181396484375,1006.8208618164062,lgp,mu+lambda,reward,hopper,8,1900,1009.2181396484375,1006.8208618164062,1005.105224609375
20,44.996360063552856,20,216.6517333984375,1.4128073453903198,20,1687246144.612993,294.1166076660156,997.8348999023438,117.19580078125,8,36.30362319946289,247.7388153076172,1006.5634765625,1006.318603515625,lgp,mu+lambda,reward,hopper,8,2000,1006.5634765625,1006.318603515625,997.8348999023438
21,46.427427530288696,21,277.3152160644531,1.4125791788101196,21,1687246146.0440605,438.7345275878906,1002.7174072265625,147.68698120117188,8,56.32379150390625,288.5279235839844,1006.7670288085938,1005.1100463867188,lgp,mu+lambda,reward,hopper,8,2100,1006.7670288085938,1005.1100463867188,1002.7174072265625
22,47.858739614486694,22,283.9920349121094,1.4131256341934204,22,1687246147.4753726,457.396728515625,1005.934326171875,122.90090942382812,8,59.58336639404297,306.1395568847656,1007.814697265625,1006.7952270507812,lgp,mu+lambda,reward,hopper,8,2200,1007.814697265625,1006.7952270507812,1005.934326171875
23,49.29043436050415,23,279.1454772949219,1.4128650426864624,23,1687246148.9070673,429.5141296386719,1006.3377685546875,163.24786376953125,8,79.33665466308594,282.1600341796875,1009.5042114257812,1008.2896728515625,lgp,mu+lambda,reward,hopper,8,2300,1009.5042114257812,1008.2896728515625,1006.3377685546875
24,50.722529888153076,24,298.6224670410156,1.4134273529052734,24,1687246150.3391628,542.0166015625,1011.8037109375,142.6785888671875,8,53.70879364013672,316.8372802734375,1016.3159790039062,1011.9251708984375,lgp,mu+lambda,reward,hopper,8,2400,1016.3159790039062,1011.9251708984375,1011.8037109375
25,52.15658164024353,25,315.28125,1.4156744480133057,25,1687246151.7732146,592.6246948242188,1006.4195556640625,132.80909729003906,8,57.18827438354492,337.2052307128906,1006.97509765625,1006.6553344726562,lgp,mu+lambda,reward,hopper,8,2500,1006.97509765625,1006.6553344726562,1006.4195556640625
26,53.5883891582489,26,380.1551208496094,1.4131520986557007,26,1687246153.205022,897.0430908203125,1009.4334716796875,127.21260070800781,8,59.3891716003418,406.06903076171875,1011.1549682617188,1010.079345703125,lgp,mu+lambda,reward,hopper,8,2600,1011.1549682617188,1010.079345703125,1009.4334716796875
27,55.020835161209106,27,407.8369445800781,1.4136648178100586,27,1687246154.637468,988.4411010742188,1009.078857421875,183.44332885742188,8,61.00914001464844,405.48443603515625,1023.4552001953125,1009.41650390625,lgp,mu+lambda,reward,hopper,8,2700,1023.4552001953125,1009.41650390625,1009.078857421875
28,56.45243692398071,28,424.2658386230469,1.412727952003479,28,1687246156.0690699,991.480712890625,1007.5258178710938,216.04229736328125,8,73.11824798583984,408.26739501953125,1008.8117065429688,1008.1572265625,lgp,mu+lambda,reward,hopper,8,2800,1008.8117065429688,1008.1572265625,1007.5258178710938
29,57.88414692878723,29,383.8796691894531,1.4129974842071533,29,1687246157.5007799,993.45068359375,1007.8943481445312,211.68527221679688,8,85.98868560791016,394.20123291015625,1009.4491577148438,1008.0978393554688,lgp,mu+lambda,reward,hopper,8,2900,1009.4491577148438,1008.0978393554688,1007.8943481445312
