x	y	n
0	0	0.0
1	0	0.5000000009987569
2	0	0.49999999786598703
3	0	0.0
4	0	0.0
5	0	-0.500000000789009
6	0	-0.5000000003462284
7	0	-3.1994806110047236e-16
0	1	0.0
1	1	-0.7071067811865437
2	1	-1.0590266592272121e-15
3	1	0.0
4	1	0.0
5	1	-6.917209860457518e-17
6	1	-1.2977900004651488e-16
7	1	-0.7071067811865431
