evaluation,fitness,test_accuracy,time
0,0.4940112829208374,0.54
0,0.4940112829208374,0.4451292157173157,0.75
100,0.4940112829208374,0.4451292157173157,0.75
200,0.4940112829208374,0.4451292157173157,0.75
300,0.4940112829208374,0.4451292157173157,0.75
400,0.4940112829208374,0.4451292157173157,0.75
500,0.4940112829208374,0.4451292157173157,0.75
600,0.4940112829208374,0.4451292157173157,0.75
700,0.4940112829208374,0.4451292157173157,0.75
800,0.4940112829208374,0.4451292157173157,0.75
900,0.4940112829208374,0.4451292157173157,0.75
1000,0.4940112829208374,0.4451292157173157,0.75
1100,0.4940112829208374,0.4451292157173157,0.75
1200,0.6871747374534607,0.6870561838150024,0.75
1300,0.6871747374534607,0.6870561838150024,0.75
1400,0.6871747374534607,0.6870561838150024,0.75
1500,0.7594161033630371,0.7399207353591919,0.75
1600,0.7594161033630371,0.7399207353591919,0.75
1700,0.7594161033630371,0.7399207353591919,0.75
1800,0.7594161033630371,0.7399207353591919,0.75
1900,0.7594161033630371,0.7399207353591919,0.75
2000,0.7594161033630371,0.7399207353591919,0.75
2100,0.7594161033630371,0.7399207353591919,0.75
2200,0.7594161033630371,0.7399207353591919,0.75
2300,0.7594161033630371,0.7399207353591919,0.75
2400,0.7594161033630371,0.7399207353591919,0.75
2500,0.7594161033630371,0.7399207353591919,0.75
2600,0.7594161033630371,0.7399207353591919,0.75
2700,0.7594161033630371,0.7399207353591919,0.75
2800,0.7594161033630371,0.7399207353591919,0.75
2900,0.7594161033630371,0.7399207353591919,0.75
3000,0.7594161033630371,0.7399207353591919,0.75
3100,0.7594161033630371,0.7399207353591919,0.75
3200,0.7594161033630371,0.7399207353591919,0.75
3300,0.7594161033630371,0.7399207353591919,0.75
3400,0.7594161033630371,0.7399207353591919,0.75
3500,0.7594161033630371,0.7399207353591919,0.75
3600,0.7594161033630371,0.7399207353591919,0.75
3700,0.7594161033630371,0.7399207353591919,0.75
3800,0.7594161033630371,0.7399207353591919,0.75
3900,0.7594161033630371,0.7399207353591919,0.75
4000,0.7594161033630371,0.7399207353591919,0.75
4100,0.7594161033630371,0.7399207353591919,0.75
4200,0.7594161033630371,0.7399207353591919,0.75
4300,0.7594161033630371,0.7399207353591919,0.75
4400,0.7594161033630371,0.7399207353591919,0.75
4500,0.7594161033630371,0.7399207353591919,0.75
4600,0.7594161033630371,0.7399207353591919,0.75
4700,0.7594161033630371,0.7399207353591919,0.75
4800,0.7594161033630371,0.7399207353591919,0.75
4900,0.7594161033630371,0.7399207353591919,0.75
5000,0.7594161033630371,0.7399207353591919,0.75
5100,0.7594161033630371,0.7399207353591919,0.75
5200,0.7594161033630371,0.7399207353591919,0.75
5300,0.7594161033630371,0.7399207353591919,0.75
5400,0.7594161033630371,0.7399207353591919,0.75
5500,0.7594161033630371,0.7399207353591919,0.75
5600,0.7594161033630371,0.7399207353591919,0.75
5700,0.7594161033630371,0.7399207353591919,0.75
5800,0.7594161033630371,0.7399207353591919,0.75
5900,0.7594161033630371,0.7399207353591919,0.75
6000,0.7594161033630371,0.7399207353591919,0.75
6100,0.7594161033630371,0.7399207353591919,0.75
6200,0.7594161033630371,0.7399207353591919,0.75
6300,0.7594161033630371,0.7399207353591919,0.75
6400,0.7594161033630371,0.7399207353591919,0.75
6500,0.7594161033630371,0.7399207353591919,0.75
6600,0.7594161033630371,0.7399207353591919,0.75
6700,0.7594161033630371,0.7399207353591919,0.75
6800,0.7594161033630371,0.7399207353591919,0.75
6900,0.7594161033630371,0.7399207353591919,0.75
7000,0.7594161033630371,0.7399207353591919,0.75
7100,0.7594161033630371,0.7399207353591919,0.75
7200,0.7594161033630371,0.7399207353591919,0.75
7300,0.7594161033630371,0.7399207353591919,0.75
7400,0.7594161033630371,0.7399207353591919,0.75
7500,0.7594161033630371,0.7399207353591919,0.75
7600,0.7594161033630371,0.7399207353591919,0.75
7700,0.7594161033630371,0.7399207353591919,0.75
7800,0.7594161033630371,0.7399207353591919,0.75
7900,0.7594161033630371,0.7399207353591919,0.75
8000,0.7594161033630371,0.7399207353591919,0.75
8100,0.7594161033630371,0.7399207353591919,0.75
8200,0.7594161033630371,0.7399207353591919,0.75
8300,0.7594161033630371,0.7399207353591919,0.75
8400,0.7649590969085693,0.7739906311035156,0.75
8500,0.7649590969085693,0.7739906311035156,0.75
8600,0.7649590969085693,0.7739906311035156,0.75
8700,0.7649590969085693,0.7739906311035156,0.75
8800,0.7649590969085693,0.7739906311035156,0.75
8900,0.7649590969085693,0.7739906311035156,0.75
9000,0.7649590969085693,0.7739906311035156,0.75
9100,0.7649590969085693,0.7739906311035156,0.75
9200,0.7649590969085693,0.7739906311035156,0.75
9300,0.7649590969085693,0.7739906311035156,0.75
9400,0.7649590969085693,0.7739906311035156,0.75
9500,0.7649590969085693,0.7739906311035156,0.75
9600,0.7649590969085693,0.7739906311035156,0.75
9700,0.7649590969085693,0.7739906311035156,0.75
9800,0.7649590969085693,0.7739906311035156,0.75
9900,0.7649590969085693,0.7739906311035156,0.75
10000,0.7649590969085693,0.7739906311035156,0.75
10100,0.7649590969085693,0.7739906311035156,0.75
10200,0.8390164375305176,0.8723846077919006,0.75
10300,0.8390164375305176,0.8723846077919006,0.75
10400,0.8390164375305176,0.8723846077919006,0.75
10500,0.8390164375305176,0.8723846077919006,0.75
10600,0.8390164375305176,0.8723846077919006,0.75
10700,0.8390164375305176,0.8723846077919006,0.75
