evaluation,fitness,test_accuracy,uniqueness,time
100,0.8800208568572998,0.8962206244468689,1.0,0.46
190,0.8800208568572998,0.8962206244468689,1.0,0.37
280,0.8800208568572998,0.8962206244468689,1.0,0.50
370,0.8800208568572998,0.8962206244468689,1.0,0.36
460,0.8800208568572998,0.8962206244468689,1.0,0.41
550,0.8800208568572998,0.8962206244468689,1.0,0.49
640,0.8800208568572998,0.8962206244468689,1.0,0.53
730,0.8800208568572998,0.8962206244468689,1.0,0.41
820,0.8800208568572998,0.8962206244468689,1.0,0.39
910,0.8800208568572998,0.8962206244468689,1.0,0.33
1000,0.8800208568572998,0.8962206244468689,1.0,0.39
1090,0.8800208568572998,0.8962206244468689,1.0,0.33
1180,0.8800208568572998,0.8962206244468689,1.0,0.40
1270,0.8800208568572998,0.8962206244468689,1.0,0.42
1360,0.8800208568572998,0.8962206244468689,1.0,0.34
1450,0.8800208568572998,0.8962206244468689,1.0,0.39
1540,0.8800208568572998,0.8962206244468689,1.0,0.50
1630,0.8800208568572998,0.8962206244468689,1.0,0.43
1720,0.8800208568572998,0.8962206244468689,1.0,0.41
1810,0.8800208568572998,0.8962206244468689,1.0,0.46
1900,0.8800208568572998,0.8962206244468689,1.0,0.40
1990,0.8800208568572998,0.8962206244468689,1.0,0.46
2080,0.8800208568572998,0.8962206244468689,1.0,0.36
2170,0.8800208568572998,0.8962206244468689,1.0,0.47
2260,0.8800208568572998,0.8962206244468689,1.0,0.37
2350,0.8800208568572998,0.8962206244468689,1.0,0.37
2440,0.8800208568572998,0.8962206244468689,1.0,0.41
2530,0.8800208568572998,0.8962206244468689,1.0,0.36
2620,0.8800208568572998,0.8962206244468689,1.0,0.39
2710,0.8800208568572998,0.8962206244468689,1.0,0.41
2800,0.8800208568572998,0.8962206244468689,1.0,0.54
2890,0.8800208568572998,0.8962206244468689,1.0,0.37
2980,0.8800208568572998,0.8962206244468689,1.0,0.50
3070,0.8800208568572998,0.8962206244468689,1.0,0.41
3160,0.8800208568572998,0.8962206244468689,1.0,0.52
3250,0.8800208568572998,0.8962206244468689,1.0,0.53
3340,0.8800208568572998,0.8962206244468689,1.0,0.44
3430,0.8800208568572998,0.8962206244468689,1.0,0.42
3520,0.8800208568572998,0.8962206244468689,1.0,0.47
3610,0.8800208568572998,0.8962206244468689,1.0,0.36
3700,0.8800208568572998,0.8962206244468689,1.0,0.50
3790,0.8800208568572998,0.8962206244468689,1.0,0.34
3880,0.8800208568572998,0.8962206244468689,1.0,0.38
3970,0.8800208568572998,0.8962206244468689,1.0,0.35
4060,0.8800208568572998,0.8962206244468689,1.0,0.39
4150,0.8800208568572998,0.8962206244468689,1.0,0.50
4240,0.8800208568572998,0.8962206244468689,1.0,0.39
4330,0.8800208568572998,0.8962206244468689,1.0,0.32
4420,0.8800208568572998,0.8962206244468689,1.0,0.51
4510,0.8800208568572998,0.8962206244468689,1.0,0.49
4600,0.8800208568572998,0.8962206244468689,1.0,0.52
4690,0.8800208568572998,0.8962206244468689,1.0,0.48
4780,0.8800208568572998,0.8962206244468689,1.0,0.44
4870,0.8800208568572998,0.8962206244468689,1.0,0.45
4960,0.8800208568572998,0.8962206244468689,1.0,0.43
5050,0.8800208568572998,0.8962206244468689,1.0,0.52
5140,0.8800208568572998,0.8962206244468689,1.0,0.51
5230,0.8800208568572998,0.8962206244468689,1.0,0.35
5320,0.8800208568572998,0.8962206244468689,1.0,0.41
5410,0.8800208568572998,0.8962206244468689,1.0,0.52
5500,0.8800208568572998,0.8962206244468689,1.0,0.43
5590,0.8800208568572998,0.8962206244468689,1.0,0.51
5680,0.8800208568572998,0.8962206244468689,1.0,0.46
5770,0.8800208568572998,0.8962206244468689,1.0,0.39
5860,0.8800208568572998,0.8962206244468689,1.0,0.50
5950,0.8800208568572998,0.8962206244468689,1.0,0.33
6040,0.8800208568572998,0.8962206244468689,1.0,0.51
6130,0.8800208568572998,0.8962206244468689,1.0,0.52
6220,0.8800208568572998,0.8962206244468689,1.0,0.39
6310,0.8800208568572998,0.8962206244468689,1.0,0.39
6400,0.8800208568572998,0.8962206244468689,1.0,0.42
6490,0.8800208568572998,0.8962206244468689,1.0,0.47
6580,0.8800208568572998,0.8962206244468689,1.0,0.38
6670,0.8800208568572998,0.8962206244468689,1.0,0.51
6760,0.8800208568572998,0.8962206244468689,1.0,0.50
6850,0.8800208568572998,0.8962206244468689,1.0,0.50
6940,0.8800208568572998,0.8962206244468689,1.0,0.38
7030,0.8800208568572998,0.8962206244468689,1.0,0.32
7120,0.8800208568572998,0.8962206244468689,1.0,0.45
7210,0.8800208568572998,0.8962206244468689,1.0,0.51
7300,0.8800208568572998,0.8962206244468689,1.0,0.45
7390,0.8800208568572998,0.8962206244468689,1.0,0.47
7480,0.8800208568572998,0.8962206244468689,1.0,0.37
7570,0.8800208568572998,0.8962206244468689,1.0,0.40
7660,0.8800208568572998,0.8962206244468689,1.0,0.50
7750,0.8800208568572998,0.8962206244468689,1.0,0.45
7840,0.8800208568572998,0.8962206244468689,1.0,0.52
7930,0.8800208568572998,0.8962206244468689,1.0,0.39
8020,0.8800208568572998,0.8962206244468689,1.0,0.41
8110,0.8800208568572998,0.8962206244468689,1.0,0.36
8200,0.8800208568572998,0.8962206244468689,1.0,0.37
8290,0.8800208568572998,0.8962206244468689,1.0,0.44
8380,0.8800208568572998,0.8962206244468689,1.0,0.37
8470,0.8800208568572998,0.8962206244468689,1.0,0.34
8560,0.8800208568572998,0.8962206244468689,1.0,0.52
8650,0.8800208568572998,0.8962206244468689,1.0,0.48
8740,0.8800208568572998,0.8962206244468689,1.0,0.53
8830,0.8800208568572998,0.8962206244468689,1.0,0.54
8920,0.8800208568572998,0.8962206244468689,1.0,0.59
9010,0.8800208568572998,0.8962206244468689,1.0,0.40
9100,0.8800208568572998,0.8962206244468689,1.0,0.35
