evaluation,fitness,test_accuracy,uniqueness,time
0,0.371012806892395,0.16828060150146484,1.0,0.97
100,0.371012806892395,0.16828060150146484,1.0,0.97
200,0.371012806892395,0.16828060150146484,1.0,0.97
300,0.4669075608253479,0.20370376110076904,1.0,0.97
400,0.4669075608253479,0.20370376110076904,1.0,0.97
500,0.4669075608253479,0.20370376110076904,1.0,0.97
600,0.4669075608253479,0.20370376110076904,1.0,0.97
700,0.4669075608253479,0.20370376110076904,1.0,0.97
800,0.4669075608253479,0.20370376110076904,1.0,0.97
900,0.4669075608253479,0.20370376110076904,1.0,0.97
1000,0.4669075608253479,0.20370376110076904,1.0,0.97
1100,0.4669075608253479,0.20370376110076904,1.0,0.97
1200,0.4669075608253479,0.20370376110076904,1.0,0.97
1300,0.4669075608253479,0.20370376110076904,1.0,0.97
1400,0.4669075608253479,0.20370376110076904,1.0,0.97
1500,0.4669075608253479,0.20370376110076904,1.0,0.97
1600,0.4669075608253479,0.20370376110076904,1.0,0.97
1700,0.4669075608253479,0.20370376110076904,1.0,0.97
1800,0.4669075608253479,0.20370376110076904,1.0,0.97
1900,0.4669075608253479,0.20370376110076904,1.0,0.97
2000,0.4669075608253479,0.20370376110076904,1.0,0.97
2100,0.4669075608253479,0.20370376110076904,1.0,0.97
2200,0.4669075608253479,0.20370376110076904,1.0,0.97
2300,0.4669075608253479,0.20370376110076904,1.0,0.97
2400,0.5248318910598755,-0.05399048328399658,1.0,0.97
2500,0.5248318910598755,-0.05399048328399658,1.0,0.97
2600,0.5248318910598755,-0.05399048328399658,1.0,0.97
2700,0.5248318910598755,-0.05399048328399658,1.0,0.97
2800,0.5248318910598755,-0.05399048328399658,1.0,0.97
2900,0.5248318910598755,-0.05399048328399658,1.0,0.97
3000,0.5248318910598755,-0.05399048328399658,1.0,0.97
3100,0.5523544549942017,0.5272461175918579,1.0,0.97
3200,0.5523544549942017,0.5272461175918579,1.0,0.97
3300,0.5523544549942017,0.5272461175918579,1.0,0.97
3400,0.5523544549942017,0.5272461175918579,1.0,0.97
3500,0.5523544549942017,0.5272461175918579,1.0,0.97
3600,0.5523544549942017,0.5272461175918579,1.0,0.97
3700,0.5523544549942017,0.5272461175918579,1.0,0.97
3800,0.5523544549942017,0.5272461175918579,1.0,0.97
3900,0.5523544549942017,0.5272461175918579,1.0,0.97
4000,0.5523544549942017,0.5272461175918579,1.0,0.97
4100,0.5523544549942017,0.5272461175918579,1.0,0.97
4200,0.5523544549942017,0.5272461175918579,1.0,0.97
4300,0.5523544549942017,0.5272461175918579,1.0,0.97
4400,0.5523544549942017,0.5272461175918579,1.0,0.97
4500,0.5523544549942017,0.5272461175918579,1.0,0.97
4600,0.5523544549942017,0.5272461175918579,1.0,0.97
4700,0.5523544549942017,0.5272461175918579,1.0,0.97
4800,0.5523544549942017,0.5272461175918579,1.0,0.97
4900,0.5523544549942017,0.5272461175918579,1.0,0.97
5000,0.5523544549942017,0.5272461175918579,1.0,0.97
5100,0.5523544549942017,0.5272461175918579,1.0,0.97
5200,0.5523544549942017,0.5272461175918579,1.0,0.97
5300,0.5523544549942017,0.5272461175918579,1.0,0.97
5400,0.5523544549942017,0.5272461175918579,1.0,0.97
5500,0.5523544549942017,0.5272461175918579,1.0,0.97
5600,0.5523544549942017,0.5272461175918579,1.0,0.97
5700,0.5523544549942017,0.5272461175918579,1.0,0.97
5800,0.5523544549942017,0.5272461175918579,1.0,0.97
5900,0.5523544549942017,0.5272461175918579,1.0,0.97
6000,0.5523544549942017,0.5272461175918579,1.0,0.97
6100,0.5523544549942017,0.5272461175918579,1.0,0.97
6200,0.5523544549942017,0.5272461175918579,1.0,0.97
6300,0.5523544549942017,0.5272461175918579,1.0,0.97
6400,0.5523544549942017,0.5272461175918579,1.0,0.97
6500,0.5523544549942017,0.5272461175918579,1.0,0.97
6600,0.5523544549942017,0.5272461175918579,1.0,0.97
6700,0.5523544549942017,0.5272461175918579,1.0,0.97
6800,0.5523544549942017,0.5272461175918579,1.0,0.97
6900,0.5523544549942017,0.5272461175918579,1.0,0.97
7000,0.5523544549942017,0.5272461175918579,1.0,0.97
7100,0.5523544549942017,0.5272461175918579,1.0,0.97
7200,0.5523544549942017,0.5272461175918579,1.0,0.97
7300,0.5523544549942017,0.5272461175918579,1.0,0.97
7400,0.5523544549942017,0.5272461175918579,1.0,0.97
7500,0.5523544549942017,0.5272461175918579,1.0,0.97
7600,0.5607695579528809,-0.04410600662231445,1.0,0.97
7700,0.5607695579528809,-0.04410600662231445,1.0,0.97
7800,0.5607695579528809,-0.04410600662231445,1.0,0.97
7900,0.5607695579528809,-0.04410600662231445,1.0,0.97
8000,0.5607695579528809,-0.04410600662231445,1.0,0.97
8100,0.5607695579528809,-0.04410600662231445,1.0,0.97
8200,0.5607695579528809,-0.04410600662231445,1.0,0.97
8300,0.5607695579528809,-0.04410600662231445,1.0,0.97
8400,0.5607695579528809,-0.04410600662231445,1.0,0.97
8500,0.5607695579528809,-0.04410600662231445,1.0,0.97
8600,0.5607695579528809,-0.04410600662231445,1.0,0.97
8700,0.5607695579528809,-0.04410600662231445,1.0,0.97
8800,0.5607695579528809,-0.04410600662231445,1.0,0.97
8900,0.5607695579528809,-0.04410600662231445,1.0,0.97
9000,0.5607695579528809,-0.04410600662231445,1.0,0.97
9100,0.5607695579528809,-0.04410600662231445,1.0,0.97
9200,0.5607695579528809,-0.04410600662231445,1.0,0.97
9300,0.5607695579528809,-0.04410600662231445,1.0,0.97
9400,0.5607695579528809,-0.04410600662231445,1.0,0.97
9500,0.5607695579528809,-0.04410600662231445,1.0,0.97
9600,0.5607695579528809,-0.04410600662231445,1.0,0.97
9700,0.5607695579528809,-0.04410600662231445,1.0,0.97
9800,0.5607695579528809,-0.04410600662231445,1.0,0.97
9900,0.5607695579528809,-0.04410600662231445,1.0,0.97
