evaluation,fitness,test_accuracy,uniqueness,time
0,0.15172666311264038,0.08403122425079346,1.0,2.29
1000,0.15172666311264038,0.08403122425079346,1.0,2.29
2000,0.17643135786056519,0.07867252826690674,1.0,2.29
3000,0.17643135786056519,0.07867252826690674,1.0,2.29
4000,0.17643135786056519,0.07867252826690674,1.0,2.29
5000,0.17643135786056519,0.07867252826690674,1.0,2.29
6000,0.17643135786056519,0.07867252826690674,1.0,2.29
7000,0.17643135786056519,0.07867252826690674,1.0,2.29
8000,0.17643135786056519,0.07867252826690674,1.0,2.29
9000,0.17643135786056519,0.07867252826690674,1.0,2.29
10000,0.17643135786056519,0.07867252826690674,1.0,2.29
11000,0.17643135786056519,0.07867252826690674,1.0,2.29
12000,0.17643135786056519,0.07867252826690674,1.0,2.29
13000,0.17643135786056519,0.07867252826690674,1.0,2.29
14000,0.17643135786056519,0.07867252826690674,1.0,2.29
15000,0.17643135786056519,0.07867252826690674,1.0,2.29
16000,0.17643135786056519,0.07867252826690674,1.0,2.29
17000,0.17643135786056519,0.07867252826690674,1.0,2.29
18000,0.17643135786056519,0.07867252826690674,1.0,2.29
19000,0.17643135786056519,0.07867252826690674,1.0,2.29
20000,0.17643135786056519,0.07867252826690674,1.0,2.29
21000,0.3586861491203308,0.3544182777404785,1.0,2.29
22000,0.3586861491203308,0.3544182777404785,1.0,2.29
23000,0.3586861491203308,0.3544182777404785,1.0,2.29
24000,0.3586861491203308,0.3544182777404785,1.0,2.29
25000,0.3586861491203308,0.3544182777404785,1.0,2.29
26000,0.3586861491203308,0.3544182777404785,1.0,2.29
27000,0.3586861491203308,0.3544182777404785,1.0,2.29
28000,0.3586861491203308,0.3544182777404785,1.0,2.29
29000,0.3586861491203308,0.3544182777404785,1.0,2.29
30000,0.3586861491203308,0.3544182777404785,1.0,2.29
31000,0.3586861491203308,0.3544182777404785,1.0,2.29
32000,0.3586861491203308,0.3544182777404785,1.0,2.29
33000,0.3586861491203308,0.3544182777404785,1.0,2.29
34000,0.3586861491203308,0.3544182777404785,1.0,2.29
35000,0.3586861491203308,0.3544182777404785,1.0,2.29
36000,0.3586861491203308,0.3544182777404785,1.0,2.29
37000,0.3586861491203308,0.3544182777404785,1.0,2.29
38000,0.3586861491203308,0.3544182777404785,1.0,2.29
39000,0.3586861491203308,0.3544182777404785,1.0,2.29
40000,0.3586861491203308,0.3544182777404785,1.0,2.29
41000,0.3586861491203308,0.3544182777404785,1.0,2.29
42000,0.3586861491203308,0.3544182777404785,1.0,2.29
43000,0.3586861491203308,0.3544182777404785,1.0,2.29
44000,0.3586861491203308,0.3544182777404785,1.0,2.29
45000,0.3586861491203308,0.3544182777404785,1.0,2.29
46000,0.3586861491203308,0.3544182777404785,1.0,2.29
47000,0.3586861491203308,0.3544182777404785,1.0,2.29
48000,0.3586861491203308,0.3544182777404785,1.0,2.29
49000,0.3586861491203308,0.3544182777404785,1.0,2.29
50000,0.3586861491203308,0.3544182777404785,1.0,2.29
51000,0.3586861491203308,0.3544182777404785,1.0,2.29
52000,0.3586861491203308,0.3544182777404785,1.0,2.29
53000,0.3586861491203308,0.3544182777404785,1.0,2.29
54000,0.3586861491203308,0.3544182777404785,1.0,2.29
55000,0.3586861491203308,0.3544182777404785,1.0,2.29
56000,0.3586861491203308,0.3544182777404785,1.0,2.29
57000,0.3586861491203308,0.3544182777404785,1.0,2.29
58000,0.3586861491203308,0.3544182777404785,1.0,2.29
59000,0.3586861491203308,0.3544182777404785,1.0,2.29
60000,0.3586861491203308,0.3544182777404785,1.0,2.29
61000,0.3586861491203308,0.3544182777404785,1.0,2.29
62000,0.3586861491203308,0.3544182777404785,1.0,2.29
63000,0.3586861491203308,0.3544182777404785,1.0,2.29
64000,0.3586861491203308,0.3544182777404785,1.0,2.29
65000,0.3586861491203308,0.3544182777404785,1.0,2.29
66000,0.3586861491203308,0.3544182777404785,1.0,2.29
67000,0.3586861491203308,0.3544182777404785,1.0,2.29
68000,0.3586861491203308,0.3544182777404785,1.0,2.29
69000,0.3586861491203308,0.3544182777404785,1.0,2.29
70000,0.3586861491203308,0.3544182777404785,1.0,2.29
71000,0.3586861491203308,0.3544182777404785,1.0,2.29
72000,0.3586861491203308,0.3544182777404785,1.0,2.29
73000,0.3586861491203308,0.3544182777404785,1.0,2.29
74000,0.3586861491203308,0.3544182777404785,1.0,2.29
75000,0.3586861491203308,0.3544182777404785,1.0,2.29
76000,0.3586861491203308,0.3544182777404785,1.0,2.29
77000,0.3586861491203308,0.3544182777404785,1.0,2.29
78000,0.3586861491203308,0.3544182777404785,1.0,2.29
79000,0.3586861491203308,0.3544182777404785,1.0,2.29
80000,0.3586861491203308,0.3544182777404785,1.0,2.29
81000,0.3586861491203308,0.3544182777404785,1.0,2.29
82000,0.3586861491203308,0.3544182777404785,1.0,2.29
83000,0.3586861491203308,0.3544182777404785,1.0,2.29
84000,0.3586861491203308,0.3544182777404785,1.0,2.29
85000,0.3586861491203308,0.3544182777404785,1.0,2.29
86000,0.3586861491203308,0.3544182777404785,1.0,2.29
87000,0.3586861491203308,0.3544182777404785,1.0,2.29
88000,0.3586861491203308,0.3544182777404785,1.0,2.29
89000,0.3586861491203308,0.3544182777404785,1.0,2.29
90000,0.3586861491203308,0.3544182777404785,1.0,2.29
91000,0.3586861491203308,0.3544182777404785,1.0,2.29
92000,0.3586861491203308,0.3544182777404785,1.0,2.29
93000,0.3586861491203308,0.3544182777404785,1.0,2.29
94000,0.3586861491203308,0.3544182777404785,1.0,2.29
95000,0.3586861491203308,0.3544182777404785,1.0,2.29
96000,0.3586861491203308,0.3544182777404785,1.0,2.29
97000,0.3586861491203308,0.3544182777404785,1.0,2.29
98000,0.3586861491203308,0.3544182777404785,1.0,2.29
99000,0.3586861491203308,0.3544182777404785,1.0,2.29
100000,0.3586861491203308,0.3544182777404785,1.0,2.29
101000,0.3586861491203308,0.3544182777404785,1.0,2.29
102000,0.3586861491203308,0.3544182777404785,1.0,2.29
103000,0.3586861491203308,0.3544182777404785,1.0,2.29
104000,0.3586861491203308,0.3544182777404785,1.0,2.29
105000,0.3586861491203308,0.3544182777404785,1.0,2.29
106000,0.3586861491203308,0.3544182777404785,1.0,2.29
107000,0.3586861491203308,0.3544182777404785,1.0,2.29
