iteration,fitness,time
0,-157.60000610351562,2.86
1,-149.0,1.21
2,-118.20000457763672,1.37
3,-109.20000457763672,1.32
4,-103.0,1.22
5,-101.80000305175781,1.33
6,-101.5999984741211,1.33
7,-116.0,1.38
8,-101.0,1.29
9,-104.80000305175781,1.19
10,-101.4000015258789,1.30
11,-104.5999984741211,1.38
12,-93.20000457763672,1.26
13,-106.5999984741211,1.36
14,-105.4000015258789,1.23
15,-99.4000015258789,1.27
16,-101.80000305175781,1.28
17,-104.20000457763672,1.37
18,-96.80000305175781,1.25
19,-100.20000457763672,1.39
20,-92.5999984741211,1.29
21,-100.0,1.41
22,-90.20000457763672,1.26
23,-90.80000305175781,1.34
24,-100.0,1.42
25,-93.0,1.27
26,-105.20000457763672,1.30
27,-97.80000305175781,1.35
28,-88.80000305175781,1.22
29,-98.20000457763672,1.42
30,-103.0,1.17
31,-93.80000305175781,1.21
32,-97.20000457763672,1.41
33,-97.20000457763672,1.29
34,-94.20000457763672,1.29
35,-94.80000305175781,1.32
36,-98.20000457763672,1.31
37,-99.0,1.35
38,-94.5999984741211,1.28
39,-94.80000305175781,1.38
40,-94.20000457763672,1.27
41,-93.0,1.34
42,-96.20000457763672,1.26
43,-95.5999984741211,1.40
44,-90.80000305175781,1.39
45,-96.20000457763672,1.31
46,-91.0,1.24
47,-97.20000457763672,1.30
48,-94.80000305175781,1.25
49,-93.4000015258789,1.25
