evaluation,fitness,test_accuracy,time
0,-0.43018484115600586,0.40
0,-0.43018484115600586,-0.12917351722717285,0.76
100,-0.43018484115600586,-0.12917351722717285,0.76
200,-0.43018484115600586,-0.12917351722717285,0.76
300,-0.43018484115600586,-0.12917351722717285,0.76
400,-0.43018484115600586,-0.12917351722717285,0.76
500,-0.43018484115600586,-0.12917351722717285,0.76
600,-0.43018484115600586,-0.12917351722717285,0.76
700,-0.06370913982391357,-0.13885998725891113,0.76
800,-0.06370913982391357,-0.13885998725891113,0.76
900,-0.06370913982391357,-0.13885998725891113,0.76
1000,-0.06370913982391357,-0.13885998725891113,0.76
1100,-0.06370913982391357,-0.13885998725891113,0.76
1200,-0.06370913982391357,-0.13885998725891113,0.76
1300,-0.06370913982391357,-0.13885998725891113,0.76
1400,-0.06370913982391357,-0.13885998725891113,0.76
1500,-0.06370913982391357,-0.13885998725891113,0.76
1600,-0.06370913982391357,-0.13885998725891113,0.76
1700,-0.06370913982391357,-0.13885998725891113,0.76
1800,-0.06370913982391357,-0.13885998725891113,0.76
1900,-0.06370913982391357,-0.13885998725891113,0.76
2000,-0.06370913982391357,-0.13885998725891113,0.76
2100,-0.06370913982391357,-0.13885998725891113,0.76
2200,-0.06370913982391357,-0.13885998725891113,0.76
2300,-0.06370913982391357,-0.13885998725891113,0.76
2400,-0.06370913982391357,-0.13885998725891113,0.76
2500,-0.06370913982391357,-0.13885998725891113,0.76
2600,-0.06370913982391357,-0.13885998725891113,0.76
2700,-0.06370913982391357,-0.13885998725891113,0.76
2800,-0.06370913982391357,-0.13885998725891113,0.76
2900,-0.06370913982391357,-0.13885998725891113,0.76
3000,-0.06370913982391357,-0.13885998725891113,0.76
3100,-0.06370913982391357,-0.13885998725891113,0.76
3200,-0.06370913982391357,-0.13885998725891113,0.76
3300,-0.06370913982391357,-0.13885998725891113,0.76
3400,-0.06370913982391357,-0.13885998725891113,0.76
3500,-0.06370913982391357,-0.13885998725891113,0.76
3600,-0.06370913982391357,-0.13885998725891113,0.76
3700,-0.06370913982391357,-0.13885998725891113,0.76
3800,-0.06370913982391357,-0.13885998725891113,0.76
3900,-0.06370913982391357,-0.13885998725891113,0.76
4000,-0.06370913982391357,-0.13885998725891113,0.76
4100,-0.06370913982391357,-0.13885998725891113,0.76
4200,-0.06370913982391357,-0.13885998725891113,0.76
4300,-0.06370913982391357,-0.13885998725891113,0.76
4400,-0.06370913982391357,-0.13885998725891113,0.76
4500,-0.06370913982391357,-0.13885998725891113,0.76
4600,-0.06370913982391357,-0.13885998725891113,0.76
4700,-0.06370913982391357,-0.13885998725891113,0.76
4800,-0.06370913982391357,-0.13885998725891113,0.76
4900,-0.06370913982391357,-0.13885998725891113,0.76
5000,-0.06370913982391357,-0.13885998725891113,0.76
5100,-0.06370913982391357,-0.13885998725891113,0.76
5200,-0.06370913982391357,-0.13885998725891113,0.76
5300,-0.06370913982391357,-0.13885998725891113,0.76
5400,-0.06370913982391357,-0.13885998725891113,0.76
5500,-0.06370913982391357,-0.13885998725891113,0.76
5600,-0.06370913982391357,-0.13885998725891113,0.76
5700,-0.06370913982391357,-0.13885998725891113,0.76
5800,-0.06370913982391357,-0.13885998725891113,0.76
5900,-0.009604215621948242,-0.048081278800964355,0.76
6000,-0.007605910301208496,-0.04349637031555176,0.76
6100,-0.007605910301208496,-0.04349637031555176,0.76
6200,-0.007605910301208496,-0.04349637031555176,0.76
6300,-0.007605910301208496,-0.04349637031555176,0.76
6400,-0.007605910301208496,-0.04349637031555176,0.76
6500,-0.007605910301208496,-0.04349637031555176,0.76
6600,-0.007605910301208496,-0.04349637031555176,0.76
6700,-0.007605910301208496,-0.04349637031555176,0.76
6800,-0.007605910301208496,-0.04349637031555176,0.76
6900,-0.007605910301208496,-0.04349637031555176,0.76
7000,-0.007605910301208496,-0.04349637031555176,0.76
7100,-0.007605910301208496,-0.04349637031555176,0.76
7200,-0.007605910301208496,-0.04349637031555176,0.76
7300,-0.007605910301208496,-0.04349637031555176,0.76
7400,-0.007605910301208496,-0.04349637031555176,0.76
7500,-0.007605910301208496,-0.04349637031555176,0.76
7600,-0.007605910301208496,-0.04349637031555176,0.76
7700,-0.007605910301208496,-0.04349637031555176,0.76
7800,0.328191876411438,0.4887797236442566,0.76
7900,0.328191876411438,0.4887797236442566,0.76
8000,0.328191876411438,0.4887797236442566,0.76
8100,0.328191876411438,0.4887797236442566,0.76
8200,0.328191876411438,0.4887797236442566,0.76
8300,0.328191876411438,0.4887797236442566,0.76
8400,0.328191876411438,0.4887797236442566,0.76
8500,0.328191876411438,0.4887797236442566,0.76
8600,0.328191876411438,0.4887797236442566,0.76
8700,0.328191876411438,0.4887797236442566,0.76
8800,0.328191876411438,0.4887797236442566,0.76
8900,0.328191876411438,0.4887797236442566,0.76
9000,0.328191876411438,0.4887797236442566,0.76
9100,0.328191876411438,0.4887797236442566,0.76
9200,0.328191876411438,0.4887797236442566,0.76
9300,0.328191876411438,0.4887797236442566,0.76
9400,0.328191876411438,0.4887797236442566,0.76
9500,0.328191876411438,0.4887797236442566,0.76
9600,0.328191876411438,0.4887797236442566,0.76
9700,0.328191876411438,0.4887797236442566,0.76
9800,0.328191876411438,0.4887797236442566,0.76
9900,0.328191876411438,0.4887797236442566,0.76
10000,0.328191876411438,0.4887797236442566,0.76
10100,0.328191876411438,0.4887797236442566,0.76
10200,0.328191876411438,0.4887797236442566,0.76
