iteration,fitness,test_accuracy,time
0,0.8172231912612915,0.24
0,0.8172231912612915,0.6754385828971863,0.58
1,0.8172231912612915,0.6754385828971863,0.58
2,0.885764479637146,0.7105263471603394,0.58
3,0.885764479637146,0.7105263471603394,0.58
4,0.885764479637146,0.7105263471603394,0.58
5,0.885764479637146,0.7105263471603394,0.58
6,0.885764479637146,0.7105263471603394,0.58
7,0.885764479637146,0.7105263471603394,0.58
8,0.885764479637146,0.7105263471603394,0.58
9,0.885764479637146,0.7105263471603394,0.58
10,0.885764479637146,0.7105263471603394,0.58
11,0.885764479637146,0.7105263471603394,0.58
12,0.885764479637146,0.7105263471603394,0.58
13,0.885764479637146,0.7105263471603394,0.58
14,0.885764479637146,0.7105263471603394,0.58
15,0.885764479637146,0.7105263471603394,0.58
16,0.885764479637146,0.7105263471603394,0.58
17,0.885764479637146,0.7105263471603394,0.58
18,0.885764479637146,0.7105263471603394,0.58
19,0.885764479637146,0.7105263471603394,0.58
20,0.885764479637146,0.7105263471603394,0.58
21,0.885764479637146,0.7105263471603394,0.58
22,0.885764479637146,0.7105263471603394,0.58
23,0.885764479637146,0.7105263471603394,0.58
24,0.885764479637146,0.7105263471603394,0.58
25,0.885764479637146,0.7105263471603394,0.58
26,0.885764479637146,0.7105263471603394,0.58
27,0.8892794251441956,0.6578947305679321,0.58
28,0.8892794251441956,0.6578947305679321,0.58
29,0.8892794251441956,0.6578947305679321,0.58
30,0.8892794251441956,0.6578947305679321,0.58
31,0.8892794251441956,0.6578947305679321,0.58
32,0.8892794251441956,0.6578947305679321,0.58
33,0.8892794251441956,0.6578947305679321,0.58
34,0.8892794251441956,0.6578947305679321,0.58
35,0.8892794251441956,0.6578947305679321,0.58
36,0.8892794251441956,0.6578947305679321,0.58
37,0.8892794251441956,0.6578947305679321,0.58
38,0.8892794251441956,0.6578947305679321,0.58
39,0.8892794251441956,0.6578947305679321,0.58
40,0.8892794251441956,0.6578947305679321,0.58
41,0.8892794251441956,0.6578947305679321,0.58
42,0.8892794251441956,0.6578947305679321,0.58
43,0.8892794251441956,0.6578947305679321,0.58
44,0.8892794251441956,0.6578947305679321,0.58
45,0.8892794251441956,0.6578947305679321,0.58
46,0.8892794251441956,0.6578947305679321,0.58
47,0.8892794251441956,0.6578947305679321,0.58
48,0.8892794251441956,0.6578947305679321,0.58
49,0.8892794251441956,0.6578947305679321,0.58
50,0.8892794251441956,0.6578947305679321,0.58
51,0.8892794251441956,0.6578947305679321,0.58
52,0.8892794251441956,0.6578947305679321,0.58
53,0.8892794251441956,0.6578947305679321,0.58
54,0.8892794251441956,0.6578947305679321,0.58
55,0.8892794251441956,0.6578947305679321,0.58
56,0.8892794251441956,0.6578947305679321,0.58
57,0.8892794251441956,0.6578947305679321,0.58
58,0.8892794251441956,0.6578947305679321,0.58
59,0.8892794251441956,0.6578947305679321,0.58
60,0.8892794251441956,0.6578947305679321,0.58
61,0.8892794251441956,0.6578947305679321,0.58
62,0.8892794251441956,0.6578947305679321,0.58
63,0.8892794251441956,0.6578947305679321,0.58
64,0.8892794251441956,0.6578947305679321,0.58
65,0.8892794251441956,0.6578947305679321,0.58
66,0.8892794251441956,0.6578947305679321,0.58
67,0.8892794251441956,0.6578947305679321,0.58
68,0.8910369277000427,0.34210526943206787,0.58
69,0.8910369277000427,0.34210526943206787,0.58
70,0.8910369277000427,0.34210526943206787,0.58
71,0.8910369277000427,0.34210526943206787,0.58
72,0.8910369277000427,0.34210526943206787,0.58
73,0.8910369277000427,0.34210526943206787,0.58
74,0.8910369277000427,0.34210526943206787,0.58
75,0.8910369277000427,0.34210526943206787,0.58
76,0.8910369277000427,0.34210526943206787,0.58
77,0.8910369277000427,0.34210526943206787,0.58
78,0.8910369277000427,0.34210526943206787,0.58
79,0.8910369277000427,0.34210526943206787,0.58
80,0.8910369277000427,0.34210526943206787,0.58
