iteration,fitness,time
0,-151.8000030517578,1.63
1,-139.60000610351562,1.53
2,-99.0,1.55
3,-75.20000457763672,1.54
4,-73.5999984741211,1.61
5,-73.5999984741211,1.63
6,-72.20000457763672,1.64
7,-73.0,1.50
8,-69.20000457763672,1.56
9,-74.4000015258789,1.69
10,-70.80000305175781,1.54
11,-72.5999984741211,1.63
12,-66.20000457763672,1.63
13,-71.5999984741211,1.48
14,-70.80000305175781,1.58
15,-72.80000305175781,1.49
16,-70.20000457763672,1.55
17,-69.5999984741211,1.52
18,-70.20000457763672,1.67
19,-69.5999984741211,1.62
20,-73.20000457763672,1.50
21,-68.0,1.54
22,-70.80000305175781,1.68
23,-67.80000305175781,1.60
24,-68.80000305175781,1.56
25,-72.0,1.53
26,-71.20000457763672,1.61
27,-68.20000457763672,1.70
28,-72.80000305175781,1.54
29,-68.0,1.55
30,-72.5999984741211,1.60
31,-70.0,1.63
32,-71.0,1.52
33,-71.5999984741211,1.55
34,-70.0,1.55
35,-69.4000015258789,1.66
36,-70.0,1.60
37,-71.20000457763672,1.59
38,-71.20000457763672,1.68
39,-71.0,1.47
40,-72.20000457763672,1.50
41,-69.5999984741211,1.50
42,-68.20000457763672,1.53
43,-71.5999984741211,1.63
44,-68.0,1.56
45,-73.5999984741211,1.50
46,-76.4000015258789,1.60
47,-69.80000305175781,1.42
48,-68.4000015258789,1.48
49,-67.5999984741211,1.60
