iteration,fitness,time
0,-200.0,1.50
1,-94.5999984741211,1.36
2,-100.4000015258789,1.31
3,-89.4000015258789,1.30
4,-101.20000457763672,1.28
5,-101.80000305175781,1.41
6,-90.20000457763672,1.31
7,-93.5999984741211,1.44
8,-103.20000457763672,1.33
9,-104.0,1.42
10,-103.4000015258789,1.46
11,-103.80000305175781,1.40
12,-102.0,1.36
13,-102.0,1.35
14,-89.0,1.44
15,-89.80000305175781,1.40
16,-104.4000015258789,1.43
17,-100.5999984741211,1.26
18,-102.80000305175781,1.41
19,-91.80000305175781,1.31
20,-101.5999984741211,1.49
21,-101.80000305175781,1.31
22,-89.5999984741211,1.34
23,-91.0,1.38
24,-95.4000015258789,1.27
25,-87.5999984741211,1.30
26,-95.5999984741211,1.37
27,-91.0,1.44
28,-103.0,1.42
29,-91.0,1.37
30,-90.5999984741211,1.33
31,-101.4000015258789,1.40
32,-100.80000305175781,1.39
33,-91.4000015258789,1.39
34,-118.20000457763672,1.34
35,-105.5999984741211,1.40
36,-105.80000305175781,1.29
37,-92.20000457763672,1.42
38,-91.80000305175781,1.38
39,-100.5999984741211,1.44
40,-100.0,1.42
41,-105.0,1.26
42,-92.5999984741211,1.48
43,-102.4000015258789,1.35
44,-101.0,1.39
45,-103.5999984741211,1.35
46,-91.5999984741211,1.47
47,-103.80000305175781,1.36
48,-88.80000305175781,1.38
49,-88.5999984741211,1.38
