iteration,fitness,time
0,1176.0296630859375,33.29
0,6435.39990234375,10.59
1,6435.39990234375,10.59
2,6435.39990234375,10.59
3,6435.39990234375,10.59
4,6435.39990234375,10.59
5,6435.39990234375,10.59
6,6435.39990234375,10.59
7,6435.39990234375,10.59
8,6435.39990234375,10.59
9,6435.39990234375,10.59
10,6435.39990234375,10.59
11,6435.39990234375,10.59
12,6435.39990234375,10.59
13,6435.39990234375,10.59
14,6435.39990234375,10.59
15,6435.39990234375,10.59
16,6435.39990234375,10.59
17,6435.39990234375,10.59
18,6435.39990234375,10.59
19,6435.39990234375,10.59
20,6435.39990234375,10.59
21,6435.39990234375,10.59
22,6435.39990234375,10.59
23,6435.39990234375,10.59
24,6435.39990234375,10.59
25,6435.39990234375,10.59
26,6435.39990234375,10.59
27,6435.39990234375,10.59
28,6435.39990234375,10.59
29,6462.2080078125,10.59
30,7148.513671875,10.59
31,7148.513671875,10.59
32,7148.513671875,10.59
33,7148.513671875,10.59
34,7148.513671875,10.59
35,7148.513671875,10.59
36,7148.513671875,10.59
37,7148.513671875,10.59
38,7148.513671875,10.59
39,7148.513671875,10.59
40,7148.513671875,10.59
41,7148.513671875,10.59
42,7148.513671875,10.59
43,7148.513671875,10.59
44,7148.513671875,10.59
45,7148.513671875,10.59
46,7148.513671875,10.59
47,7148.513671875,10.59
48,7148.513671875,10.59
49,7148.513671875,10.59
50,7148.513671875,10.59
51,7148.513671875,10.59
52,7148.513671875,10.59
53,7148.513671875,10.59
54,7148.513671875,10.59
55,7148.513671875,10.59
56,7148.513671875,10.59
57,7148.513671875,10.59
58,7148.513671875,10.59
59,7148.513671875,10.59
60,7148.513671875,10.59
61,7148.513671875,10.59
62,7148.513671875,10.59
63,7148.513671875,10.59
64,7148.513671875,10.59
65,7148.513671875,10.59
66,7198.72607421875,10.59
67,7198.72607421875,10.59
68,7198.72607421875,10.59
69,7198.72607421875,10.59
70,7198.72607421875,10.59
71,7198.72607421875,10.59
72,7198.72607421875,10.59
73,7198.72607421875,10.59
74,7198.72607421875,10.59
75,7198.72607421875,10.59
76,7198.72607421875,10.59
77,7198.72607421875,10.59
78,7198.72607421875,10.59
79,7198.72607421875,10.59
80,7198.72607421875,10.59
81,7198.72607421875,10.59
82,7198.72607421875,10.59
83,7198.72607421875,10.59
84,7198.72607421875,10.59
85,7198.72607421875,10.59
86,7198.72607421875,10.59
87,7198.72607421875,10.59
88,7198.72607421875,10.59
89,7198.72607421875,10.59
90,7198.72607421875,10.59
91,7198.72607421875,10.59
92,7198.72607421875,10.59
93,7198.72607421875,10.59
94,7198.72607421875,10.59
95,7198.72607421875,10.59
96,7198.72607421875,10.59
97,7198.72607421875,10.59
98,7198.72607421875,10.59
99,7198.72607421875,10.59
100,7198.72607421875,10.59
101,7198.72607421875,10.59
102,7198.72607421875,10.59
103,7198.72607421875,10.59
104,7198.72607421875,10.59
105,7198.72607421875,10.59
106,7198.72607421875,10.59
107,7198.72607421875,10.59
108,7198.72607421875,10.59
109,7198.72607421875,10.59
110,7198.72607421875,10.59
111,7198.72607421875,10.59
112,7198.72607421875,10.59
113,7198.72607421875,10.59
114,7198.72607421875,10.59
115,7198.72607421875,10.59
116,7198.72607421875,10.59
117,7198.72607421875,10.59
118,7198.72607421875,10.46
119,7198.72607421875,10.46
120,7198.72607421875,10.46
121,7198.72607421875,10.46
122,7198.72607421875,10.46
123,7198.72607421875,10.46
124,7198.72607421875,10.46
125,7198.72607421875,10.46
126,7198.72607421875,10.46
127,7198.72607421875,10.46
128,7198.72607421875,10.46
129,7198.72607421875,10.46
130,7198.72607421875,10.46
131,7198.72607421875,10.46
132,7198.72607421875,10.46
133,7198.72607421875,10.46
134,7198.72607421875,10.46
135,7198.72607421875,10.46
136,7255.494140625,10.46
137,7255.494140625,10.46
138,7255.494140625,10.46
139,7255.494140625,10.46
140,7255.494140625,10.46
141,7255.494140625,10.46
