evaluation,fitness,test_accuracy,time
0,0.5979173183441162,0.41
0,0.697101891040802,0.500787079334259,0.77
100,0.697101891040802,0.500787079334259,0.77
200,0.697101891040802,0.500787079334259,0.77
300,0.697101891040802,0.500787079334259,0.77
400,0.697101891040802,0.500787079334259,0.77
500,0.697101891040802,0.500787079334259,0.77
600,0.697101891040802,0.500787079334259,0.77
700,0.697101891040802,0.500787079334259,0.77
800,0.697101891040802,0.500787079334259,0.77
900,0.697101891040802,0.500787079334259,0.77
1000,0.697101891040802,0.500787079334259,0.77
1100,0.697101891040802,0.500787079334259,0.77
1200,0.697101891040802,0.500787079334259,0.77
1300,0.697101891040802,0.500787079334259,0.77
1400,0.697101891040802,0.500787079334259,0.77
1500,0.697101891040802,0.500787079334259,0.77
1600,0.697101891040802,0.500787079334259,0.77
1700,0.697101891040802,0.500787079334259,0.77
1800,0.697101891040802,0.500787079334259,0.77
1900,0.697101891040802,0.500787079334259,0.77
2000,0.697101891040802,0.500787079334259,0.77
2100,0.697101891040802,0.500787079334259,0.77
2200,0.714179515838623,0.7722325325012207,0.77
2300,0.714179515838623,0.7722325325012207,0.77
2400,0.714179515838623,0.7722325325012207,0.77
2500,0.714179515838623,0.7722325325012207,0.77
2600,0.714179515838623,0.7722325325012207,0.77
2700,0.714179515838623,0.7722325325012207,0.77
2800,0.714179515838623,0.7722325325012207,0.77
2900,0.714179515838623,0.7722325325012207,0.77
3000,0.714179515838623,0.7722325325012207,0.77
3100,0.714179515838623,0.7722325325012207,0.77
3200,0.714179515838623,0.7722325325012207,0.77
3300,0.714179515838623,0.7722325325012207,0.77
3400,0.714179515838623,0.7722325325012207,0.77
3500,0.714179515838623,0.7722325325012207,0.77
3600,0.714179515838623,0.7722325325012207,0.77
3700,0.714179515838623,0.7722325325012207,0.77
3800,0.714179515838623,0.7722325325012207,0.77
3900,0.714179515838623,0.7722325325012207,0.77
4000,0.714179515838623,0.7722325325012207,0.77
4100,0.714179515838623,0.7722325325012207,0.77
4200,0.714179515838623,0.7722325325012207,0.77
4300,0.714179515838623,0.7722325325012207,0.77
4400,0.714179515838623,0.7722325325012207,0.77
4500,0.714179515838623,0.7722325325012207,0.77
4600,0.714179515838623,0.7722325325012207,0.77
4700,0.714179515838623,0.7722325325012207,0.77
