,eval/episode_x_velocity,training/actor_loss,training/critic_loss,eval/avg_episode_length,_timestamp,training/alpha_loss,training/buffer_current_size,eval/walltime,eval/episode_reward_run,eval/episode_reward_ctrl,_runtime,eval/episode_reward,training/alpha,training/sps,training/walltime,eval/epoch_eval_time,_step,eval/sps,eval/episode_x_position,seed,rl_algorithm,environment
0,-68.13574981689453,,,1000,1694061660.6150212,,,20.449625968933105,-68.13574981689453,-503.46697998046875,27.1207492351532,-571.6026611328125,,,,20.449625968933105,0.0,6259.2831866194765,-3172.634765625,3,sac,halfcheetah
1,5459.3623046875,-1132.411376953125,685.4693603515625,1000,1694061767.5004246,0.14245270192623138,215040.015625,25.71805500984192,5459.3623046875,-344.03350830078125,134.0061526298523,5115.330078125,0.9092100262641907,4652.39197637632,101.61323547363281,5.2684290409088135,421760.0,24295.66745724258,134691.21875,3,sac,halfcheetah
2,5782.4833984375,-3389.891845703125,1471.5093994140625,1000,1694061845.0378575,0.00041438464540988207,628608.0,30.942242860794067,5782.4833984375,-324.5456848144531,211.54358553886414,5457.9375,1.5033577680587769,5719.501324508611,173.92163729667664,5.224187850952148,835328.0,24501.416038604166,142214.671875,3,sac,halfcheetah
3,5788.98095703125,-4936.47705078125,1601.8756103515625,1000,1694061925.4190445,0.003715605940669775,993630.5625,36.20062494277954,5788.98095703125,-332.7168884277344,291.9247725009918,5456.2646484375,1.392397165298462,5505.565324578503,249.0398087501526,5.258382081985474,1248896.0,24342.088118417865,142091.796875,3,sac,halfcheetah
4,6144.111328125,-6288.8125,1234.7646484375,1000,1694062008.7922356,0.004177136812359095,1048576.0,41.48203253746033,6144.111328125,-312.9173278808594,375.2979636192322,5831.1943359375,1.1243951320648193,5296.253859230364,327.1267001628876,5.281407594680786,1662464.0,24235.963179383518,149599.0625,3,sac,halfcheetah
5,6022.19384765625,-7136.25,1318.14990234375,1000,1694062092.1446538,0.0012615203158929944,1048576.0,46.73655343055725,6022.19384765625,-317.515380859375,458.6503818035126,5704.677734375,0.9940782785415649,5295.8309302925245,405.21982765197754,5.254520893096924,2076032.0,24359.975458116223,148885.625,3,sac,halfcheetah
6,6417.248046875,-7616.48583984375,1411.8770751953125,1000,1694062175.396927,0.00010060187196359038,1048576.0,51.95751643180847,6417.248046875,-302.204345703125,541.9026551246643,6115.0439453125,0.972530722618103,5300.365832212721,483.24614000320435,5.220963001251221,2489600.0,24516.549910298996,156697.1875,3,sac,halfcheetah
7,6532.419921875,-7934.443359375,1579.8631591796875,1000,1694062258.735985,0.00026196293765679,1048576.0,57.21641516685486,6532.419921875,-283.6281433105469,625.2417130470276,6248.79052734375,0.9697692394256592,5297.037157891575,561.3214843273163,5.258898735046387,2903168.0,24339.6966644331,159993.59375,3,sac,halfcheetah
8,6431.798828125,-8070.45166015625,1841.4361572265625,1000,1694062342.0098865,0.0019391077803447843,1048576.0,62.43763089179993,6431.798828125,-296.30267333984375,708.5156145095825,6135.49755859375,0.9723613262176514,5298.878624591482,639.3696959018707,5.221215724945068,3316736.0,24515.363230150135,157219.84375,3,sac,halfcheetah
9,6709.10498046875,-8077.07421875,1855.70947265625,1000,1694062425.3562589,0.001380360801704228,1048576.0,67.70623230934143,6709.10498046875,-292.2673645019531,791.8619868755341,6416.83740234375,0.9731597900390625,5297.183987479586,717.4428761005402,5.268601417541504,3730304.0,24294.872558366515,165340.84375,3,sac,halfcheetah
10,6654.48486328125,-8140.2802734375,1598.7420654296875,1000,1694062508.6302886,0.001189257949590683,1048576.0,72.97534966468811,6654.48486328125,-305.81005859375,875.1360166072845,6348.67578125,0.9665669202804565,5302.1347545882345,795.4431569576263,5.26911735534668,4143872.0,24292.49366976346,164198.90625,3,sac,halfcheetah
11,6675.6533203125,-8237.7626953125,1722.98876953125,1000,1694062591.985078,0.0003550977271515876,1048576.0,78.2406268119812,6675.6533203125,-292.2235107421875,958.4908061027527,6383.4296875,0.966241180896759,5296.386236478834,873.5280966758728,5.265277147293091,4557440.0,24310.2112992866,164994.25,3,sac,halfcheetah
12,6623.7587890625,-8260.619140625,2058.154296875,1000,1694062675.331542,0.0007713212398812175,1048576.0,83.4841001033783,6623.7587890625,-296.0389404296875,1041.8372700214386,6327.7197265625,0.9867067933082581,5295.467898484536,951.6265778541565,5.243473291397095,4971008.0,24411.30008424151,162279.40625,3,sac,halfcheetah
13,6499.2548828125,-8233.626953125,2277.669921875,1000,1694062758.7753522,-0.0007180366665124893,1048576.0,88.76944303512573,6499.2548828125,-291.6829528808594,1125.2810802459717,6207.5732421875,0.9853096008300781,5291.726359134403,1029.7802789211273,5.2853429317474365,5384576.0,24217.91767401566,159705.03125,3,sac,halfcheetah
14,6663.08251953125,-8216.947265625,2527.130126953125,1000,1694062842.244165,0.0034742115531116724,1048576.0,94.07158517837524,6663.08251953125,-295.29815673828125,1208.749892950058,6367.78466796875,0.9970120191574097,5291.19028373395,1107.9418981075287,5.302142143249512,5798144.0,24141.186060612275,163797.9375,3,sac,halfcheetah
15,6423.328125,-8266.55078125,2472.673095703125,1000,1694062925.8205264,-0.00016670823970343918,1048576.0,99.36142206192017,6423.328125,-272.10272216796875,1292.3262543678284,6151.2255859375,1.0181583166122437,5283.071978485348,1186.223625421524,5.289836883544922,6211712.0,24197.34347540454,157602.734375,3,sac,halfcheetah
16,6902.92578125,-8353.1513671875,2200.00390625,1000,1694063009.083332,0.0022354465909302235,1048576.0,104.58312463760376,6902.92578125,-293.7891845703125,1375.5890600681305,6609.13671875,1.0151398181915283,5299.668431721766,1264.2602055072784,5.221702575683594,6625280.0,24513.07751538166,169646.6875,3,sac,halfcheetah
17,6937.189453125,-8478.9345703125,1996.08447265625,1000,1694063092.3481221,-1.3150729500921443e-05,1048576.0,109.80997276306152,6937.189453125,-282.95654296875,1458.8538501262665,6654.2314453125,1.0451327562332153,5299.893245846496,1342.2934753894806,5.226848125457764,7038848.0,24488.945714065463,169972.125,3,sac,halfcheetah
18,6955.59619140625,-8493.234375,2259.04541015625,1000,1694063175.9067233,0.00011706846999004483,1048576.0,115.09829425811768,6955.59619140625,-269.0081481933594,1542.4124512672424,6686.58740234375,1.1085164546966553,5284.236309457966,1420.5579540729523,5.288321495056152,7452416.0,24204.277315526724,172105.0625,3,sac,halfcheetah
19,7003.29052734375,-8469.896484375,2513.102294921875,1000,1694063259.1612396,0.00036937303957529366,1048576.0,120.39453625679016,7003.29052734375,-280.02789306640625,1625.6669676303864,6723.26220703125,1.155842900276184,5305.305741129988,1498.5116140842438,5.296241998672485,7865984.0,24168.07993896115,172179.015625,3,sac,halfcheetah
