eval/episode_reward,eval/episode_x_position,_step,training/sps,training/walltime,_runtime,eval/episode_distance_from_origin,eval/sps,training/policy_loss,eval/walltime,eval/epoch_eval_time,eval/episode_x_velocity,eval/episode_reward_ctrl,eval/episode_forward_reward,eval/episode_y_velocity,training/entropy_loss,eval/avg_episode_length,training/v_loss,_timestamp,training/total_loss,eval/episode_reward_fwd,eval/episode_y_position,seed,rl_algorithm,environment
2.35206937789917,1037.0322265625,0.0,,,19.520962953567505,324.80877685546875,11002.964444071078,,11.633228540420532,11.633228540420532,2.407196521759033,-0.0551272630691528,2.407196521759033,1.3292784690856934,,1000,,1694013349.537104,,2.407196521759033,34.835296630859375,2,ppo,swimmer
75.14712524414062,2544.2802734375,2949120.0,136428.40252469026,21.616613149642944,43.13737273216248,2128.590087890625,64167.390705443286,-0.009575062431395,13.628011226654053,1.9947826862335205,75.2064208984375,-0.0592982470989227,75.2064208984375,-4.170982837677002,-0.0010136169148609,1000,0.0025337226688861,1694013373.1535137,-0.008054956793785,75.2064208984375,-91.28550720214844,2,ppo,swimmer
78.64814758300781,2632.279296875,5898240.0,292141.69585889723,31.711440563201904,55.21133327484131,2350.302734375,64863.0850815641,-0.0021691310685127,15.601398706436155,1.9733874797821045,78.7123031616211,-0.064151182770729,78.7123031616211,4.763552665710449,-0.0003590678388718,1000,0.0071119503118097,1694013385.2274742,0.0045837513171136,78.7123031616211,91.2937469482422,2,ppo,swimmer
164.2633819580078,3992.17529296875,8847360.0,292098.8545578865,41.807748556137085,67.27400040626526,3473.40625,65288.16478754902,-0.001421338529326,17.56193780899048,1.9605391025543213,164.34698486328125,-0.0835776776075363,164.34698486328125,4.880557537078857,0.0001807915687095,1000,0.0087067885324358,1694013397.290141,0.0074662417173385,164.34698486328125,55.30074691772461,2,ppo,swimmer
138.91677856445312,3666.06103515625,11796480.0,292514.60715929844,51.8897066116333,79.25766968727112,3249.18798828125,67521.41987543894,-0.0014869713922962,19.45763254165649,1.895694732666016,138.9915008544922,-0.0747492611408233,138.9915008544922,4.881030559539795,0.0004347025242168,1000,0.0061251390725374,1694013409.2738106,0.0050728698261082,138.9915008544922,-28.631059646606445,2,ppo,swimmer
149.91629028320312,3916.417724609375,14745600.0,292518.95134979003,61.97151494026184,91.2281346321106,3484.181640625,67992.61501176923,-0.0013668856117874,21.340189933776852,1.882557392120361,149.99365234375,-0.0773671120405197,149.99365234375,11.20364761352539,0.0008351482683792,1000,0.0057482942938804,1694013421.2442756,0.0052165566012263,149.99365234375,44.93911361694336,2,ppo,swimmer
118.2663116455078,3430.000244140625,17694720.0,292593.1268637738,72.05076742172241,103.21521067619324,3088.72509765625,67307.84281030798,-0.0008969691116362,23.241899967193604,1.901710033416748,118.3358917236328,-0.0695835873484611,118.3358917236328,26.22924041748047,0.0009997168090194,1000,0.0043510869145393,1694013433.2313516,0.004453835543245,118.3358917236328,314.311279296875,2,ppo,swimmer
122.021484375,3565.351318359375,20643840.0,292360.72071285924,82.13803219795227,115.20280766487122,3232.75390625,67569.75731464318,-0.0006927704089321,25.13623857498169,1.894338607788086,122.09324645996094,-0.0717565268278122,122.09324645996094,33.66044998168945,0.0009084374760277,1000,0.0040518455207347,1694013445.2189486,0.004267512820661,122.09324645996094,396.618896484375,2,ppo,swimmer
99.86768341064452,3233.602294921875,23592960.0,292531.3205478874,92.21941423416138,127.16889262199402,2972.9482421875,68137.19047870461,-0.0006713434122502,27.014801502227783,1.8785629272460935,99.9334487915039,-0.065764769911766,99.9334487915039,33.69845199584961,0.0013481263304129,1000,0.0039435289800167,1694013457.1850336,0.004620311781764,99.9334487915039,395.8562927246094,2,ppo,swimmer
93.97390747070312,3121.543212890625,26542080.0,292335.1900427176,102.30755996704102,139.14285326004028,2869.52880859375,68094.68781923097,-0.0005892336484976,28.8945369720459,1.8797354698181152,94.0386199951172,-0.0647155940532684,94.0386199951172,32.1759033203125,0.0009270271402783,1000,0.0029025913681834,1694013469.1589942,0.0032403848599642,94.0386199951172,397.186767578125,2,ppo,swimmer
93.27294921875,3179.3232421875,29491200.0,292512.276014733,112.3895983695984,151.1596941947937,2987.294921875,66375.05458404608,-0.0010737824486568,30.822972297668457,1.9284353256225584,93.34977722167967,-0.0768377631902694,93.34977722167967,41.054290771484375,0.0016115948092192,1000,0.0031094516161829,1694013481.1758351,0.0036472640931606,93.34977722167967,512.841064453125,2,ppo,swimmer
90.46974182128906,3110.9208984375,32440320.0,292277.20811327785,122.479745388031,163.13689374923706,3026.4580078125,68053.4717073499,-0.0015299918595701,32.70384621620178,1.8808739185333248,90.55706787109376,-0.0873283445835113,90.55706787109376,60.36878967285156,0.0018323726253584,1000,0.0035338294692337,1694013493.1530347,0.0038362103514373,90.55706787109376,721.7661743164062,2,ppo,swimmer
121.25115203857422,3478.03369140625,35389440.0,292564.71153681725,132.55997681617737,175.10878133773804,3278.140380859375,67883.825754817,-6.378679245244712e-05,34.589420557022095,1.8855743408203125,121.34326171875,-0.0921102240681648,121.34326171875,62.39664459228516,0.0025943492073565,1000,0.003291456727311,1694013505.1249225,0.0058220196515321,121.34326171875,638.3255004882812,2,ppo,swimmer
