eval/avg_episode_length,training/sps,_runtime,training/alpha_loss,eval/walltime,training/alpha,_timestamp,training/walltime,training/critic_loss,training/actor_loss,training/buffer_current_size,eval/sps,_step,eval/epoch_eval_time,eval/episode_reward,seed,rl_algorithm,environment
12.578125,,12.897440671920776,,7.97448992729187,,1694024362.9891255,,,,,16051.18335681047,0.0,7.97448992729187,117.4438934326172,1,sac,inverted_double_pendulum
1000.0,5775.47023322339,91.04936051368712,-0.0290313437581062,9.573517322540283,7.4009013175964355,1694024441.1410456,76.55021095275879,478.4242858886719,-5263.41259765625,215040.015625,80048.65981681,421760.0,1.599027395248413,9503.8017578125,1,sac,inverted_double_pendulum
1000.0,6591.803511006241,155.3781852722168,0.0062433048151433,11.1593759059906,4.306748867034912,1694024505.4698703,139.28994512557983,553.7218627929688,-11695.564453125,628608.0,80713.37591874885,835328.0,1.5858585834503174,9504.7431640625,1,sac,inverted_double_pendulum
1000.0,6639.58405377632,219.1880965232849,0.0087309004738926,12.677874088287354,2.584620952606201,1694024569.2797816,201.5781843662262,356.6913146972656,-13891.7890625,993630.5625,84293.81180186725,1248896.0,1.518498182296753,9505.0263671875,1,sac,inverted_double_pendulum
1000.0,6653.777640202086,282.9220452308655,0.0013093564193695,14.253207921981812,0.9546486735343932,1694024633.0137303,263.7335526943207,69.55692291259766,-14949.8271484375,1048576.0,81252.61913521886,1662464.0,1.575333833694458,9504.48828125,1,sac,inverted_double_pendulum
1000.0,6663.352193357665,346.5727834701538,0.0002303681685589,15.834670066833496,0.7787217497825623,1694024696.6644683,325.79961013793945,67.93817901611328,-15329.3662109375,1048576.0,80937.75776846326,2076032.0,1.5814621448516846,9506.2255859375,1,sac,inverted_double_pendulum
431.65625,6420.967685817735,412.6088247299194,-0.0026436236221343,17.45821189880371,0.6791742444038391,1694024762.7005098,390.2085933685303,61.468238830566406,-15484.5791015625,1048576.0,78839.97657434444,2489600.0,1.6235418319702148,4099.298828125,1,sac,inverted_double_pendulum
1000.0,6142.141753002884,481.4838137626648,0.0010238020913675,18.99678921699524,0.6132339239120483,1694024831.5754988,457.5414581298828,11.57998752593994,-15565.3701171875,1048576.0,83193.73910337735,2903168.0,1.5385773181915283,9506.205078125,1,sac,inverted_double_pendulum
1000.0,6541.979638184983,546.3024978637695,-0.0018803323619067,20.59478187561035,0.4113973081111908,1694024896.394183,520.759019613266,19.73116683959961,-15617.9951171875,1048576.0,80100.49314677715,3316736.0,1.5979926586151123,9505.57421875,1,sac,inverted_double_pendulum
1000.0,6643.328162963016,610.1089482307434,-0.0222556572407484,22.14506483078003,1.5190476179122925,1694024960.2006333,583.0121538639069,522.7246704101562,-15672.90234375,1048576.0,82565.57267379003,3730304.0,1.5502829551696775,9504.1875,1,sac,inverted_double_pendulum
1000.0,6453.283304318117,675.8181729316711,-0.154213547706604,23.764742612838745,4.229142189025879,1694025025.909858,647.098601102829,1383.594970703125,-16255.9736328125,1048576.0,79028.06435814885,4143872.0,1.6196777820587158,9498.955078125,1,sac,inverted_double_pendulum
1000.0,6512.867975798636,740.9253084659576,-0.0064326324500143,25.368520736694336,3.371105432510376,1694025091.0169935,710.5987367630005,1205.1439208984375,-15711.1591796875,1048576.0,79811.53882575687,4557440.0,1.6037781238555908,9505.9755859375,1,sac,inverted_double_pendulum
1000.0,6592.045299103405,805.2335085868835,0.0033445386216044,26.9360454082489,2.541031837463379,1694025155.3251936,773.336169719696,564.7780151367188,-15481.6591796875,1048576.0,81657.40694406947,4971008.0,1.5675246715545654,9362.1064453125,1,sac,inverted_double_pendulum
1000.0,6556.898644935898,869.841251373291,0.0025600849185138,28.46688032150269,1.5719759464263916,1694025219.9329364,836.4098913669586,286.2382202148437,-15640.083984375,1048576.0,83614.50270815712,5384576.0,1.5308349132537842,9457.84375,1,sac,inverted_double_pendulum
1000.0,6608.30934766037,933.9472949504852,0.0030989835504442,29.986801862716675,0.8087857961654663,1694025284.03898,898.9929180145264,107.81238555908205,-15650.216796875,1048576.0,84214.87328731721,5798144.0,1.5199215412139893,9463.23828125,1,sac,inverted_double_pendulum
1000.0,6620.404515967735,997.954282283783,0.0006955286371521,31.52198100090027,0.5391797423362732,1694025348.045967,961.4616084098816,37.29374313354492,-15664.853515625,1048576.0,83377.89174978506,6211712.0,1.5351791381835938,9400.0966796875,1,sac,inverted_double_pendulum
1000.0,6473.806818308031,1063.401427745819,-0.010556767694652,33.08252739906311,1.3690801858901978,1694025413.4931128,1025.344886302948,326.0572204589844,-15705.19921875,1048576.0,82022.55322282529,6625280.0,1.5605463981628418,9483.740234375,1,sac,inverted_double_pendulum
1000.0,6385.285363560158,1129.7808191776276,-0.0090563669800758,34.689658880233765,1.317442536354065,1694025479.8725042,1090.1138005256653,515.0324096679688,-15554.2021484375,1048576.0,79645.00820229296,7038848.0,1.6071314811706543,9345.0703125,1,sac,inverted_double_pendulum
143.765625,6400.903481841032,1195.925349235535,0.0073371012695133,36.220207929611206,1.8194587230682373,1694025546.0170343,1154.7246794700625,463.0564270019531,-15543.7607421875,1048576.0,83630.11956530543,7452416.0,1.5305490493774414,1266.721435546875,1,sac,inverted_double_pendulum
1000.0,6443.710967704548,1261.6443665027618,-0.0116840796545147,37.75440573692322,2.34271502494812,1694025611.7360516,1218.9063291549685,807.1488037109375,-15584.0400390625,1048576.0,83431.22339893195,7865984.0,1.5341978073120115,9501.787109375,1,sac,inverted_double_pendulum
