eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
-0.7412293553352356,872.6640625,-0.7412293553352356,13.428948640823364,-76.27638244628906,-1730.453125,0,-0.7412293553352356,19.719317197799683,-0.57429438829422,9531.647147036225,-185.12457275390625,2142.1376953125,-859.1046142578125,872.6640625,13.428948640823364,-4.954865455627441,1694677579.5279732,,,,,,,,3,sac,miniant
3151.857666015625,961.5546875,3151.857666015625,3.0831542015075684,77108.0234375,-1421.326171875,421760,3151.857666015625,115.9034812450409,-0.8486038446426392,41515.92545627848,-5843.97998046875,77455.9375,2691.23779296875,961.5546875,16.512102842330933,-232.75701904296875,1694677675.7121372,-926.6197509765624,0.3725649714469909,215040.015625,304.7825012207031,93.09647941589355,4838.089140458616,0.2146045714616775,3,sac,miniant
3029.43798828125,975.296875,3029.43798828125,2.461559534072876,75002.5859375,-1491.950439453125,835328,3029.43798828125,187.84169507026672,-0.9368445873260498,51999.55484652133,5326.810546875,75309.3125,2511.84765625,975.296875,18.97366237640381,242.41754150390625,1694677747.650351,-2304.658935546875,0.5952954888343811,628608.0,673.0894775390625,162.5674169063568,5953.108090081169,-0.001122860237956,3,sac,miniant
4204.3544921875,993.09375,4204.3544921875,2.442868232727051,103457.1640625,-1503.20556640625,1248896,4204.3544921875,259.18326926231384,-0.8549072742462158,52397.42294946034,1057.76220703125,103530.2109375,3693.3876953125,993.09375,21.41653060913086,58.78704833984375,1694677818.9919252,-3110.7529296875,0.6603501439094543,993630.5625,747.5765380859375,231.4603455066681,6003.054426664791,-0.0009962241165339,3,sac,miniant
4771.26123046875,993.8984375,4771.26123046875,2.44499135017395,117331.9375,-1427.627197265625,1662464,4771.26123046875,328.507541179657,-0.8421775698661804,52351.92344991052,4533.2763671875,117472.421875,4336.6904296875,993.8984375,23.86152195930481,200.3248291015625,1694677888.3161972,-3814.99951171875,0.7708986401557922,1048576.0,654.9019165039062,298.33427381515503,6184.293497642702,-0.0002108460030285,3,sac,miniant
4957.25,996.1875,4957.25,2.46266508102417,121916.421875,-1511.8046875,2076032,4957.25,397.8310642242432,-0.8724621534347534,51976.2110513085,10142.638671875,122421.7578125,4440.76025390625,996.1875,26.32418704032898,415.2067260742188,1694677957.6397202,-4473.73388671875,0.8015848994255066,1048576.0,544.6655883789062,365.1901180744171,6185.966306793068,-0.0003989528922829,3,sac,miniant
5036.9248046875,1000.0,5036.9248046875,2.4065520763397217,123960.078125,-1379.456787109375,2489600,5036.9248046875,467.0578246116638,-0.8709867000579834,53188.12805193202,-7846.3994140625,124263.328125,4656.59716796875,1000.0,28.7307391166687,-321.7233581542969,1694678026.8664806,-5001.60302734375,0.8030348420143127,1048576.0,561.4921875,432.00507736206055,6189.751582719053,6.408050830941647e-05,3,sac,miniant
5343.8154296875,997.4609375,5343.8154296875,2.4007411003112797,131225.9375,-1482.317138671875,2903168,5343.8154296875,536.2814936637878,-0.8344477415084839,53316.86952141718,-5900.005859375,131418.46875,4858.125,997.4609375,31.13148021697998,-242.4055328369141,1694678096.0901496,-5349.54541015625,0.8626564741134644,1048576.0,599.3199462890625,498.8228096961975,6189.494697782634,-0.0003151251876261,3,sac,miniant
3317.048828125,889.4296875,3317.048828125,2.449305295944214,88485.953125,-1755.25244140625,3316736,3317.048828125,605.5130417346954,-0.6772061586380005,52259.7163415905,1238.09423828125,88577.8125,2450.549072265625,889.4296875,33.580785512924194,39.14863204956055,1694678165.3216977,-5711.6708984375,0.8891555666923523,1048576.0,602.1701049804688,565.5998837947845,6193.263265614551,0.0001758201688062,3,sac,miniant
4703.07421875,975.359375,4703.07421875,2.415590047836304,115168.203125,-1469.819091796875,3730304,4703.07421875,674.7408525943756,-0.9419611692428588,52989.123760735965,-10350.8564453125,115708.96875,4207.67236328125,975.359375,35.9963755607605,-431.3025512695313,1694678234.5495086,-5710.3359375,1.138725757598877,1048576.0,1854.1492919921875,632.4069106578827,6190.486531416659,-0.0029981893021613,3,sac,miniant
5196.9140625,986.1875,5196.9140625,2.383221387863159,127152.4765625,-1474.2303466796875,4143872,5196.9140625,744.2694869041443,-0.8062759041786194,53708.81641624037,-14348.7763671875,128025.7109375,4708.06494140625,986.1875,38.37959694862366,-589.1195678710938,1694678304.078143,-4504.20263671875,1.2115110158920288,1048576.0,2068.5810546875,699.5464599132538,6159.82687680786,-0.000490314385388,3,sac,miniant
