,training/critic_loss,training/actor_loss,eval/episode_reward_dist,eval/episode_reward,training/alpha_loss,_timestamp,training/walltime,_runtime,eval/epoch_eval_time,eval/avg_episode_length,_step,training/buffer_current_size,eval/walltime,eval/sps,eval/episode_reward_ctrl,training/alpha,training/sps,seed,rl_algorithm,environment
0,,,-167.9393310546875,-631.294677734375,,1694039018.931366,,14.412641048431396,8.980753421783447,1000,0.0,,8.980753421783447,14252.70174877834,-463.355224609375,,,1,sac,reacher
1,1.921524167060852,209.41786193847656,-55.622047424316406,-112.29624938964844,0.03450440615415573,1694039097.005963,77.36321926116943,92.48723816871643,0.7081375122070312,1000,421760.0,215040.015625,9.688890933990479,180755.85291487552,-56.67420959472656,0.2584404945373535,5788.829255545669,1,sac,reacher
2,3.202993392944336,341.010009765625,-42.17920684814453,-103.21360778808594,7.214726451820752e-07,1694039158.66113,138.3028426170349,154.14240503311157,0.7121894359588623,1000,835328.0,628608.0,10.40108036994934,179727.4622975362,-61.03439712524414,0.2367437481880188,6786.520448032828,1,sac,reacher
3,2.5731797218322754,346.16552734375,-34.00018310546875,-88.08824920654297,4.399273529998027e-05,1694039219.0349035,197.8965139389038,214.51617860794067,0.7761669158935547,1000,1248896.0,993630.5625,11.177247285842896,164912.98118864192,-54.08806228637695,0.23432767391204834,6939.797311132169,1,sac,reacher
4,0.7075382471084595,303.8880615234375,-28.735301971435547,-82.43569946289062,-3.793056748691015e-05,1694039278.072021,256.236136674881,273.55329608917236,0.6933310031890869,1000,1662464.0,1048576.0,11.870578289031982,184616.00507007982,-53.70040512084961,0.23962228000164032,7088.972821638746,1,sac,reacher
5,0.9249126315116882,283.0538635253906,-30.238079071044922,-86.02029418945312,2.2065894881961867e-05,1694039338.3522131,315.7722592353821,333.8334882259369,0.7401578426361084,1000,2076032.0,1048576.0,12.61073613166809,172936.08555726672,-55.782203674316406,0.23909328877925873,6946.505452714506,1,sac,reacher
6,27.155893325805664,316.4907531738281,-40.4044189453125,-130.87966918945312,-0.0004989579902030528,1694039398.4539115,375.13018798828125,393.935186624527,0.7395129203796387,1000,2489600.0,1048576.0,13.35024905204773,173086.90148955007,-90.47525024414062,0.36294645071029663,6967.359014861186,1,sac,reacher
7,24.41306495666504,426.7955017089844,-38.663795471191406,-117.699951171875,0.0002857928047887981,1694039460.8231153,436.77913999557495,456.30439043045044,0.7160096168518066,1000,2903168.0,1048576.0,14.066258668899536,178768.54861642496,-79.03614807128906,0.3746834099292755,6708.435205047293,1,sac,reacher
8,19.127803802490234,461.66058349609375,-48.67330551147461,-137.1511688232422,6.602407665923238e-05,1694039523.3357801,498.5723168849945,518.8170552253723,0.7156004905700684,1000,3316736.0,1048576.0,14.781859159469604,178870.7549627746,-88.47787475585938,0.3367551565170288,6692.777759914988,1,sac,reacher
9,6.324484825134277,429.5012512207031,-36.069854736328125,-103.41961669921875,0.0002875332429539412,1694039585.8413758,560.3601517677307,581.3226509094238,0.7140090465545654,1000,3730304.0,1048576.0,15.49586820602417,179269.4372958734,-67.34976959228516,0.26592957973480225,6693.356399117858,1,sac,reacher
10,2.450908660888672,360.1986389160156,-37.542396545410156,-103.76438903808594,-1.5643368897144683e-05,1694039648.1879232,621.9872241020203,643.6691982746124,0.7155523300170898,1000,4143872.0,1048576.0,16.21142053604126,178882.79393478172,-66.22198486328125,0.23968437314033508,6710.816924040201,1,sac,reacher
11,2.814584970474243,323.60870361328125,-49.381996154785156,-137.97760009765625,6.088601367082447e-05,1694039710.5412316,683.6187739372253,706.0225067138672,0.7179868221282959,1000,4557440.0,1048576.0,16.929407358169556,178276.25250916916,-88.59561920166016,0.2405664026737213,6710.329386585738,1,sac,reacher
12,15.020764350891113,342.2018737792969,-45.666046142578125,-183.36993408203125,-0.0002642785257194191,1694039772.9077358,745.2672216892242,768.3890109062195,0.7144825458526611,1000,4971008.0,1048576.0,17.643889904022217,179150.6325003996,-137.70391845703125,0.30683356523513794,6708.490076890709,1,sac,reacher
13,18.12945556640625,402.0596618652344,-43.664024353027344,-122.53363037109375,3.4123208024539053e-05,1694039835.3053975,806.9344186782837,830.7866725921631,0.7268283367156982,1000,5384576.0,1048576.0,18.370718240737915,176107.60826743566,-78.86961364746094,0.3328957259654999,6706.450433824198,1,sac,reacher
