eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
2.379183769226074,990.1328125,2.379183769226074,13.739235877990724,441.0318603515625,-1973.3367919921875,0,2.379183769226074,20.371947526931763,-1.497389554977417,9316.384196085231,-252.03021240234372,2953.1279296875,-982.3221435546876,990.1328125,13.739235877990724,-0.6394338607788086,1694681799.3848214,,,,,,,,6,sac,miniant
4226.5927734375,981.171875,4226.5927734375,2.379678964614868,103799.0,-1522.7164306640625,421760,4226.5927734375,110.52200198173524,-0.9478162527084352,53788.76810835522,-4847.99462890625,103978.625,3684.1005859375,981.171875,16.11891484260559,-193.3981170654297,1694681889.534876,-1378.59326171875,0.4793741703033447,215040.015625,220.54965209960935,87.76552295684814,5210.615560475306,0.2104694843292236,6,sac,miniant
4957.4970703125,985.21875,4957.4970703125,2.386385917663574,121206.71875,-1400.091796875,835328,4957.4970703125,180.6430060863495,-0.852526843547821,53637.59442786197,-4498.5244140625,121345.984375,4541.771484375,985.21875,18.505300760269165,-191.96047973632807,1694681959.65588,-3550.27685546875,0.8129657506942749,628608.0,427.5691833496094,155.4939877986908,6106.265673756976,-0.0020209145732223,6,sac,miniant
5375.5732421875,994.3203125,5375.5732421875,2.4322965145111084,131831.5,-1451.1414794921875,1248896,5375.5732421875,249.9605872631073,-0.8857338428497314,52625.16277779068,-21372.244140625,133599.5625,4917.865234375,994.3203125,20.937597274780277,-887.4519653320312,1694682028.9734612,-4707.3564453125,0.9847392439842224,993630.5625,454.8463439941406,222.373517036438,6183.77558445163,-0.0019064767984673,6,sac,miniant
5489.0390625,1000.0,5489.0390625,2.474011182785034,135994.703125,-1468.4537353515625,1662464,5489.0390625,319.5843753814697,-0.855652391910553,51737.84212887362,-15729.767578125,136939.578125,5019.7294921875,1000.0,23.411608457565308,-628.6481323242188,1694682098.5972493,-5503.43505859375,1.1099002361297607,1048576.0,424.8464965820313,289.5175349712372,6159.416917849613,-0.00060396338813,6,sac,miniant
6036.5908203125,1000.0,6036.5908203125,2.462122678756714,148146.34375,-1378.8499755859375,2076032,6036.5908203125,389.20906352996826,-0.8627542853355408,51987.6613397004,-19736.638671875,149495.328125,5656.87841796875,1000.0,25.87373113632202,-825.4432983398438,1694682168.2219374,-6189.99169921875,1.0981557369232178,1048576.0,367.9685668945313,356.6741602420807,6158.260608422104,0.0003511215909384,6,sac,miniant
6219.97265625,1000.0,6219.97265625,2.3763575553894043,152699.875,-1316.102294921875,2489600,6219.97265625,458.1260890960693,-0.7883883714675903,53863.94808714934,-12334.275390625,153224.90625,5903.08203125,1000.0,28.250088691711422,-499.4438171386719,1694682237.138963,-6705.59716796875,1.1594820022583008,1048576.0,379.9051513671875,423.20911502838135,6215.80042142228,-0.0009487399365752,6,sac,miniant
6503.6953125,1000.0,6503.6953125,2.4199588298797607,159933.8125,-1361.809814453125,2903168,6503.6953125,527.2566845417023,-0.8012670278549194,52893.46183065431,-9112.4423828125,160225.5625,6141.08447265625,1000.0,30.670047521591187,-349.13916015625,1694682306.2695584,-7111.07666015625,1.2362556457519531,1048576.0,359.60211181640625,489.9133880138397,6200.022599604053,-0.0001040355855366,6,sac,miniant
6859.89013671875,1000.0,6859.89013671875,2.4386465549468994,168115.75,-1357.3115234375,3316736,6859.89013671875,597.0721490383148,-0.8169604539871216,52488.13106612211,-14656.525390625,168788.296875,6501.7626953125,1000.0,33.108694076538086,-596.839599609375,1694682376.085023,-7427.33447265625,1.3726733922958374,1048576.0,424.7853698730469,557.2840032577515,6138.70006237436,-0.0017350943526253,6,sac,miniant
6930.27587890625,993.1640625,6930.27587890625,2.394245386123657,169124.921875,-1345.416259765625,3730304,6930.27587890625,666.5834767818451,-0.7762230038642883,53461.52100442602,-14579.6005859375,169792.34375,6577.248046875,993.1640625,35.50293946266174,-581.4736328125,1694682445.596351,-7719.41796875,1.4688067436218262,1048576.0,461.519287109375,624.3953685760498,6162.413743760299,-0.000670803070534,6,sac,miniant
