,eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
10,1000,-56.813255310058594,0.7004499435424805,-142.48077392578125,4143872,644.9293427467346,182739.68208584364,-199.2940216064453,17.784405946731567,1694107667.2400658,492.5177001953125,0.5272586941719055,1048576.0,104.57115173339844,621.8625197410583,6938.283376509329,-0.0008326962706632912,7,sac,reacher
11,1000,-45.183021545410156,0.7156147956848145,-118.46531677246094,4557440,706.4565942287445,178867.17934263666,-163.64834594726562,18.500020742416382,1694107728.7673173,610.1215209960938,0.47483155131340027,1048576.0,79.15869903564453,682.6704366207123,6801.219663855613,0.0005610267398878932,7,sac,reacher
12,1000,-51.64154815673828,0.7522985935211182,-86.53643798828125,4971008,767.9540803432465,170145.20710572996,-138.177978515625,19.2523193359375,1694107790.2648034,636.6924438476562,0.3552554249763489,1048576.0,44.44074630737305,743.4119741916656,6808.652143797039,0.00034301524283364415,7,sac,reacher
13,1000,-53.060760498046875,0.7150094509124756,-74.064453125,5384576,832.2371969223022,179018.61274232093,-127.12520599365234,19.967328786849976,1694107854.54792,527.8961181640625,0.2308782935142517,1048576.0,9.465112686157227,806.9761645793915,6506.304846759434,0.0002619485603645444,7,sac,reacher
14,1000,-42.73869705200195,0.748741626739502,-61.83939743041992,5798144,892.0893976688385,170953.49774713814,-104.5781021118164,20.716070413589478,1694107914.4001207,439.9237976074219,0.220022514462471,1048576.0,3.790217161178589,866.0757620334625,6997.814161448431,-3.1228784791892394e-05,7,sac,reacher
15,1000,-44.55147171020508,0.7266533374786377,-62.07312774658203,6211712,954.876692533493,176150.02009643006,-106.62460327148438,21.442723751068115,1694107977.1874156,379.1175231933594,0.22824814915657043,1048576.0,2.4532992839813232,928.1321632862091,6664.389034027263,3.879560608766042e-05,7,sac,reacher
16,1000,-40.96595001220703,0.7445886135101318,-56.78738784790039,6625280,1017.6583824157715,171907.00700697495,-97.75334167480469,22.187312364578247,1694108039.9691055,325.20428466796875,0.2181369811296463,1048576.0,1.3417948484420776,990.1652879714966,6666.88969962667,3.0201781555661e-05,7,sac,reacher
17,1000,-51.20035934448242,0.7422327995300293,-87.32693481445312,7038848,1080.023874282837,172452.63222138348,-138.52728271484375,22.929545164108276,1694108102.3345973,291.4640808105469,0.22192157804965973,1048576.0,8.432312965393066,1051.7841506004333,6711.711030605501,-6.530703831231222e-05,7,sac,reacher
18,1000,-53.36793899536133,0.7304530143737793,-106.40972900390625,7452416,1144.270869731903,175233.72137732225,-159.77767944335938,23.659998178482056,1694108166.5815928,364.6776428222656,0.3547726273536682,1048576.0,40.76972198486328,1115.2969353199005,6511.57088807725,-0.0002889601164497435,7,sac,reacher
19,1000,-47.379249572753906,0.750687837600708,-99.29176330566406,7865984,1208.749024629593,170510.28881605965,-146.67098999023438,24.410686016082764,1694108231.0597477,432.7590026855469,0.3430548310279846,1048576.0,34.02705001831055,1179.021024942398,6489.97894595251,0.00014588101475965232,7,sac,reacher
