,eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,1000,-173.515380859375,10.718469619750977,-433.73504638671875,0,15.961405754089355,11942.003340116184,-607.25048828125,10.718469619750977,1694107038.2721288,,,,,,,,7,sac,reacher
1,1000,-72.42218017578125,0.6869969367980957,-62.39887237548828,421760,92.89051675796509,186318.1524455886,-134.821044921875,11.405466556549072,1694107115.2012398,226.5066680908203,0.2462111860513687,215040.015625,2.0639827251434326,76.23877096176147,5846.984350748535,0.03448549658060074,7,sac,reacher
2,1000,-59.20496368408203,0.7559661865234375,-56.53374481201172,835328,153.16908884048462,169319.74244595604,-115.73870849609375,12.16143274307251,1694107175.479812,383.8311767578125,0.23612235486507416,628608.0,3.780627489089966,135.75704646110535,6948.588421459878,-6.037029379513115e-05,7,sac,reacher
3,1000,-56.56818389892578,0.7175760269165039,-55.32081985473633,1248896,217.8526418209076,178378.3114244059,-111.88899993896484,12.879008769989014,1694107240.163365,394.1304016113281,0.23567919433116913,993630.5625,2.806913375854492,199.71862840652466,6465.881352855097,8.600965520599857e-05,7,sac,reacher
4,1000,-42.72816848754883,0.7145161628723145,-51.3213996887207,1662464,280.1869149208069,179142.20370529796,-94.04956817626953,13.593524932861328,1694107302.497638,342.60601806640625,0.2291887104511261,1048576.0,0.5458711385726929,261.3340425491333,6712.086671085232,-2.186855454056058e-05,7,sac,reacher
5,1000,-37.46760940551758,0.7028827667236328,-51.34379959106445,2076032,340.6903564929962,182107.18210755117,-88.81141662597656,14.296407699584961,1694107363.0010796,301.1102294921875,0.22767746448516846,1048576.0,0.4321058392524719,321.13062596321106,6916.247992567327,2.3165550373960286e-05,7,sac,reacher
6,1000,-53.68064498901367,0.6979918479919434,-66.68115997314453,2489600,400.5953834056854,183383.23057531964,-120.36180114746094,14.994399547576904,1694107422.9061065,321.1647644042969,0.28328099846839905,1048576.0,12.786396026611328,380.33384251594543,6985.566394549197,-0.00026140897534787655,7,sac,reacher
7,1000,-49.826927185058594,0.7080767154693604,-72.69108581542969,2903168,462.1080882549286,180771.37293683368,-122.51801300048828,15.702476263046265,1694107484.4188113,391.79156494140625,0.3391033411026001,1048576.0,15.32856559753418,441.1345090866089,6802.030690228454,5.480013714986853e-05,7,sac,reacher
8,1000,-54.78742599487305,0.6902873516082764,-70.78501892089844,3316736,523.3146221637726,185430.02374558547,-125.57243347167969,16.39276361465454,1694107545.6253452,431.9969177246094,0.3055863380432129,1048576.0,12.311101913452148,501.6469807624817,6834.425838944793,0.00010981279774568975,7,sac,reacher
9,1000,-51.09440231323242,0.6911923885345459,-87.87315368652344,3730304,584.6184031963348,185187.2244591457,-138.96754455566406,17.083956003189087,1694107606.9291263,419.8534851074219,0.26629722118377686,1048576.0,7.404022216796875,562.2558450698853,6823.556334968009,8.639594307169318e-05,7,sac,reacher
