,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,-14.660717964172363,994.6015625,-14.660717964172363,14.290606498718262,-627.0933837890625,-1384.043701171875,0,-14.660717964172363,21.015867471694946,-1.4327366352081299,8956.932654431457,936.7734985351562,2816.886474609375,-405.53558349609375,994.6015625,14.290606498718262,33.428165435791016,1694100808.4747934,,,,,,,,8,sac,ant
1,2992.859130859375,940.3203125,2992.859130859375,2.4339468479156494,72750.6015625,-1406.533203125,421760,2992.859130859375,109.98050570487976,-0.8436386585235596,52589.48037818283,-3889.261474609375,72974.140625,2525.802490234375,940.3203125,16.72455334663391,-145.03268432617188,1694100897.4394317,-929.2501220703125,0.3576933741569519,215040.015625,294.27020263671875,86.52577233314514,5267.946653803696,0.22545641660690308,8,sac,ant
2,3455.52978515625,991.0,3455.52978515625,2.475977659225464,85414.0,-1610.22705078125,835328,3455.52978515625,179.5056140422821,-0.8756958246231079,51696.750785724376,-6188.58544921875,85758.375,2835.4267578125,991.0,19.200531005859375,-240.60394287109375,1694100966.96454,-2231.606201171875,0.4998748302459717,628608.0,564.2317504882812,153.56869220733643,6168.705073944823,-0.0008883936097845435,8,sac,ant
3,3635.589599609375,978.5,3635.589599609375,2.4442942142486572,89850.3046875,-1483.853759765625,1248896,3635.589599609375,258.5432667732239,-0.8339985013008118,52366.85471570592,4109.2099609375,90024.140625,3129.402099609375,978.5,21.644825220108032,185.90672302246094,1694101046.0021927,-2997.334716796875,0.5449994206428528,993630.5625,572.8785400390625,230.1567406654358,5399.902573914771,-0.0005116600077599287,8,sac,ant
4,4179.2255859375,986.5078125,4179.2255859375,2.4063186645507812,102882.234375,-1485.763916015625,1662464,4179.2255859375,345.0818421840668,-0.8570950031280518,53193.28727556349,-2577.76513671875,102971.5625,3679.11181640625,986.5078125,24.051143884658813,-100.66654968261719,1694101132.5407681,-3611.850341796875,0.6190630793571472,1048576.0,514.4540405273438,314.28258442878723,4916.06361968124,-0.0005616230191662908,8,sac,ant
5,4387.8486328125,1000.0,4387.8486328125,2.428107738494873,107978.125,-1494.455322265625,2076032,4387.8486328125,431.61833691596985,-0.871410608291626,52715.94747247262,-7069.76904296875,108290.8125,3892.52197265625,1000.0,26.479251623153687,-263.3952941894531,1694101219.0772629,-4055.037353515625,0.672684907913208,1048576.0,521.1126708984375,398.3847107887268,4917.449984914949,-0.0003463216999080032,8,sac,ant
6,4472.39404296875,996.34375,4472.39404296875,2.4749176502227783,110083.0390625,-1493.617431640625,2489600,4472.39404296875,518.2571070194244,-0.8604440093040466,51718.89254112279,-9357.5625,110559.6328125,3974.259521484375,996.34375,28.954169273376465,-358.29583740234375,1694101305.716033,-4379.40771484375,0.7255384922027588,1048576.0,480.5972900390625,482.54250025749207,4914.197516481748,-0.0009288798319175839,8,sac,ant
7,4687.33056640625,1000.0,4687.33056640625,2.4580817222595215,115359.9765625,-1423.16796875,2903168,4687.33056640625,604.8956348896027,-0.8964310884475708,52073.126308567014,-10733.41015625,115915.25,4263.265625,1000.0,31.412250995635986,-424.58056640625,1694101392.3545609,-4699.51611328125,0.769818127155304,1048576.0,475.9347839355469,566.717047214508,4913.219196905091,-0.00042249346734024584,8,sac,ant
8,4855.51513671875,1000.0,4855.51513671875,2.4616858959198,119776.0625,-1314.726806640625,3316736,4855.51513671875,691.5337500572205,-0.8651638031005859,51996.88563522978,-5201.1953125,119937.46875,4539.9228515625,1000.0,33.873936891555786,-204.88357543945312,1694101478.992676,-5000.77685546875,0.8115251660346985,1048576.0,472.7393493652344,650.887449502945,4913.461130704551,-0.0002153136010747403,8,sac,ant
9,5078.3955078125,1000.0,5078.3955078125,2.407682418823242,125256.953125,-1283.515625,3730304,5078.3955078125,778.0709519386292,-0.8059214949607849,53163.15764874013,-5017.8359375,125397.375,4794.07373046875,1000.0,36.28161931037903,-211.33856201171875,1694101565.529878,-5294.158203125,0.837559700012207,1048576.0,417.1444396972656,735.010989189148,4916.198266771563,-0.00035406494862399995,8,sac,ant
