eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-20.79343032836914,63.265625,-20.79343032836914,10.620224237442017,-3.567667245864868,-0.1170951277017593,0,15.356305599212646,12052.47621314162,42.3551025390625,63.265625,10.620224237442017,1694118275.9635265,,,,,,,8,ppo,walker2d
3.8611068725585938,172.6953125,3.8611068725585938,1.101468801498413,6.777070999145508,-0.2968403995037079,3932160,37.01524901390076,116208.46620972989,176.2595672607422,172.6953125,11.72169303894043,1694118297.62247,0.0152387544512748,314.2560729980469,314.267578125,-0.0037408545613288,20.552571773529053,191322.04199692787,8,ppo,walker2d
178.37823486328125,231.6640625,178.37823486328125,1.0663607120513916,83.40260314941406,-0.4111087918281555,7864320,43.61137676239014,120034.42976979371,409.6312255859375,231.6640625,12.78805375099182,1694118304.2185977,-0.0149395894259214,306.509033203125,306.4906616210937,-0.00343046663329,26.07714867591858,711757.6729358652,8,ppo,walker2d
190.0540771484375,173.2890625,190.0540771484375,1.087672233581543,72.91220092773438,-0.3161478340625763,11796480,50.22423768043518,117682.51137432738,363.0269775390625,173.2890625,13.875725984573364,1694118310.8314586,-0.0073759360238909,251.47203063964844,251.4615478515625,-0.0031027714721858,31.597148418426517,712347.8593159278,8,ppo,walker2d
237.57223510742188,163.4296875,237.57223510742188,1.0815107822418213,84.71829223632812,-0.3143587112426758,15728640,56.83760404586792,118352.9578268964,400.68756103515625,163.4296875,14.957236766815186,1694118317.444825,-0.0062057115137577,305.0492553710937,305.040283203125,-0.0027628266252577,37.12365579605103,711509.0474537974,8,ppo,walker2d
268.8709716796875,163.640625,268.8709716796875,1.088935375213623,102.68309020996094,-0.3261917233467102,19660800,63.45072269439697,117546.00219034067,432.1854248046875,163.640625,16.04617214202881,1694118324.0579436,-0.006646417081356,201.941162109375,201.93212890625,-0.002402463927865,42.64260053634644,712484.0318277086,8,ppo,walker2d
291.0227355957031,166.0078125,291.0227355957031,1.0533366203308103,117.0056610107422,-0.339427649974823,23592960,70.0320885181427,121518.60813478637,456.6911010742188,166.0078125,17.09950876235962,1694118330.6393094,-0.0061758584342896,231.87506103515625,231.8668670654297,-0.0020134528167545,48.16539263725281,711987.6917609617,8,ppo,walker2d
339.9714050292969,173.46875,339.9714050292969,1.1162173748016355,147.0177001953125,-0.3681520223617553,27525120,76.67735862731934,114673.00446093398,513.072021484375,173.46875,18.21572613716125,1694118337.2845795,-0.0097585124894976,199.62234497070312,199.6110076904297,-0.001561312819831,53.68916702270508,711861.080053516,8,ppo,walker2d
364.8830871582031,174.515625,364.8830871582031,1.0845255851745603,159.11895751953125,-0.3847767412662506,31457280,83.29041242599487,118023.95605023707,539.013916015625,174.515625,19.300251722335812,1694118343.8976333,-0.0074398587457835,113.59639739990234,113.5879135131836,-0.0010496553732082,59.21244788169861,711924.6875880454,8,ppo,walker2d
370.0572509765625,171.5859375,370.0572509765625,1.0882341861724854,157.77194213867188,-0.3909367620944977,35389440,89.9029974937439,117621.74137370096,541.2523193359375,171.5859375,20.3884859085083,1694118350.5102184,-0.0033660808112472,103.6446762084961,103.64071655273438,-0.0006008753553032,64.73117661476135,712511.9189936626,8,ppo,walker2d
375.843017578125,170.171875,375.843017578125,1.0523767471313477,157.36672973632812,-0.3999719023704529,39321600,96.48262929916382,121629.445299806,545.6148681640625,170.171875,21.44086265563965,1694118357.0898502,-0.0019812211394309,135.65939331054688,135.65713500976562,-0.0002711522975005,70.25311183929443,712098.1757500591,8,ppo,walker2d
