,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,3.722439765930176,975.3828125,3.722439765930176,13.535237312316895,195.93063354492188,-1153.52783203125,0,3.722439765930176,20.04154658317566,-1.2719509601593018,9456.797619907382,-179.5831298828125,2544.576416015625,-175.69444274902344,975.3828125,13.535237312316895,-6.14710807800293,1694672742.6827185,,,,,,,7,ppo,miniant
1,271.9872741699219,1000.0,271.9872741699219,2.4060378074645996,7362.267578125,-718.8248291015625,2949120,271.9872741699219,42.59261703491211,-1.4025475978851318,53199.49653446303,-399.68280029296875,7937.7197265625,551.7598876953125,1000.0,15.941275119781494,-16.491596221923828,1694672765.233789,-0.010912822559475899,110.09130859375,110.0367202758789,-0.04366929829120636,20.13987374305725,146431.90109454584,7,ppo,miniant
2,1312.806884765625,982.3125,1312.806884765625,2.416949510574341,33870.046875,-672.0814208984375,5898240,1312.806884765625,51.91489052772522,-1.094491720199585,52959.318943151324,-2608.0703125,34121.3359375,1621.943603515625,982.3125,18.358224630355835,-105.09378051757812,1694672774.5560625,-0.02141154743731022,161.38571166992188,161.34092712402344,-0.023370103910565376,27.039541721343994,427429.26315887686,7,ppo,miniant
3,2234.68994140625,997.6171875,2234.68994140625,2.409968376159668,56600.9375,-646.5405883789062,8847360,2234.68994140625,61.23580503463745,-1.0694665908813477,53112.73013630599,-2755.4013671875,56758.625,2584.69677734375,997.6171875,20.768193006515503,-114.72054290771484,1694672783.876977,-0.015694718807935715,238.96633911132812,238.94854736328125,-0.002113178838044405,33.94440984725952,427107.36052022304,7,ppo,miniant
4,3090.382080078125,994.390625,3090.382080078125,2.397549629211426,76977.375,-636.5199584960938,11796480,3090.382080078125,70.55730414390564,-1.0901679992675781,53387.84166987203,1812.087890625,77061.3671875,3447.16259765625,994.390625,23.16574263572693,61.69060516357422,1694672793.198476,-0.011212487705051899,267.9154968261719,267.9190979003906,0.014809150248765945,40.86241364479065,426296.3835105831,7,ppo,miniant
5,3909.2587890625,994.46875,3909.2587890625,2.4003775119781494,96031.40625,-636.1669921875,14745600,3909.2587890625,79.88093829154968,-1.0823301076889038,53324.945497641864,5903.05419921875,96259.3515625,4266.47802734375,994.46875,25.566120147705078,240.8468017578125,1694672802.5221102,-0.008983447216451168,245.91981506347656,245.94081115722656,0.029989007860422134,47.77955484390259,426349.54457466106,7,ppo,miniant
6,4578.3291015625,999.3046875,4578.3291015625,2.3946025371551514,112286.0859375,-636.9207763671875,17694720,4578.3291015625,89.20365810394287,-1.0681818723678589,53453.54730646333,8362.59375,112633.546875,4939.64453125,999.3046875,27.96072268486023,342.16180419921875,1694672811.84483,-0.008058437146246433,183.7714385986328,183.8095245361328,0.04613271355628967,54.702290534973145,426004.9973891084,7,ppo,miniant
7,4985.728515625,1000.0,4985.728515625,2.4045772552490234,122108.609375,-611.8949584960938,20643840,4985.728515625,98.52634835243225,-1.0409774780273438,53231.810173944286,11764.8876953125,122700.40625,5372.79296875,1000.0,30.365299940109253,477.656494140625,1694672821.1675203,-0.007216610945761204,123.07015228271484,123.12407684326172,0.061130452901124954,61.61439323425293,426660.32729914255,7,ppo,miniant
8,5333.3955078125,1000.0,5333.3955078125,2.410489797592163,130496.765625,-597.2660522460938,23592960,5333.3955078125,107.84756898880005,-0.9958781599998474,53101.24113690883,9224.001953125,130843.9375,5735.1337890625,1000.0,32.775789737701416,379.9891052246094,1694672830.488741,-0.006289900280535221,59.11280822753906,59.18157958984375,0.07506271451711655,68.51909327507019,427117.75784121297,7,ppo,miniant
9,5467.98388671875,1000.0,5467.98388671875,2.403298854827881,134097.375,-584.0794067382812,26542080,5467.98388671875,117.17103338241577,-0.9648465514183044,53260.126073320615,11531.51953125,134611.1875,5882.9404296875,1000.0,35.1790885925293,472.1048583984375,1694672839.8122053,-0.0030507659539580345,77.59304809570312,77.6761474609375,0.0861528292298317,75.43325614929199,426533.1976767943,7,ppo,miniant
