,eval/episode_y_velocity,training/sps,eval/episode_reward_forward,_timestamp,eval/episode_x_velocity,_step,_runtime,eval/episode_reward_contact,training/walltime,training/alpha_loss,eval/epoch_eval_time,training/alpha,eval/episode_x_position,training/buffer_current_size,eval/episode_reward,eval/avg_episode_length,training/actor_loss,eval/episode_forward_reward,eval/episode_distance_from_origin,eval/episode_y_position,eval/episode_reward_ctrl,eval/sps,eval/episode_reward_survive,eval/walltime,training/critic_loss
0,-27.076332092285156,,8.493051528930664,1694031191.4936075,8.493051528930664,0.0,20.713988542556763,-1.336402416229248,,,14.018823385238647,,208.63961791992188,,-533.5488891601562,1000.0,,8.493051528930664,2164.3115234375,-732.3679809570312,-1540.70556640625,9130.580825690387,1000.0,14.018823385238647,
1,-447.2120361328125,5288.429999686834,2879.25341796875,1694031279.6746209,2879.25341796875,421760.0,108.89500188827515,-0.8440171480178833,85.73408818244934,0.2253953218460083,2.4421780109405518,0.33136311173439026,71088.1640625,215040.015625,2443.90087890625,976.859375,-929.83740234375,2879.25341796875,72077.625,-11198.849609375,-1411.3675537109375,52412.23179742888,976.859375,16.4610013961792,286.5145263671875
2,-53.13248062133789,5854.995608076324,3407.999755859375,1694031352.7333555,3407.999755859375,835328.0,181.9537365436554,-0.8741685152053833,156.36915397644043,-0.000860534084495157,2.4177181720733643,0.43883150815963745,84022.9609375,628608.0,2839.55908203125,982.5,-2119.3056640625,3407.999755859375,84127.6796875,-1299.560302734375,-1550.066650390625,52942.481666600106,982.5,18.878719568252563,530.2291870117188
3,-262.59051513671875,5363.037297240548,3650.21728515625,1694031432.306253,3650.21728515625,1248896.0,261.52663397789,-0.9240424036979675,233.48366522789001,-0.001269842847250402,2.452533006668091,0.4999713599681854,89978.8203125,993630.5625,3068.900390625,988.5234375,-2779.064208984375,3650.21728515625,90319.796875,-6773.1748046875,-1568.9161376953125,52190.93877716878,988.5234375,21.331252574920654,634.6243896484375
4,-564.1610107421875,4911.939351116988,3764.111328125,1694031518.9017856,3764.111328125,1662464.0,348.12216663360596,-0.8606420755386353,317.68014454841614,-0.00017777326866053045,2.393031597137451,0.571130096912384,91863.984375,1048576.0,3125.21435546875,971.140625,-3233.77490234375,3764.111328125,93018.875,-14146.1953125,-1609.1768798828125,53488.63765656661,971.140625,23.724284172058105,638.7120361328125
5,-543.4453125,4911.236082333944,4103.77685546875,1694031605.5881953,4103.77685546875,2076032.0,434.8085763454437,-0.8209365606307983,401.88868045806885,-0.0010995110496878624,2.4722232818603516,0.6501582264900208,100960.28125,1048576.0,3578.310546875,983.3671875,-3520.459716796875,4103.77685546875,101905.984375,-13366.408203125,-1508.012939453125,51775.25870708564,983.3671875,26.196507453918457,636.1397705078125
6,345.8856506347656,4912.180783304202,4419.8115234375,1694031692.1732583,4419.8115234375,2489600.0,521.3936393260956,-0.822508692741394,486.0810215473175,-0.00010794613626785576,2.387284994125366,0.7073474526405334,108844.2890625,1048576.0,3862.611328125,992.2578125,-3777.447998046875,4419.8115234375,109263.46875,8447.1787109375,-1548.635498046875,53617.393949604906,992.2578125,28.583792448043823,596.1053466796875
7,69.8052749633789,4911.269997159633,4808.59716796875,1694031778.8634148,4808.59716796875,2903168.0,608.0837957859039,-0.8147687911987305,570.2889759540558,-0.0005060614785179496,2.476074457168579,0.7554649710655212,118090.9765625,1048576.0,4303.6484375,987.2265625,-4125.9013671875,4808.59716796875,118164.625,1671.60546875,-1491.3609619140625,51694.72978868719,987.2265625,31.059866905212402,621.2900390625
8,125.1004638671875,4911.90968317701,4755.287109375,1694031865.5364573,4755.287109375,3316736.0,694.7568383216858,-0.8249541521072388,654.4859638214111,-0.0004554108018055558,2.470621347427368,0.8030379414558411,116874.828125,1048576.0,4223.36474609375,990.90625,-4587.8330078125,4755.287109375,116974.75,3045.3369140625,-1522.003173828125,51808.82944012649,990.90625,33.53048825263977,597.8849487304688
9,7.209190368652344,4912.981823218255,5306.89501953125,1694031952.1957684,5306.89501953125,3730304.0,781.4161493778229,-0.8548371195793152,738.6645777225494,-0.00048525776946917176,2.4747793674468994,0.876859724521637,130615.328125,1048576.0,4771.9375,1000.0,-4933.28564453125,5306.89501953125,130674.34375,123.42308044433594,-1534.10302734375,51721.7824278416,1000.0,36.00526762008667,715.1266479492188
