,eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_run,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
10,5880.79150390625,1000,5.300250053405762,145155.875,-275.933837890625,4143872,876.121862411499,24149.804011180855,5604.8583984375,5880.79150390625,74.24147176742554,1694130090.2420423,-7437.0068359375,1.0512291193008423,1048576.0,1594.802734375,794.9771106243134,5311.976162383717,0.001941834227181971,6,sac,halfcheetah
11,6439.99658203125,1000,5.2451982498168945,158708.515625,-286.2516784667969,4557440,959.4574072360992,24403.27207927143,6153.7451171875,6439.99658203125,79.48667001724243,1694130173.5775871,-7809.13134765625,1.0181927680969238,1048576.0,1689.13671875,873.0629374980927,5296.326062711816,-0.0013853019336238503,6,sac,halfcheetah
12,6495.375,1000,5.288843631744385,159863.03125,-308.22772216796875,4971008,1042.909720659256,24201.8877683821,6187.146484375,6495.375,84.77551364898682,1694130257.0299006,-7964.60498046875,1.0591915845870972,1048576.0,1953.5308837890625,951.2220423221588,5291.36050023768,0.0012302452232688665,6,sac,halfcheetah
13,6667.11572265625,1000,5.307011604309082,163389.5625,-295.84765625,5384576,1126.4502024650574,24119.035258198626,6371.2685546875,6667.11572265625,90.0825252532959,1694130340.5703824,-8021.78173828125,1.1009881496429443,1048576.0,2308.2734375,1029.4512116909027,5286.621388635621,-6.267302524065599e-05,6,sac,halfcheetah
14,7021.3466796875,1000,5.276026487350464,171595.0625,-300.12353515625,5798144,1209.8899192810059,24260.68184208066,6721.2236328125,7021.3466796875,95.35855174064636,1694130424.0100992,-8113.79931640625,1.0941660404205322,1048576.0,2047.8175048828125,1107.6105070114136,5291.347603686364,0.0016763489693403244,6,sac,halfcheetah
15,6732.69921875,1000,5.244693279266357,165830.96875,-284.44830322265625,6211712,1293.140032529831,24405.621679730528,6448.25048828125,6732.69921875,100.60324501991272,1694130507.2602124,-8355.4677734375,1.062103271484375,1048576.0,1810.996337890625,1185.6114943027496,5302.0867345603065,0.0017351416172459722,6,sac,halfcheetah
16,6953.880859375,1000,5.2165045738220215,172354.40625,-286.0684814453125,6625280,1376.3777372837067,24537.503646089423,6667.8125,6953.880859375,105.81974959373474,1694130590.4979172,-8518.408203125,1.0914686918258667,1048576.0,2234.163330078125,1263.628395318985,5301.005225956569,0.0004278999113012105,6,sac,halfcheetah
17,7326.689453125,1000,5.289796829223633,178985.484375,-294.973388671875,7038848,1459.7177820205688,24197.52669759647,7031.71533203125,7326.689453125,111.10954642295837,1694130673.837962,-8657.4638671875,1.1089560985565186,1048576.0,1967.5157470703125,1341.673226594925,5299.108131040279,0.00022232360788621008,6,sac,halfcheetah
18,6675.96728515625,1000,5.310369968414307,165905.625,-290.9786376953125,7452416,1543.003905057907,24103.781989076968,6384.9892578125,6675.96728515625,116.41991639137268,1694130757.124085,-8804.7373046875,1.1548881530761719,1048576.0,2349.591796875,1419.644811630249,5304.086095115777,0.0021166475489735603,6,sac,halfcheetah
19,7060.0908203125,1000,5.3003435134887695,174036.8125,-296.9657897949219,7865984,1626.3641731739044,24149.37818166966,6763.125,7060.0908203125,121.72025990486145,1694130840.484353,-8906.12890625,1.126705527305603,1048576.0,2229.902587890625,1497.7002761363983,5298.386251579076,0.00028453292907215655,6,sac,halfcheetah
