,eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_run,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,28.60124969482422,1000,21.256810426712036,-834.8644409179688,-511.787841796875,0,28.115734577178955,6021.5995452991765,-483.18658447265625,28.60124969482422,21.256810426712036,1694129242.2359145,,,,,,,,6,sac,halfcheetah
1,4383.451171875,1000,5.44333028793335,111191.0625,-330.851806640625,421760,132.39052271842957,23515.016217874465,4052.59912109375,4383.451171875,26.700140714645386,1694129346.5107026,-956.44091796875,0.751696765422821,215040.015625,663.341552734375,98.82718086242676,4831.259829490385,0.14549338817596436,6,sac,halfcheetah
2,5175.1416015625,1000,5.253549337387085,127821.1796875,-340.11651611328125,835328,211.92207837104797,24364.480426420116,4835.0244140625,5175.1416015625,31.95369005203247,1694129426.0422583,-2740.204345703125,1.2355831861495972,628608.0,1694.0396728515625,173.1007204055786,5568.174110777674,-3.326983642182313e-05,6,sac,halfcheetah
3,5385.91259765625,1000,5.296956539154053,132716.21875,-303.30987548828125,1248896,293.4584550857544,24164.819751464707,5082.6025390625,5385.91259765625,37.25064659118652,1694129507.578635,-3991.824462890625,1.2665066719055176,993630.5625,2204.20654296875,249.33572244644165,5424.909673096377,0.00026173298829235137,6,sac,halfcheetah
4,5512.29541015625,1000,5.261842727661133,136091.75,-319.15777587890625,1662464,376.81040835380554,24326.078642965345,5193.1376953125,5512.29541015625,42.512489318847656,1694129590.9305882,-5141.27392578125,1.2082257270812988,1048576.0,2054.97119140625,327.4210422039032,5296.360459105131,0.0025320008862763643,6,sac,halfcheetah
5,5826.61669921875,1000,5.279300928115845,144463.609375,-323.32806396484375,2076032,460.170268535614,24245.634363882065,5503.2890625,5826.61669921875,47.7917902469635,1694129674.2904484,-5997.4052734375,1.085924506187439,1048576.0,1723.5091552734375,405.4972472190857,5296.978764779597,0.003453953890129924,6,sac,halfcheetah
6,5842.2119140625,1000,5.301827669143677,143652.984375,-302.9033508300781,2489600,543.2728307247162,24142.617977749906,5539.3076171875,5842.2119140625,53.09361791610718,1694129757.3930106,-6541.34375,1.0612703561782837,1048576.0,1752.3394775390625,483.2935633659363,5316.035777572514,0.0006953097763471305,6,sac,halfcheetah
7,5970.29736328125,1000,5.2418694496154785,147501.203125,-302.17236328125,2903168,626.4671113491058,24418.769149122847,5668.125,5970.29736328125,58.335487365722656,1694129840.5872912,-6833.2666015625,1.05294930934906,1048576.0,2130.3837890625,561.2415680885315,5305.690652016354,0.0009252119925804436,6,sac,halfcheetah
8,6115.77392578125,1000,5.305674076080322,150516.109375,-291.2891540527344,3316736,709.7235136032104,24125.115520582953,5824.4853515625,6115.77392578125,63.64116144180298,1694129923.8436935,-6967.28271484375,1.0943392515182495,1048576.0,2215.349609375,639.1880021095276,5305.7975671933755,-0.0008637589053250849,6,sac,halfcheetah
9,6281.62109375,1000,5.300060272216797,155818.671875,-306.2392883300781,3730304,792.9613389968872,24150.66875201079,5975.3818359375,6281.62109375,68.94122171401978,1694130007.081519,-7108.517578125,1.1032214164733887,1048576.0,2026.4395751953125,717.121339559555,5306.689197869765,0.00272874953225255,6,sac,halfcheetah
