eval/avg_episode_length,eval/episode_reward_dist,eval/epoch_eval_time,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
1000,-45.35993194580078,9.61389446258545,-134.80799865722656,0,15.099285364151,13314.063358833371,-720.7523193359375,9.61389446258545,1694104319.6698103,,,,,,,7,ppo,reacher
1000,-41.93631362915039,0.633720874786377,-85.04593658447266,3276800,28.79731297492981,201981.6690481404,-507.972412109375,10.247615337371826,1694104333.367838,-0.0571328401565551,467.7528076171875,467.694580078125,-0.0010966275585815,13.060808658599854,250887.98753991397,7,ppo,reacher
1000,-42.45333099365234,0.6317832469940186,-49.94503021240234,6553600,32.53264045715332,202601.13038611776,-369.6769409179688,10.879398584365845,1694104337.1031654,-0.0705381631851196,36.805137634277344,36.73396682739258,-0.0006317980587482,16.15996217727661,1057320.968533076,7,ppo,reacher
1000,-42.30147171020508,0.6385905742645264,-29.608495712280277,9830400,36.27675914764404,200441.41764450463,-287.7338256835937,11.517989158630373,1694104340.847284,-0.0573328286409378,21.255586624145508,21.19814109802246,-0.0001123459005611,19.26103544235229,1056666.4247837523,7,ppo,reacher
1000,-41.55201721191406,0.6365883350372314,-17.26011848449707,13107200,40.01612949371338,201071.85908851723,-235.3314208984375,12.154577493667604,1694104344.5866544,-0.0376100018620491,15.49147129058838,15.454269409179688,0.000407368002925,22.35928511619568,1057629.418204739,7,ppo,reacher
1000,-38.219573974609375,0.633103609085083,-11.191205978393556,16384000,43.75423359870911,202178.5978838071,-197.75875854492188,12.787681102752686,1694104348.3247583,-0.0234837010502815,13.520909309387209,13.498321533203123,0.0008956302772276,25.45963716506958,1056912.2307223747,7,ppo,reacher
1000,-26.25838661193848,0.6363897323608398,-8.373480796813965,19660800,47.492270708084106,201134.60901569453,-138.71707153320312,13.424070835113524,1694104352.0627956,-0.0233037360012531,14.280885696411133,14.258864402770996,0.0012831585481762,28.556574821472168,1058077.4828403683,7,ppo,reacher
1000,-17.024303436279297,0.637091875076294,-6.213318824768066,22937600,51.23428678512573,200912.93737605985,-93.18516540527344,14.06116271018982,1694104355.8048117,-0.0294994972646236,8.685848236083984,8.657994270324707,0.0016452705021947,31.656895637512207,1056922.8781250366,7,ppo,reacher
1000,-10.85254955291748,0.6362228393554688,-4.40983772277832,26214400,54.97558307647705,201187.3703397249,-61.35200119018555,14.697385549545288,1694104359.546108,-0.0302672106772661,3.602302074432373,3.5741071701049805,0.0020724451169371,34.75753211975098,1056815.2760797143,7,ppo,reacher
1000,-7.319618225097656,0.641726016998291,-2.9459235668182373,29491200,58.720370054245,199462.07043112745,-41.37462615966797,15.33911156654358,1694104363.290895,-0.028877168893814,1.3941929340362549,1.367835521697998,0.0025198590010404,37.85586333274841,1057601.5844445198,7,ppo,reacher
1000,-4.947500228881836,0.6283767223358154,-2.224433422088623,32768000,62.45166516304016,203699.461565342,-29.00257110595703,15.967488288879396,1694104367.02219,-0.0301884729415178,0.5473250150680542,0.5201286673545837,0.0029921582899987,40.9540901184082,1057637.2314534043,7,ppo,reacher
1000,-4.351384162902832,0.6373324394226074,-1.6280351877212524,36044800,66.19040632247925,200837.10177370204,-24.24077796936035,16.604820728302002,1694104370.7609313,-0.0192845873534679,0.3823752999305725,0.366545557975769,0.0034548486582934,44.05099868774414,1058087.4206120449,7,ppo,reacher
1000,-3.966302394866944,0.7056009769439697,-1.277552604675293,39321600,69.99881505966187,181405.6445250135,-21.31215476989746,17.31042170524597,1694104374.56934,-0.013343621045351,0.2560159265995025,0.246586412191391,0.0039141019806265,47.14956569671631,1057521.1026618895,7,ppo,reacher
1000,-3.566605567932129,0.6462705135345459,-1.1786894798278809,42598400,73.74604964256287,198059.47713744463,-19.325428009033203,17.956692218780518,1694104378.3165746,-0.0132275847718119,0.1547121405601501,0.1458388864994049,0.0043543237261474,50.24571418762207,1058347.1721801655,7,ppo,reacher
1000,-3.298313617706299,0.6294915676116943,-0.950888454914093,45875200,77.47903895378113,203338.7047353708,-17.325847625732422,18.58618378639221,1694104382.049564,-0.0057891942560672,0.17822265625,0.1771396100521087,0.0047061396762728,53.344691038131714,1057381.2448650957,7,ppo,reacher
1000,-3.12269926071167,0.638134241104126,-0.9316831827163696,49152000,81.22083306312561,200584.7543590972,-16.557430267333984,19.224318027496334,1694104385.791358,-0.0074614412151277,0.1003047600388526,0.0978906229138374,0.0050473026931285,56.44316220283508,1057553.8147096825,7,ppo,reacher
1000,-3.0831403732299805,0.637709379196167,-0.8755388855934143,52428800,84.9631450176239,200718.3901879318,-16.182844161987305,19.862027406692505,1694104389.53367,-0.0026019983924925,0.1355151087045669,0.1381965577602386,0.0052834609523415,59.54279661178589,1057156.9313263504,7,ppo,reacher
1000,-2.877629280090332,0.6400938034057617,-0.8009228706359863,55705600,88.70757532119751,199970.6907314951,-15.053342819213867,20.502121210098267,1694104393.2781005,-0.0009598886827006,0.113099381327629,0.1176740080118179,0.0055345138534903,62.642475605010986,1057141.7256954776,7,ppo,reacher
1000,-2.9718518257141118,0.7361927032470703,-0.8055593967437744,58982400,92.54887008666992,173867.52060355927,-15.447044372558594,21.238313913345337,1694104397.119395,-0.0005686352960765,0.0722204893827438,0.0774576663970947,0.0058058146387338,65.74299192428589,1056856.2337921588,7,ppo,reacher
1000,-2.909848928451538,0.7049524784088135,-0.765090823173523,62259200,96.35726237297058,181572.5228584425,-15.038002014160156,21.94326639175415,1694104400.9277873,-0.0002590345102362,0.100951001048088,0.1066365912556648,0.005944627802819,68.84151196479797,1057537.132939909,7,ppo,reacher
