training/walltime,eval/episode_reward,eval/episode_y_position,eval/sps,training/actor_loss,eval/episode_x_position,training/sps,training/alpha,training/alpha_loss,eval/episode_reward_fwd,eval/episode_x_velocity,eval/episode_y_velocity,_timestamp,training/critic_loss,eval/episode_forward_reward,_step,eval/episode_distance_from_origin,eval/avg_episode_length,eval/episode_reward_ctrl,training/buffer_current_size,_runtime,eval/walltime,eval/epoch_eval_time,seed,rl_algorithm,environment
,6.241694450378418,370.01751708984375,11885.11770479279,,1083.4036865234375,,,,6.298346996307373,6.298346996307373,14.75157070159912,1694064924.4662516,,6.298346996307373,0.0,767.7899780273438,1000,-0.0566509328782558,,16.288212537765503,10.769771337509155,10.769771337509155,0,sac,swimmer
79.86006093025208,7.874413967132568,169.21591186523438,70056.18003626051,-21.13649559020996,1239.149169921875,5712.256288297509,0.0460911430418491,0.0874523669481277,7.94132661819458,7.94132661819458,5.265051364898682,1694065006.1581132,0.0100958626717329,7.94132661819458,421760.0,554.328369140625,1000,-0.0669124573469162,215040.015625,97.9800741672516,12.59687638282776,1.8271050453186035,0,sac,swimmer
147.20594787597656,59.79933547973633,695.653564453125,66474.3167904971,-25.13169860839844,2117.0048828125,6140.954091722089,0.0128743927925825,-2.735733869485557e-05,59.898468017578125,59.898468017578125,34.55621337890625,1694065075.4351282,0.0217540711164474,59.898468017578125,835328.0,1540.971923828125,1000,-0.0991275757551193,628608.0,167.257089138031,14.522432088851929,1.92555570602417,0,sac,swimmer
216.04970717430115,66.77110290527344,670.132568359375,58070.91698718812,-47.27229690551758,2177.01416015625,6007.341903103551,0.0201480910181999,1.4397545783140233e-05,66.87202453613281,66.87202453613281,36.6225814819336,1694065146.4883778,0.0811187177896499,66.87202453613281,1248896.0,1558.72802734375,1000,-0.1009203642606735,993630.5625,238.31033873558044,16.726633548736572,2.204201459884644,0,sac,swimmer
290.88758063316345,87.66464233398438,856.8948974609375,58479.91178629592,-66.72473907470703,2481.22705078125,5526.185885377068,0.0238022245466709,-2.6233608878101226e-05,87.77627563476562,87.77627563476562,44.855735778808594,1694065223.5206282,0.1246751844882965,87.77627563476562,1662464.0,1941.898193359375,1000,-0.1116370111703872,1048576.0,315.34258913993835,18.915419340133667,2.1887857913970947,0,sac,swimmer
365.5436429977417,81.61406707763672,905.6531982421876,58923.0073061244,-89.21625518798828,2540.56689453125,5539.643893624691,0.0313686206936836,-4.628353417501785e-05,81.71925354003906,81.71925354003906,46.05561828613281,1694065300.354394,0.1675250977277755,81.71925354003906,2076032.0,1991.259033203125,1000,-0.1051895022392273,1048576.0,392.1763548851013,21.087745666503903,2.1723263263702397,0,sac,swimmer
437.3019511699677,86.17877197265625,949.5653076171876,65099.45538548023,-107.64513397216795,2598.3779296875,5763.346580125637,0.0386361107230186,-1.019772571453359e-05,86.28575134277344,86.28575134277344,48.538822174072266,1694065374.084582,0.2102170288562774,86.28575134277344,2489600.0,2045.6383056640625,1000,-0.1069793105125427,1048576.0,465.9065427780152,23.05396795272827,1.9662222862243648,0,sac,swimmer
505.5503001213074,67.63383483886719,875.60009765625,65599.8301081289,-110.6706771850586,2299.504150390625,6059.750988186823,0.0426528826355934,-7.365488272625953e-06,67.73087310791016,67.73087310791016,45.29094314575195,1694065444.28939,0.2378436774015426,67.73087310791016,2903168.0,1742.34326171875,1000,-0.0970409363508224,1048576.0,536.1113510131836,25.005192518234253,1.9512245655059812,0,sac,swimmer
573.285162448883,76.94429779052734,792.1485595703125,63056.091367577385,-103.3897933959961,2356.49755859375,6105.688943456101,0.0473702065646648,-2.609437797218561e-05,77.05059814453125,77.05059814453125,41.71652603149414,1694065514.0596974,0.2694198191165924,77.05059814453125,3316736.0,1774.985107421875,1000,-0.106301411986351,1048576.0,605.8816583156586,27.035131216049194,2.0299386978149414,0,sac,swimmer
644.1609058380127,86.23094940185547,897.045166015625,65114.65445337901,-97.62887573242188,2512.5712890625,5835.113400213448,0.0526496395468711,-2.515603591746185e-05,86.33952331542969,86.33952331542969,47.36524963378906,1694065586.906567,0.2994978427886963,86.33952331542969,3730304.0,1966.1134033203125,1000,-0.1085654944181442,1048576.0,678.7285280227661,29.00089454650879,1.9657633304595947,0,sac,swimmer
