eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-1.2856898307800293,988.1640625,-1.2856898307800293,14.211743354797363,-61.84528350830078,-1202.181640625,0,-1.2856898307800293,20.105449199676517,-1.3243327140808103,9006.636047701488,120.89352416992188,2268.235595703125,-216.62759399414065,988.1640625,14.211743354797363,-0.7376470565795898,1694671864.1824653,,,,,,,3,ppo,miniant
177.34376525878906,1000.0,177.34376525878906,2.3925015926361084,5002.57861328125,-675.73681640625,2949120,177.34376525878906,43.74653649330139,-1.4741225242614746,53500.48685190923,161.66058349609375,5500.8017578125,500.13287353515625,1000.0,16.60424494743347,3.799889326095581,1694671887.8235526,-0.012656632810831,96.88224029541016,96.82697296142578,-0.0426133163273334,21.243881702423096,138822.08728660078,3,ppo,miniant
1063.663818359375,995.2265625,1063.663818359375,2.4149932861328125,27512.443359375,-635.799072265625,5898240,1063.663818359375,53.06371521949768,-1.1841282844543457,53002.21774320935,-762.1802978515625,27815.57421875,1421.9072265625,995.2265625,19.019238233566284,-36.07586669921875,1694671897.140731,-0.023390557616949,110.33772277832033,110.29136657714844,-0.0229574218392372,28.140464544296265,427620.4705458152,3,ppo,miniant
1971.1102294921875,989.765625,1971.1102294921875,2.412074565887451,49545.3359375,-632.3292236328125,8847360,1971.1102294921875,62.382046699523926,-1.0834184885025024,53066.35284423979,1857.57421875,49715.78125,2327.462890625,989.765625,21.431312799453732,71.60498046875,1694671906.4590628,-0.0153425205498933,208.1236114501953,208.10479736328125,-0.0034783242736011,35.0411102771759,427368.70057656657,3,ppo,miniant
2467.35693359375,976.7890625,2467.35693359375,2.4034640789031982,62323.7421875,-597.8600463867188,11796480,2467.35693359375,71.6999351978302,-1.0188517570495603,53256.46475166451,316.9007263183594,62420.06640625,2845.26708984375,976.7890625,23.834776878356934,16.537578582763672,1694671915.7769513,-0.0093326661735773,287.2903137207031,287.2921447753906,0.0111920265480875,41.94985270500183,426867.846183121,3,ppo,miniant
3091.31298828125,989.8671875,3091.31298828125,2.40877103805542,76783.5234375,-612.69482421875,14745600,3091.31298828125,81.01684832572937,-1.0342599153518677,53139.13110784216,1921.65234375,76877.3203125,3467.45068359375,989.8671875,26.243547916412357,69.3485107421875,1694671925.0938644,-0.0080055585131049,323.21905517578125,323.2349548339844,0.0239042341709136,48.85247683525085,427246.2101878356,3,ppo,miniant
3540.68310546875,966.8359375,3540.68310546875,2.397570848464966,86508.84375,-604.053955078125,17694720,3540.68310546875,90.3344566822052,-1.003451228141785,53387.36917073856,2982.65283203125,86619.65625,3902.461669921875,966.8359375,28.64111876487732,120.3445816040039,1694671934.4114728,-0.0066005536355078,333.2277526855469,333.2566833496094,0.035505823791027,55.767077922821045,426506.1661042732,3,ppo,miniant
3895.09375,948.3671875,3895.09375,2.407797813415528,94805.84375,-599.69482421875,20643840,3895.09375,99.6511583328247,-0.9749574065208436,53160.60978493393,3612.423828125,94948.140625,4242.79052734375,948.3671875,31.048916578292847,141.98001098632812,1694671943.7281744,-0.0053692501969635,353.1755065917969,353.21612548828125,0.0459308512508869,62.67051720619202,427195.7612640775,3,ppo,miniant
4235.189453125,930.7734375,4235.189453125,2.411728858947754,101909.65625,-608.771240234375,23592960,4235.189453125,108.96766877174376,-0.9141392707824708,53073.95958924125,647.1981811523438,101989.671875,4556.27734375,930.7734375,33.4606454372406,16.411712646484375,1694671953.044685,-0.0042213820852339,468.2042236328125,468.25531005859375,0.0552681237459182,69.56988596916199,427447.80012751376,3,ppo,miniant
5117.017578125,968.3671875,5117.017578125,2.406048059463501,124419.9765625,-637.111572265625,26542080,5117.017578125,118.28387665748596,-0.8678011298179626,53199.269855208695,-2720.015869140625,124528.9765625,5447.4052734375,968.3671875,35.8666934967041,-122.47354125976562,1694671962.3608928,-0.0046678804792463,619.8257446289062,619.8831176757812,0.0619790814816951,76.47460675239563,427116.4747401789,3,ppo,miniant
6097.1982421875,990.5625,6097.1982421875,2.411468029022217,149367.359375,-657.0506591796875,29491200,6097.1982421875,127.59985947608948,-0.8016005754470825,53079.700190717616,-5130.66064453125,149514.1875,6429.908203125,990.5625,38.27816152572632,-224.3550720214844,1694671971.6768756,-0.0052568144164979,556.4199829101562,556.4849853515625,0.0702744647860527,83.37371706962585,427463.81263605866,3,ppo,miniant
6824.0068359375,1000.0,6824.0068359375,2.4072072505950928,166746.5625,-655.9261474609375,32440320,6824.0068359375,136.9162635803223,-0.7644376158714294,53173.65173620042,4275.697265625,166832.3125,7167.3154296875,1000.0,40.68536877632141,171.43997192382812,1694671980.9932797,-0.0046750553883612,283.422607421875,283.4974975585937,0.0795813426375389,90.27728486061096,427187.8091573247,3,ppo,miniant
