eval/avg_episode_length,training/buffer_current_size,eval/walltime,training/alpha,eval/episode_reward_ctrl,_runtime,eval/episode_reward_dist,eval/epoch_eval_time,_step,eval/sps,training/actor_loss,_timestamp,training/sps,eval/episode_reward,training/alpha_loss,training/critic_loss,training/walltime,seed,rl_algorithm,environment
1000,,9.245155572891235,,-670.1243896484375,14.798539400100708,-169.5474395751953,9.245155572891235,0.0,13845.088813358994,,1694041415.1857784,,-839.671875,,,,3,sac,reacher
1000,215040.015625,10.012009620666504,0.2709148824214935,-53.36052703857422,89.53756332397461,-88.55531311035156,0.7668540477752686,421760.0,166915.72584293276,217.708251953125,1694041489.9248023,6068.2034386473815,-141.9158477783203,0.03425108268857,1.2187843322753906,73.96925640106201,3,sac,reacher
1000,628608.0,10.697659015655518,0.2505271434783935,-52.16861343383789,148.83650040626526,-80.42157745361328,0.6856493949890137,835328.0,186684.3330359111,377.5765075683594,1694041549.2237394,7056.336092739209,-132.5902099609375,3.0595641874242574e-05,1.3374309539794922,132.57870960235596,3,sac,reacher
1000,993630.5625,11.412646293640137,0.2400614023208618,-50.59957885742188,208.03736519813535,-67.07432556152344,0.7149872779846191,1248896.0,179024.16440303926,393.3315734863281,1694041608.4246042,7071.671202003236,-117.67390441894533,1.9143404642818496e-05,1.0787862539291382,191.06106662750244,3,sac,reacher
1000,1048576.0,12.185904026031494,0.2306850552558899,-49.92188262939453,268.75049352645874,-46.54277420043945,0.7732577323913574,1662464.0,165533.42390014054,356.7052917480469,1694041669.1377325,6900.141274125271,-96.46466064453124,3.546370498952456e-05,0.4704000055789947,250.9972307682037,3,sac,reacher
1000,1048576.0,12.912166118621826,0.2987542450428009,-60.34210205078125,329.1566255092621,-64.14340209960938,0.726262092590332,2076032.0,176244.91393109498,351.4074401855469,1694041729.5438645,6930.22081043016,-124.48550415039062,-0.0003087412333115,11.949477195739746,310.67325139045715,3,sac,reacher
1000,1048576.0,13.652572393417358,0.3052891492843628,-61.37855911254883,389.6604142189026,-60.87688827514648,0.7404062747955322,2489600.0,172878.059461811,415.74261474609375,1694041790.0476532,6920.526574415582,-122.25544738769533,0.000264423637418,9.110373497009276,370.432865858078,3,sac,reacher
1000,1048576.0,14.367193222045898,0.2716984152793884,-61.96518707275391,450.4641466140747,-60.99290466308594,0.71462082862854,2903168.0,179115.96593909862,408.4283752441406,1694041850.8513856,6882.995041265752,-122.9581069946289,6.472061068052426e-05,6.081524848937988,430.5183370113373,3,sac,reacher
1000,1048576.0,15.087776899337769,0.2404310405254364,-52.69441223144531,510.46324610710144,-42.84452819824219,0.7205836772918701,3316736.0,177633.77666429433,367.7273864746094,1694041910.850485,6977.125020406412,-95.5389404296875,7.094826287357137e-05,1.379125714302063,489.79318141937256,3,sac,reacher
1000,1048576.0,15.8061842918396,0.2366100251674652,-52.26210784912109,570.0640757083893,-39.3961181640625,0.718407392501831,3730304.0,178171.88594655748,316.195068359375,1694041970.4513147,7024.066474689896,-91.65821838378906,-1.1076576811319685e-06,0.4080142378807068,548.6718952655792,3,sac,reacher
1000,1048576.0,16.491047620773315,0.2428756952285766,-63.07979202270508,627.9625000953674,-39.21231842041016,0.6848633289337158,4143872.0,186898.603841568,292.8934020996094,1694042028.349739,7228.981803771386,-102.29209899902344,4.615896614268422e-06,0.9971962571144104,605.8816118240356,3,sac,reacher
1000,1048576.0,17.23136806488037,0.3916460573673248,-126.5973663330078,686.660368680954,-45.89998626708984,0.7403204441070557,4557440.0,172898.10246208773,341.4668884277344,1694042087.0476077,7136.211096953395,-172.49734497070312,-0.0007674896623939,33.40494155883789,663.835054397583,3,sac,reacher
1000,1048576.0,18.007193565368652,0.4543080925941467,-84.35729217529297,744.2620007991791,-56.08270263671875,0.7758255004882812,4971008.0,164985.55399305726,485.3331298828125,1694042144.6492398,7278.3197266655,-140.44000244140625,0.000300141662592,40.60333633422852,720.6569604873657,3,sac,reacher
1000,1048576.0,18.77528595924377,0.3804177343845367,-75.07534790039062,802.7570583820343,-56.07568740844727,0.7680923938751221,5384576.0,166646.6183244232,523.1435546875,1694042203.1442974,7164.659268778962,-131.15101623535156,0.0003497002180665,27.108184814453125,778.3802917003632,3,sac,reacher
1000,1048576.0,19.52395248413086,0.2646317183971405,-134.99240112304688,861.256071805954,-57.30865478515625,0.748666524887085,5798144.0,170970.64680340176,456.1534423828125,1694042261.6433108,7161.760034608384,-192.30105590820312,0.000236792693613,6.947293758392334,836.1269905567169,3,sac,reacher
1000,1048576.0,20.248023748397827,0.2999401390552521,-108.12541198730467,919.853090763092,-55.595794677734375,0.7240712642669678,6211712.0,176778.17960305896,416.5454406738281,1694042320.2403295,7146.587472581943,-163.72119140625,-0.0003408551856409,24.73359489440918,893.9962885379791,3,sac,reacher
1000,1048576.0,20.98705768585205,0.3772517144680023,-99.22642517089844,978.2495770454408,-56.88321304321289,0.7390339374542236,6625280.0,173199.08263066527,470.14849853515625,1694042378.636816,7173.296318251924,-156.10963439941406,6.804640725022182e-05,32.011199951171875,951.6501176357268,3,sac,reacher
1000,1048576.0,21.729731559753414,0.3504844009876251,-93.6093292236328,1036.54731464386,-56.33880233764648,0.7426738739013672,7038848.0,172350.2125200642,491.5302734375,1694042436.9345536,7186.069886236691,-149.94815063476562,4.9576108722249046e-05,22.4941349029541,1009.2014644145966,3,sac,reacher
1000,1048576.0,22.459774017333984,0.3005301058292389,-101.00406646728516,1095.144931793213,-55.16938781738281,0.7300424575805664,7452416.0,175332.26824122638,464.7722778320313,1694042495.5321708,7147.250574051818,-156.1734619140625,0.0002075082738883,12.061111450195312,1067.065393447876,3,sac,reacher
1000,1048576.0,23.13915324211121,0.2877496480941772,-80.66868591308594,1153.7431962490082,-58.87778472900391,0.6793792247772217,7865984.0,188407.29202747263,436.3248901367188,1694042554.1304352,7140.914139114415,-139.54647827148438,8.892825462680776e-06,10.339828491210938,1124.980667591095,3,sac,reacher
