eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_run,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
83.98249816894531,1000,24.49709701538086,680.2019653320312,-511.0171813964844,0,32.363224506378174,5225.108914727052,-427.0346374511719,83.98249816894531,24.49709701538086,1694127610.0920656,,,,,,,,5,sac,halfcheetah
4716.37158203125,1000,5.218530416488648,117892.515625,-364.2965087890625,421760,140.1408486366272,24527.978144108696,4352.07470703125,4716.37158203125,29.715627431869507,1694127717.8696897,-1000.5379638671876,0.8715102672576904,215040.015625,628.2039794921875,102.55561447143556,4603.086650123014,0.1469717174768448,5,sac,halfcheetah
5433.1904296875,1000,5.230720520019531,133798.3125,-341.6049499511719,835328,216.96803975105288,24470.81611607918,5091.5849609375,5433.1904296875,34.94634795188904,1694127794.6968808,-2842.13134765625,1.3770973682403564,628608.0,1250.720458984375,174.14772057533264,5776.726269231624,0.0004025320522487,5,sac,halfcheetah
5735.181640625,1000,5.27338171005249,140886.6875,-324.4598999023437,1248896,296.70316910743713,24272.84938543277,5410.7216796875,5735.181640625,40.21972966194153,1694127874.4320102,-4328.51220703125,1.370678424835205,993630.5625,1422.8193359375,248.60502219200131,5554.431748402427,0.0007149289012886,5,sac,halfcheetah
5891.5791015625,1000,5.215007781982422,146193.703125,-312.5731201171875,1662464,379.8548126220703,24544.546307722358,5579.005859375,5891.5791015625,45.43473744392395,1694127957.5836537,-5674.08642578125,1.2217978239059448,1048576.0,1222.6536865234375,326.5370135307312,5306.780859768293,0.0034942168276757,5,sac,halfcheetah
6145.515625,1000,5.26911211013794,151154.171875,-305.6744384765625,2076032,462.994669675827,24292.51785205404,5839.841796875,6145.515625,50.70384955406189,1694128040.7235107,-6796.8583984375,1.0265288352966309,1048576.0,996.3562622070312,404.4034707546234,5311.247162701305,0.0005476945079863,5,sac,halfcheetah
6526.26318359375,1000,5.277320384979248,161158.625,-301.2753295898437,2489600,545.9399375915527,24254.73358872134,6224.98828125,6526.26318359375,55.98116993904114,1694128123.668779,-7421.79150390625,0.9786787033081056,1048576.0,1253.641845703125,482.06697726249695,5325.12654393312,0.0017261818284168,5,sac,halfcheetah
6794.583984375,1000,5.269161224365234,167252.78125,-297.3253173828125,2903168,628.9964988231659,24292.291419763857,6497.25927734375,6794.583984375,61.25033116340637,1694128206.72534,-7821.5966796875,0.9656595587730408,1048576.0,1409.5262451171875,559.8500144481659,5316.94332033871,-0.0008667183574289,5,sac,halfcheetah
6704.47509765625,1000,5.291605949401856,165089.0,-288.0156555175781,3316736,711.9421758651733,24189.2539285675,6416.4599609375,6704.47509765625,66.54193711280823,1694128289.671017,-8131.93994140625,1.0102849006652832,1048576.0,1597.71533203125,637.4999115467072,5326.059859102754,0.001128633506596,5,sac,halfcheetah
7167.353515625,1000,5.207961082458496,176469.0625,-295.87030029296875,3730304,794.8864748477936,24577.756625549835,6871.48291015625,7167.353515625,71.74989819526672,1694128372.615316,-8385.82421875,1.049940586090088,1048576.0,1720.4169921875,715.2315328121185,5320.460235711402,-9.489812327956317e-06,5,sac,halfcheetah
7200.6064453125,1000,5.285514831542969,176264.375,-310.6658935546875,4143872,877.8304562568665,24217.13003927637,6889.93994140625,7200.6064453125,77.03541302680969,1694128455.559297,-8546.109375,1.1214532852172852,1048576.0,1990.2608642578125,792.885689496994,5325.767707172199,-0.0015573003329336,5,sac,halfcheetah
7298.91015625,1000,5.299579620361328,181801.46875,-297.35272216796875,4557440,960.7726078033448,24152.85912645141,7001.5576171875,7298.91015625,82.33499264717102,1694128538.5014489,-8674.5146484375,1.1426458358764648,1048576.0,1865.040283203125,870.523779630661,5326.869830104956,0.0022388773504644,5,sac,halfcheetah
