eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
-25.14236068725586,48.21875,-25.14236068725586,12.198854446411133,-3.608398199081421,-0.1150633692741394,0,16.536975622177124,10492.7885288161,22.961326599121094,48.21875,12.198854446411133,1694122572.8254597,,,,,,,,8,sac,walker2d
16.116641998291016,1000.0,16.116641998291016,1.097447633743286,89.4408950805664,-1.8475103378295896,421760,98.6802854537964,116634.26669699451,1014.2691040039062,1000.0,13.29630208015442,1694122654.9687696,-918.6087646484376,0.6038030385971069,215040.015625,356.7451477050781,81.04204797744751,5671.315025742229,0.1428398042917251,8,sac,walker2d
568.7459716796875,1000.0,568.7459716796875,1.1071746349334717,1811.3984375,-2.5512490272521973,835328,163.32154035568237,115609.58493931836,1566.19482421875,1000.0,14.40347671508789,1694122719.6100245,-1852.98828125,0.4418145418167114,628608.0,298.95574951171875,144.57112455368042,6509.901013652092,0.0053341900929808,8,sac,walker2d
905.9447021484376,1000.0,905.9447021484376,1.106637716293335,3371.6484375,-2.7861404418945312,1248896,228.13233304023743,115665.67641371732,1903.15869140625,1000.0,15.510114431381226,1694122784.4208171,-2208.173828125,0.2992101013660431,993630.5625,169.29579162597656,208.2709119319916,6492.454951911092,0.0010101735824719,8,sac,walker2d
874.9415283203125,611.875,874.9415283203125,1.0470480918884275,2073.970703125,-1.8082599639892576,1662464,295.9229381084442,122248.44397466276,1485.008544921875,611.875,16.557162523269653,1694122852.2114222,-2826.61181640625,0.192087709903717,1048576.0,49.45356750488281,275.00982761383057,6196.804304876356,0.0010382864857092,8,sac,walker2d
1461.21923828125,1000.0,1461.21923828125,1.0991802215576172,5480.4208984375,-2.897845983505249,2076032,363.6761555671692,116450.42140461264,2458.32177734375,1000.0,17.65634274482727,1694122919.9646397,-3360.888427734375,0.1992148607969284,1048576.0,89.28654479980469,341.65914249420166,6205.135052660534,-0.0005261824117042,8,sac,walker2d
1448.0755615234375,960.0,1448.0755615234375,1.1065895557403564,5594.56640625,-2.750307083129883,2489600,431.38963556289673,115670.71036953936,2405.32568359375,960.0,18.762932300567627,1694122987.6781197,-3662.724365234375,0.1992910355329513,1048576.0,106.5040283203125,408.2615172863007,6209.508313944705,0.0002144580357708,8,sac,walker2d
1476.310791015625,1000.0,1476.310791015625,1.123178482055664,5693.2294921875,-3.1000306606292725,2903168,499.19892716407776,113962.2972172079,2473.2109375,1000.0,19.88611078262329,1694123055.4874113,-3824.780517578125,0.215804636478424,1048576.0,114.3608856201172,474.94272327423096,6202.167370441055,-0.002167145954445,8,sac,walker2d
1764.9466552734375,974.890625,1764.9466552734375,1.1041786670684814,6556.4208984375,-2.789523124694824,3316736,567.0071265697479,115923.26841436922,2737.0478515625,974.890625,20.99028944969177,1694123123.295611,-4005.517333984375,0.220188483595848,1048576.0,109.29688262939452,541.6418948173523,6200.496804261298,-0.0015221643261611,8,sac,walker2d
2066.37109375,990.09375,2066.37109375,1.036614179611206,7858.53125,-2.84403657913208,3730304,634.715338230133,123478.920622143,3053.62060546875,990.09375,22.02690362930298,1694123191.0038223,-4203.49072265625,0.2725063562393188,1048576.0,145.1667938232422,608.3088512420654,6203.493037319643,-0.0014265977079048,8,sac,walker2d
