eval/episode_reward_fwd,eval/episode_x_velocity,training/buffer_current_size,_runtime,eval/avg_episode_length,eval/episode_x_position,eval/episode_distance_from_origin,training/critic_loss,eval/episode_reward,training/alpha_loss,eval/sps,eval/episode_y_position,training/actor_loss,eval/epoch_eval_time,training/sps,training/walltime,eval/episode_forward_reward,_step,eval/walltime,_timestamp,eval/episode_y_velocity,eval/episode_reward_ctrl,training/alpha,seed,rl_algorithm,environment
1.1775250434875488,1.1775250434875488,,16.02617573738098,1000,1028.816650390625,391.7169494628906,,1.1364902257919312,,11990.307268885026,41.45383834838867,,10.675289392471312,,,1.1775250434875488,0.0,10.675289392471312,1694066305.8432007,1.5359985828399658,-0.0410350002348423,,1,sac,swimmer
1.461923599243164,1.461923599243164,215040.015625,98.68033242225648,1000,1044.2806396484375,888.649169921875,0.006052962038666,1.3994756937026978,0.0905098319053649,69698.62080390012,562.4732666015625,-18.2930908203125,1.8364782333374023,5510.6154672880975,80.81344985961914,1.461923599243164,421760.0,12.511767625808716,1694066388.4973574,19.54662322998047,-0.0624472424387931,0.0424752086400985,1,sac,swimmer
9.64671230316162,9.64671230316162,628608.0,165.24869465827942,1000,1218.968994140625,568.23583984375,0.0087106162682175,9.592290878295898,-2.937884892162401e-05,67032.19592590973,314.0263671875,-17.020641326904297,1.9095301628112795,6396.7165705773805,145.46661925315857,9.64671230316162,835328.0,14.421297788619995,1694066455.0657196,10.380901336669922,-0.0544203743338584,0.0050679692067205,1,sac,swimmer
48.87146759033203,48.87146759033203,993630.5625,231.67302012443545,1000,1923.528564453125,1387.07421875,0.0169799402356147,48.75992584228516,-5.5096199503168464e-05,69522.23271565394,890.0781860351562,-27.106395721435547,1.841137647628784,6404.212243024062,210.0441167354584,48.87146759033203,1248896.0,16.26243543624878,1694066521.490045,45.68046951293945,-0.1115396618843078,0.0151865808293223,1,sac,swimmer
55.89788818359375,55.89788818359375,1048576.0,297.99226808547974,1000,2082.5615234375,1583.82470703125,0.0595111176371574,55.79262924194336,-8.388506103074178e-05,68257.0586441143,1025.573974609375,-45.05192947387695,1.8752639293670652,6417.98888365482,274.4829943180084,55.89788818359375,1662464.0,18.137699365615845,1694066587.809293,51.43611526489258,-0.1052613258361816,0.0294267255812883,1,sac,swimmer
56.565673828125,56.565673828125,1048576.0,364.4143123626709,1000,2090.0078125,1554.178955078125,0.0984525829553604,56.4608039855957,-7.501053187297657e-05,68673.46002390717,952.9369506835938,-53.211891174316406,1.8638932704925537,6406.615537019395,339.03626704216003,56.565673828125,2076032.0,20.0015926361084,1694066654.2313373,48.48005676269531,-0.1048691421747207,0.044052455574274,1,sac,swimmer
57.22841644287109,57.22841644287109,1048576.0,430.7263612747192,1000,2093.6904296875,1553.8824462890625,0.1218499615788459,57.1272087097168,4.8235193389700726e-05,69357.52154540393,955.5535888671876,-55.98121643066406,1.845510005950928,6415.77158039743,403.4974148273468,57.22841644287109,2489600.0,21.84710264205933,1694066720.5433862,48.73042297363281,-0.1012061834335327,0.0509357936680316,1,sac,swimmer
61.96036148071289,61.96036148071289,1048576.0,496.13729977607727,1000,2140.074951171875,1626.5443115234375,0.1310172528028488,61.85796356201172,-6.287215910560917e-06,68177.79813020925,955.1842041015624,-60.14249038696289,1.87744402885437,6509.98412910806,467.0256803035736,61.96036148071289,2903168.0,23.724546670913696,1694066785.9543247,50.28932189941406,-0.1023966744542121,0.048852365463972,1,sac,swimmer
58.129676818847656,58.129676818847656,1048576.0,561.5547988414764,1000,2071.27783203125,1554.760009765625,0.1447634100914001,58.02682876586914,-1.2466980479075572e-05,66894.11716038587,923.76806640625,-63.73470306396485,1.9134716987609863,6512.981636783632,530.5247077941895,58.129676818847656,3316736.0,25.638018369674683,1694066851.3718238,49.11321258544922,-0.1028429269790649,0.0485239624977111,1,sac,swimmer
60.771522521972656,60.771522521972656,1048576.0,625.3627438545227,1000,2134.87744140625,1615.36083984375,0.1742187887430191,60.67131042480469,-1.0121647392224986e-05,68965.41291569038,982.5963134765624,-66.1036376953125,1.8560028076171875,6676.150811945993,592.471780538559,60.771522521972656,3730304.0,27.49402117729187,1694066915.1797688,51.33029556274414,-0.1002111136913299,0.05386783182621,1,sac,swimmer
63.44718170166016,63.44718170166016,1048576.0,689.0687921047211,1000,2168.26220703125,1641.391845703125,0.1702351570129394,63.346282958984375,3.7558399981207913e-06,66788.43811956662,952.923095703125,-67.56641387939453,1.916499376296997,6693.700851350668,654.2564358711243,63.44718170166016,4143872.0,29.410520553588867,1694066978.885817,51.19195556640625,-0.1009040176868438,0.0542924255132675,1,sac,swimmer
61.5069465637207,61.5069465637207,1048576.0,752.7756900787354,1000,2125.06787109375,1592.280517578125,0.1619651019573211,61.40946578979492,5.375467662815936e-05,69559.10071236835,956.3091430664062,-69.29329681396484,1.8401618003845213,6685.346606858936,716.1182994842529,61.5069465637207,4557440.0,31.25068235397339,1694067042.592715,52.00033187866211,-0.0974798947572708,0.0510189048945903,1,sac,swimmer
63.481712341308594,63.481712341308594,1048576.0,816.7827756404877,1000,2147.75732421875,1624.5528564453125,0.1537846177816391,63.3791618347168,3.6224212180968607e-06,67089.90271624482,968.3538818359376,-70.8731460571289,1.9078876972198489,6660.315235553905,778.2126576900482,63.481712341308594,4971008.0,33.15857005119324,1694067106.5998006,53.41707611083984,-0.1025511994957923,0.0470047518610954,1,sac,swimmer
