,eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,16.3046875,8.491091251373291,0,13.102906227111816,15074.62306205909,152.4490966796875,8.491091251373291,1694089451.8489892,,,,,,,,6,sac,inverted_double_pendulum
1,1000.0,1.6719801425933838,421760,90.78894853591919,76555.9331353428,9480.1005859375,10.163071393966675,1694089529.5350316,-4572.57421875,9.645878791809082,215040.015625,554.508056640625,76.0113160610199,5798.074112187971,-0.046813156455755234,6,sac,inverted_double_pendulum
2,1000.0,1.5861504077911377,835328,159.38733315467834,80698.52604851764,9460.021484375,11.749221801757812,1694089598.1334162,-10767.552734375,7.068678379058838,628608.0,761.6114501953125,143.01918816566467,6171.931550880166,0.015810323879122734,6,sac,inverted_double_pendulum
3,1000.0,1.5657343864440918,1248896,226.67414474487305,81750.77529637594,9491.576171875,13.314956188201904,1694089665.4202278,-13308.9697265625,4.489316463470459,993630.5625,511.1724548339844,208.73646020889282,6293.140100641414,0.010550007224082947,6,sac,inverted_double_pendulum
4,1000.0,1.586207628250122,1662464,294.98456048965454,80695.61494998449,9502.3720703125,14.901163816452026,1694089733.7306435,-14916.0341796875,1.190062165260315,1048576.0,64.83313751220703,275.45694065093994,6198.516516367443,0.00329453032463789,6,sac,inverted_double_pendulum
5,1000.0,1.6256511211395264,2076032,362.90554761886597,78737.6813730343,9478.15234375,16.526814937591553,1694089801.6516306,-15298.9052734375,0.6852057576179504,1048576.0,31.804149627685547,341.7486982345581,6238.603637538791,0.0010283055016770959,6,sac,inverted_double_pendulum
6,1000.0,1.623821496963501,2489600,432.24206137657166,78826.39824596255,9500.3583984375,18.150636434555054,1694089870.9881444,-15453.630859375,0.5189555883407593,1048576.0,17.086767196655273,409.458119392395,6107.983097890245,0.0001517638302175328,6,sac,inverted_double_pendulum
7,1000.0,1.623274326324463,2903168,499.0667133331299,78852.96891858507,9411.2021484375,19.773910760879517,1694089937.8127964,-15543.6240234375,0.9710493087768555,1048576.0,278.3849792480469,474.65566325187683,6343.30644251492,-0.02282531186938286,6,sac,inverted_double_pendulum
8,1000.0,1.5597975254058838,3316736,568.109457731247,82061.93298498302,9480.521484375,21.3337082862854,1694090006.8555408,-16601.36328125,5.209270000457764,1048576.0,835.0470581054688,542.1349601745605,6128.813115433865,-0.006753397174179554,6,sac,inverted_double_pendulum
9,1000.0,1.6320371627807617,3730304,632.9261355400085,78429.5866044533,9295.7421875,22.965745449066162,1694090071.6722186,-16333.521484375,3.4380550384521484,1048576.0,709.9820556640625,605.3158428668976,6545.77749433944,-0.011780149303376675,6,sac,inverted_double_pendulum
10,1000.0,1.6042578220367432,4143872,702.0050852298737,79787.67392730739,9501.9765625,24.570003271102905,1694090140.7511683,-15534.4453125,1.9206507205963135,1048576.0,455.34613037109375,672.7871880531311,6129.535417716588,0.0008820026996545494,6,sac,inverted_double_pendulum
11,1000.0,1.6292824745178223,4557440,771.0795691013336,78562.19041322527,9494.712890625,26.199285745620728,1694090209.8256521,-15532.5517578125,1.4243444204330444,1048576.0,210.6031494140625,740.228946685791,6132.2244316405195,-0.0030346540734171867,6,sac,inverted_double_pendulum
12,147.1875,1.5500788688659668,4971008,839.4803981781006,82576.4434126145,1322.590576171875,27.749364614486694,1694090278.2264812,-15748.4228515625,1.2189342975616455,1048576.0,337.6978759765625,807.0761525630951,6186.76569308059,-0.012110673822462559,6,sac,inverted_double_pendulum
13,1000.0,1.612443208694458,5384576,906.494794845581,79382.64077135304,9316.6904296875,29.361807823181152,1694090345.2408779,-15625.0830078125,2.1622817516326904,1048576.0,502.66290283203125,872.4747211933136,6323.808130089624,0.00046935773571021855,6,sac,inverted_double_pendulum
14,1000.0,1.6067099571228027,5798144,973.8004903793335,79665.90325313881,9494.66796875,30.968517780303955,1694090412.5465734,-15597.7529296875,1.6798675060272217,1048576.0,410.3730773925781,938.169732093811,6295.272568359806,-0.0020303591154515743,6,sac,inverted_double_pendulum
15,998.34375,1.58976411819458,6211712,1038.8015007972717,80515.08933624918,9380.7890625,32.558281898498535,1694090477.5475838,-15518.58203125,1.0787630081176758,1048576.0,190.5333251953125,1001.5768535137177,6522.421941554354,0.005553468130528927,6,sac,inverted_double_pendulum
16,1000.0,1.6232843399047852,6625280,1106.1120839118958,78852.4824970023,9489.525390625,34.18156623840332,1694090544.858167,-15667.455078125,0.5904675126075745,1048576.0,102.58296966552734,1067.26043176651,6296.368300891377,-0.0012126433430239558,6,sac,inverted_double_pendulum
17,1000.0,1.6135282516479492,7038848,1171.8143470287323,79329.25864128466,9466.0009765625,35.79509449005127,1694090610.56043,-15715.5634765625,1.020645260810852,1048576.0,175.2920379638672,1131.3457834720612,6453.39362262057,-0.0003466322959866375,6,sac,inverted_double_pendulum
18,1000.0,1.6029181480407715,7452416,1237.4380860328674,79854.35822562301,9224.2548828125,37.39801263809204,1694090676.184169,-15677.8662109375,0.9846163988113403,1048576.0,165.13217163085938,1195.3629484176636,6460.2673416016305,0.0021060423459857702,6,sac,inverted_double_pendulum
19,1000.0,1.6492919921875,7865984,1306.5273101329803,77609.05928502702,9499.125,39.04730463027954,1694090745.2733932,-15727.3359375,0.6258965730667114,1048576.0,88.22936248779297,1262.7989430427551,6132.748575878791,-0.008536824025213718,6,sac,inverted_double_pendulum
