eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
15.140625,6.855255842208862,0,11.639979124069214,18671.80495465747,15.140625,6.855255842208862,1694083834.920267,,,,,,,,7,sac,inverted_pendulum
1000.0,1.0110390186309814,421760,90.90113925933838,126602.43337919944,1000.0,7.866294860839844,1694083914.1814272,-796.301513671875,0.2383752614259719,215040.015625,29.928199768066406,78.24757170677185,5624.914778699253,0.017727505415678,7,sac,inverted_pendulum
1000.0,1.018556833267212,835328,158.01224207878113,125667.99987921736,1000.0,8.884851694107056,1694083981.29253,-1497.4071044921875,0.1984980106353759,628608.0,47.78633117675781,144.33619356155396,6257.779151587417,0.001092072459869,7,sac,inverted_pendulum
1000.0,0.9306845664978028,1248896,222.98009991645813,137533.17139626405,1000.0,9.815536260604858,1694084046.260388,-1653.6224365234375,0.1914816498756408,993630.5625,57.820919036865234,208.369576215744,6458.631152339067,0.0001425308146281,7,sac,inverted_pendulum
1000.0,0.9698052406311036,1662464,288.1101088523865,131985.2632645124,1000.0,10.785341501235962,1694084111.3903968,-1673.8638916015625,0.0965371057391166,1048576.0,61.28401565551758,272.5251455307007,6446.330449811539,-0.000461027957499,7,sac,inverted_pendulum
806.890625,0.994347333908081,2076032,350.07881784439087,128727.654447387,806.890625,11.779688835144045,1694084173.3591058,-1670.89794921875,0.0828341022133827,1048576.0,51.9146614074707,333.4951186180115,6783.142242948976,0.0005422868998721,7,sac,inverted_pendulum
1000.0,0.9851467609405518,2489600,416.1810870170593,129929.8795621012,1000.0,12.764835596084597,1694084239.461375,-1663.0689697265625,0.0658231899142265,1048576.0,65.17668914794922,398.6087942123413,6351.476801534053,-7.169529681050335e-07,7,sac,inverted_pendulum
1000.0,0.9741005897521972,2903168,482.529144525528,131403.26712312337,1000.0,13.738936185836792,1694084305.8094325,-1659.1192626953125,0.0722777768969535,1048576.0,62.67278289794922,463.9789893627167,6326.552935150986,-0.001518441713415,7,sac,inverted_pendulum
1000.0,0.9946370124816896,3316736,546.9266829490662,128690.16374187704,1000.0,14.73357319831848,1694084370.206971,-1664.2559814453125,0.0637264475226402,1048576.0,43.103851318359375,527.3780534267426,6523.250872952054,0.0004298247513361,7,sac,inverted_pendulum
1000.0,1.0228140354156494,3730304,612.3743343353271,125144.93893113578,1000.0,15.75638723373413,1694084435.6546223,-1668.412353515625,0.0543848313391208,1048576.0,17.115985870361328,591.7989690303802,6419.778361185646,-1.1896809155587109e-05,7,sac,inverted_pendulum
925.0546875,1.0018386840820312,4143872,679.0417985916138,127765.080380465,925.0546875,16.758225917816162,1694084502.3220866,-1672.4541015625,0.078033372759819,1048576.0,60.10659790039063,657.4610331058502,6298.431306159636,-0.0016466098604723,7,sac,inverted_pendulum
1000.0,1.003687620162964,4557440,745.4117214679718,127529.71883743796,1000.0,17.761913537979126,1694084568.6920094,-1673.052978515625,0.0728092938661575,1048576.0,62.34672164916992,722.823714017868,6327.280249668583,-0.0001395217259414,7,sac,inverted_pendulum
1000.0,0.9931683540344238,4971008,810.4928350448608,128880.46571363413,1000.0,18.75508189201355,1694084633.773123,-1667.19140625,0.0583148896694183,1048576.0,46.90814971923828,786.9077954292297,6453.521543755437,-0.0001756278506945,7,sac,inverted_pendulum
1000.0,0.9541125297546388,5384576,876.3289852142334,134156.08327973296,1000.0,19.70919442176819,1694084699.6092732,-1668.31298828125,0.0512025393545627,1048576.0,21.609106063842773,851.785991191864,6374.529919313646,-0.0006750666070729,7,sac,inverted_pendulum
1000.0,0.9402737617492676,5798144,940.3312056064606,136130.56665738625,1000.0,20.649468183517456,1694084763.6114936,-1666.125244140625,0.0592259876430034,1048576.0,31.087068557739254,914.8443720340728,6558.493803303833,5.843450708198361e-05,7,sac,inverted_pendulum
1000.0,0.93523907661438,6211712,1003.2963399887084,136863.40017289214,1000.0,21.58470726013184,1694084826.576628,-1667.2685546875,0.0739704221487045,1048576.0,58.18104553222656,976.8705286979676,6667.638658332951,-0.0019989744760096,7,sac,inverted_pendulum
285.390625,0.9093337059020996,6625280,1065.5797684192655,140762.40567044448,285.390625,22.494040966033936,1694084888.8600564,-1680.6859130859375,0.0663398504257202,1048576.0,59.66001510620117,1038.241506099701,6738.8204899001485,0.000931799353566,7,sac,inverted_pendulum
1000.0,0.9326174259185792,7038848,1127.415904045105,137248.1324525185,1000.0,23.426658391952515,1694084950.696192,-1669.5068359375,0.0729714855551719,1048576.0,36.94831466674805,1099.14155626297,6790.930366908587,-0.0008258767775259,7,sac,inverted_pendulum
1000.0,0.9144904613494872,7452416,1189.6072824001312,139968.65512529685,1000.0,24.341148853302,1694085012.8875704,-1676.2559814453125,0.0854854360222816,1048576.0,44.63235855102539,1160.414945602417,6749.553182196015,-0.0003214813477825,7,sac,inverted_pendulum
1000.0,0.9983289241790771,7865984,1251.4695954322815,128214.2557426692,1000.0,25.33947777748108,1694085074.7498834,-1675.1873779296875,0.0585241615772247,1048576.0,65.0835189819336,1221.2751924991608,6795.371709576933,-0.0001423020585207,7,sac,inverted_pendulum
