,training/critic_loss,_step,training/alpha_loss,eval/epoch_eval_time,training/buffer_current_size,eval/episode_reward,_timestamp,training/alpha,training/actor_loss,_runtime,training/walltime,eval/avg_episode_length,eval/walltime,training/sps,eval/sps
0,,0.0,,8.121105432510376,,83.27047729492188,1694026938.9759629,,,12.71125078201294,,8.9609375,8.121105432510376,,15761.401088033032
1,542.3644409179688,421760.0,-0.03999119624495506,1.6020123958587646,215040.015625,9499.3359375,1694027017.012098,8.607721328735352,-5015.7197265625,90.74738597869873,76.4314239025116,1000.0,9.72311782836914,5806.107143067895,79899.50660237252
2,768.43017578125,835328.0,0.012186980806291103,1.6043241024017334,628608.0,9503.3623046875,1694027082.3368533,5.41130256652832,-11551.0068359375,156.0721411705017,140.14829301834106,1000.0,11.327441930770874,6490.71440167884,79784.37761321368
3,405.8074951171875,1248896.0,0.019248468801379204,1.5440800189971924,993630.5625,9483.900390625,1694027148.9040866,3.3882341384887695,-13912.939453125,222.6393744945526,205.16774606704712,1000.0,12.871521949768066,6360.681005578382,82897.25818946223
4,51.01841354370117,1662464.0,0.004307757597416639,1.5929203033447266,1048576.0,9504.46484375,1694027215.5583615,1.0860601663589478,-15062.046875,289.29364943504333,270.22531294822693,1000.0,14.464442253112793,6356.954614600551,80355.55810998996
5,17.970712661743164,2076032.0,0.0004977043136022985,1.6125190258026123,1048576.0,9503.4736328125,1694027282.0672817,0.5661440491676331,-15340.9228515625,355.80256962776184,335.11797881126404,1000.0,16.076961278915405,6373.108493845504,79378.9083736792
6,28.725889205932617,2489600.0,-0.0006721235695295036,1.5577483177185059,1048576.0,9498.8876953125,1694027348.4045765,0.41254758834838867,-15493.4716796875,422.13986444473267,399.8940689563751,1000.0,17.63470959663391,6384.577998973494,82169.8849191955
7,8.594688415527344,2903168.0,-0.0004078430065419525,1.6115922927856445,1048576.0,9504.751953125,1694027413.0323071,0.29400527477264404,-15599.84375,486.7675950527191,462.9067962169647,1000.0,19.246301889419556,6563.245521649721,79424.55456817271
8,616.5972290039062,3316736.0,0.008244943805038929,1.5530979633331299,1048576.0,9440.8193359375,1694027477.2682076,2.199862241744995,-15605.73046875,551.0034954547882,525.5862431526184,1000.0,20.799399852752686,6598.143733217145,82415.9216108281
9,873.8443603515625,3730304.0,0.007173134945333004,1.5632266998291016,1048576.0,9492.0751953125,1694027540.9491549,2.564040184020996,-15477.0107421875,614.6844427585602,587.7001211643219,1000.0,22.362626552581787,6658.222175760392,81881.91771161118
10,600.2596435546875,4143872.0,0.0028456193394958973,1.6276118755340576,1048576.0,9500.705078125,1694027608.4949296,2.008903741836548,-15339.76171875,682.2302174568176,653.614727973938,1000.0,23.990238428115845,6274.2997344204105,78642.82752176418
11,1115.1871337890625,4557440.0,-0.06455032527446747,1.5969102382659912,1048576.0,8408.00390625,1694027677.8949447,2.68353271484375,-15732.7216796875,751.6302325725555,721.4142479896545,944.8828125,25.587148666381836,6099.866192328959,80154.78699603623
12,1667.837890625,4971008.0,0.005612662527710199,1.538111925125122,1048576.0,9125.7138671875,1694027745.5302474,4.049708843231201,-16320.662109375,819.2655353546143,787.5080003738403,1000.0,27.125260591506958,6257.293391303262,83218.91138682088
13,1335.740966796875,5384576.0,-0.003598168259486556,1.5649473667144775,1048576.0,9504.869140625,1694027812.0300472,2.5530292987823486,-15606.248046875,885.7653350830078,852.4382271766663,1000.0,28.690207958221436,6369.4217680139145,81791.88816345247
14,605.6095581054688,5798144.0,0.006664965767413378,1.6391551494598389,1048576.0,9210.24609375,1694027876.5162377,2.0466251373291016,-15608.373046875,950.2515256404877,915.2814645767212,1000.0,30.329363107681274,6580.946767068345,78089.00825658916
15,146.6378631591797,6211712.0,0.0017690231325104833,1.5514144897460938,1048576.0,9488.28515625,1694027946.0112238,0.8757032155990601,-15734.5654296875,1019.7465116977692,983.2214331626892,1000.0,31.880777597427368,6087.256273554066,82505.35291890218
16,161.30633544921875,6625280.0,-0.002882264321669936,1.5476930141448975,1048576.0,9499.2978515625,1694028012.5163715,0.5803274512290955,-15726.822265625,1086.2516593933105,1048.1755225658417,1000.0,33.428470611572266,6367.081792696612,82703.73958541137
17,45.132179260253906,7038848.0,-0.0015862385043874383,1.5258986949920654,1048576.0,9444.638671875,1694028078.6668499,0.245482936501503,-15739.8134765625,1152.4021377563477,1112.7968046665192,1000.0,34.95436930656433,6399.873022569822,83884.9921165085
18,28.58905601501465,7452416.0,-0.0019428129307925701,1.5419204235076904,1048576.0,9455.025390625,1694028143.7892098,0.17705222964286804,-15760.2685546875,1217.5244977474213,1176.3739120960236,995.03125,36.49628973007202,6504.982952528514,83013.36310781514
19,1464.2425537109375,7865984.0,-0.03259671479463577,1.569394826889038,1048576.0,8840.431640625,1694028208.8252928,1.5447512865066528,-15653.685546875,1282.5605807304382,1239.8375244140625,1000.0,38.06568455696106,6516.616134730281,81560.10062409239
