,_timestamp,training/sps,training/critic_loss,eval/epoch_eval_time,training/alpha,training/alpha_loss,training/actor_loss,_step,eval/sps,training/walltime,eval/episode_reward,eval/avg_episode_length,eval/walltime,training/buffer_current_size,_runtime
0,1694025631.9763408,,,8.17687463760376,,,,0.0,15653.902704017792,,98.38589477539062,10.5703125,8.17687463760376,,12.446382761001587
1,1694025709.3853364,5824.541642810332,716.2291259765625,1.623594045639038,8.833080291748047,-0.040917277336120605,-5089.669921875,421760.0,78837.44113487424,75.78260684013367,9497.24609375,1000.0,9.800468683242798,215040.015625,89.85537838935852
2,1694025776.7983606,6280.819711379406,847.06640625,1.56300950050354,5.785709857940674,0.011699071153998375,-11267.25,835328.0,81893.29620758124,141.62878918647766,9503.697265625,1000.0,11.363478183746338,628608.0,157.26840257644653
3,1694025843.6956825,6334.146981751048,644.2796020507812,1.601625919342041,3.5115158557891846,0.00751340901479125,-13793.029296875,1248896.0,79918.78656196028,206.92061161994934,9495.3515625,1000.0,12.965104103088379,993630.5625,224.16572451591492
4,1694025912.8578877,6122.926161643183,75.75684356689453,1.6145129203796387,1.182986855506897,0.004762221127748489,-14975.71875,1662464.0,79280.87684173002,274.46478724479675,9504.8271484375,1000.0,14.579617023468018,1048576.0,293.3279297351837
5,1694025981.249899,6189.437894878953,58.248233795166016,1.570178747177124,0.5465158224105835,-0.0018740026280283928,-15318.6025390625,2076032.0,81519.3812998164,341.28313279151917,9497.5703125,1000.0,16.14979577064514,1048576.0,361.7199409008026
6,1694026049.0476568,6242.8786233547735,69.22856903076172,1.547553300857544,0.5332643389701843,-0.02181544527411461,-15524.1533203125,2489600.0,82711.20608839224,407.5294952392578,7741.193359375,841.0390625,17.697349071502686,1048576.0,429.517698764801
7,1694026116.616306,6269.126488880568,604.0729370117188,1.596224308013916,2.8117785453796387,0.007711275480687618,-15833.9501953125,2903168.0,80189.23114838575,473.498494386673,9498.4033203125,1000.0,19.2935733795166,1048576.0,497.0863480567932
8,1694026185.0259626,6189.184812186528,746.6575927734375,1.585172176361084,1.9733221530914307,1.9819955923594534e-05,-15465.2548828125,3316736.0,80748.32621263665,540.3195722103119,9499.484375,1000.0,20.878745555877686,1048576.0,565.4960045814514
9,1694026252.9401548,6239.004435903845,287.5343933105469,1.6230156421661377,1.3335967063903809,0.004306324757635593,-15410.912109375,3730304.0,78865.5368898148,606.6070711612701,9402.7666015625,1000.0,22.501761198043823,1048576.0,633.4101967811584
10,1694026321.4420075,6178.077658193787,84.35709381103516,1.5568461418151855,0.5572927594184875,-0.006330844014883041,-15591.080078125,4143872.0,82217.50150002619,673.5482821464539,9392.5625,1000.0,24.05860733985901,1048576.0,701.9120495319366
11,1694026388.632759,6307.919708876308,242.85264587402344,1.6236441135406494,1.3560644388198853,0.001567223109304905,-15739.1435546875,4557440.0,78835.010044703,739.1115770339966,9405.1318359375,1000.0,25.682251453399658,1048576.0,769.1028010845184
12,1694026457.17116,6175.603077672961,1600.325927734375,1.5666799545288086,2.12839412689209,-0.0059916358441114426,-15655.3046875,4971008.0,81701.43469953122,806.0796115398407,9449.8671875,1000.0,27.248931407928467,1048576.0,837.6412019729614
13,1694026524.6660223,6271.398316182093,2466.158203125,1.5458292961120605,2.606475353240967,0.0008319425978697836,-15508.6962890625,5384576.0,82803.45075742503,872.0247132778168,9481.3056640625,1000.0,28.794760704040527,1048576.0,905.1360642910004
14,1694026590.3370261,6455.50127028386,563.9481201171875,1.6032941341400146,1.5000473260879517,-0.0007383165066130459,-15536.1748046875,5798144.0,79835.63170001708,936.0891418457031,9503.6181640625,1000.0,30.398054838180542,1048576.0,970.8070681095123
15,1694026654.9547381,6563.304649729801,323.82177734375,1.6023404598236084,1.8279662132263184,0.008647331036627293,-15792.3759765625,6211712.0,79883.14793854154,999.1013014316559,9502.53125,1000.0,32.00039529800415,1048576.0,1035.4247801303864
16,1694026719.2711024,6596.946506440834,44.188140869140625,1.6222858428955078,0.42700016498565674,0.00022559284116141498,-15806.2158203125,6625280.0,78901.01523141045,1061.792123556137,9449.078125,994.71875,33.62268114089966,1048576.0,1099.7411444187164
17,1694026783.6909168,6583.452580625636,124.28993225097656,1.596933126449585,0.29587510228157043,-0.01436444092541933,-15759.935546875,7038848.0,80153.63817054674,1124.611441373825,3369.31689453125,439.8203125,35.21961426734924,1048576.0,1164.1609587669373
18,1694026851.8708398,6212.360567382948,1242.2210693359375,1.6046326160430908,2.894704818725586,0.011650157161056995,-15895.5595703125,7452416.0,79769.03792198793,1191.1832373142242,9392.044921875,1000.0,36.824246883392334,1048576.0,1232.3408818244934
19,1694026917.9331794,6411.480504709872,1221.80029296875,1.5543808937072754,3.0483644008636475,-0.037141844630241394,-16198.1611328125,7865984.0,82347.89845796011,1255.6875276565552,9135.33984375,1000.0,38.37862777709961,1048576.0,1298.4032213687897
