eval/sps,eval/avg_episode_length,_step,eval/epoch_eval_time,eval/walltime,_timestamp,training/sps,training/walltime,_runtime,eval/episode_reward,training/entropy_loss,training/total_loss,training/policy_loss,training/v_loss,seed,rl_algorithm,environment
18441.879135907355,17.203125,0.0,6.9407243728637695,6.9407243728637695,1694006364.2492588,,,11.644198656082152,17.203125,,,,,2,ppo,inverted_pendulum
135575.14019744183,25.5546875,163840.0,0.9441258907318116,7.884850263595581,1694006375.1752956,16418.17033580049,9.979187488555908,22.57023549079895,25.5546875,-0.0063931089825928,268.24285888671875,-0.0091804135590791,268.2584228515625,2,ppo,inverted_pendulum
135758.99992616172,62.7265625,327680.0,0.9428472518920898,8.827697515487671,1694006376.4376278,518835.3050483392,10.294971704483032,23.83256769180298,62.7265625,-0.0047160452231764,167.29244995117188,-0.0843019783496856,167.38148498535156,2,ppo,inverted_pendulum
135603.90501807095,106.4375,491520.0,0.9439256191253662,9.771623134613035,1694006377.7014887,518048.74411423696,10.61123538017273,25.09642863273621,106.4375,-0.0041646398603916,131.9952392578125,-0.0540869683027267,132.053466796875,2,ppo,inverted_pendulum
135698.16101210177,192.71875,655360.0,0.9432699680328368,10.714893102645874,1694006378.964108,518756.18904549495,10.927067756652832,26.359047889709476,192.71875,-0.003951019141823,51.28587341308594,-0.0559234879910945,51.34574508666992,2,ppo,inverted_pendulum
135918.95763321614,323.046875,819200.0,0.9417376518249512,11.656630754470823,1694006380.225202,518782.8194611472,11.242883920669556,27.620141983032227,323.046875,-0.0038030052091926,35.1771240234375,-0.047216422855854,35.228145599365234,2,ppo,inverted_pendulum
136193.9015109235,479.6640625,983040.0,0.9398365020751952,12.59646725654602,1694006381.4848857,518265.9733474113,11.559015035629272,28.879825592041016,479.6640625,-0.00336439255625,28.72092056274414,-0.0257680043578147,28.75005340576172,2,ppo,inverted_pendulum
135535.91643930963,782.6796875,1146880.0,0.944399118423462,13.540866374969482,1694006382.7481794,519366.24090705375,11.874476432800291,30.14311933517456,782.6796875,-0.0029011543374508,14.062623977661133,-0.0229119081050157,14.088436126708984,2,ppo,inverted_pendulum
135327.27633870102,924.2109375,1310720.0,0.9458551406860352,14.486721515655518,1694006384.0134945,518702.15337004233,12.190341711044312,31.40843439102173,924.2109375,-0.00285410345532,7.038660526275635,-0.0194791406393051,7.0609941482543945,2,ppo,inverted_pendulum
135053.88033663417,944.1640625,1474560.0,0.9477698802947998,15.434491395950316,1694006385.280339,518813.7611717187,12.506139039993286,32.67527890205383,944.1640625,-0.0030276381876319,3.0546226501464844,-0.0161067098379135,3.07375717163086,2,ppo,inverted_pendulum
135777.74641746344,856.171875,1638400.0,0.9427170753479004,16.377208471298218,1694006386.5425436,518531.11463910807,12.822108507156372,33.93748354911804,856.171875,-0.0028296487871557,4.1612725257873535,-0.0123594459146261,4.176461219787598,2,ppo,inverted_pendulum
136113.58608376776,786.953125,1802240.0,0.9403910636901855,17.317599534988403,1694006387.8025331,518376.2204111437,13.138172388076782,35.19747304916382,786.953125,-0.0030177729204297,1.3271031379699707,-0.0111450776457786,1.3412659168243408,2,ppo,inverted_pendulum
135918.75117090385,601.4609375,1966080.0,0.9417390823364258,18.25933861732483,1694006389.0637853,518675.13975352177,13.45405411720276,36.45872521400452,601.4609375,-0.0029000132344663,1.220463514328003,-0.0044814562425017,1.2278449535369873,2,ppo,inverted_pendulum
135608.83735580518,664.921875,2129920.0,0.9438912868499756,19.203229904174805,1694006390.3271365,518865.4694816893,13.769819974899292,37.722076177597046,664.921875,-0.0025326907634735,0.8896676301956177,-0.0062962337397038,0.8984965682029724,2,ppo,inverted_pendulum
135837.35069163403,835.1484375,2293760.0,0.9423034191131592,20.145533323287964,1694006391.5890045,518559.28717174765,14.085772275924684,38.98394417762756,835.1484375,-0.0020124958828091,0.5630348920822144,-0.0072488542646169,0.5722962617874146,2,ppo,inverted_pendulum
135466.90217165032,1000.0,2457600.0,0.9448802471160888,21.090413570404053,1694006392.8530085,519082.9922431551,14.401405811309814,40.24794816970825,1000.0,-0.0011731086997315,0.2256470322608947,-0.004938218742609,0.2317583560943603,2,ppo,inverted_pendulum
136063.7042759113,760.21875,2621440.0,0.9407358169555664,22.03114938735962,1694006394.1132207,518596.85531097936,14.717335224151611,41.50816059112549,760.21875,0.0004341162857599,0.100381314754486,-0.0063068703748285,0.1062540709972381,2,ppo,inverted_pendulum
135037.5069452881,958.4921875,2785280.0,0.9478847980499268,22.979034185409542,1694006395.3801534,519458.50072491926,15.032740592956545,42.77509331703186,958.4921875,0.002425339538604,0.1599821150302887,-0.0042083454318344,0.1617651283740997,2,ppo,inverted_pendulum
132990.03053313337,788.4296875,2949120.0,0.9624781608581544,23.9415123462677,1694006396.664821,514570.31880090426,15.351142168045044,44.05976057052612,788.4296875,0.0035537397488951,0.0821252018213272,-0.0099438838660717,0.0885153412818908,2,ppo,inverted_pendulum
133115.20134486118,644.671875,3112960.0,0.9615731239318848,24.903085470199585,1694006397.9479656,515284.9028022204,15.669102191925049,45.34290552139282,644.671875,0.0047878716140985,0.2346690893173217,-0.0150569826364517,0.2449382245540619,2,ppo,inverted_pendulum
