,eval/walltime,eval/episode_x_position,eval/avg_episode_length,_runtime,eval/episode_reward_ctrl,_step,_timestamp,eval/episode_reward,eval/epoch_eval_time,eval/episode_x_velocity,eval/sps,training/total_loss,training/policy_loss,eval/episode_reward_run,training/v_loss,training/sps,training/walltime,training/entropy_loss
0,21.60390281677246,-6760.08544921875,1000,29.14618754386902,-344.5834655761719,0.0,1694012331.7048116,-506.129150390625,21.60390281677246,-161.54571533203125,5924.855387732331,,,-161.54571533203125,,,,
1,26.91784644126892,9340.3173828125,1000,68.21589756011963,-164.52755737304688,2949120.0,1694012370.7745216,231.02972412109375,5.31394362449646,395.5572814941406,24087.5720641709,3.247788429260254,0.025597983971238136,395.5572814941406,3.2258198261260986,87376.87059830259,33.751723766326904,-0.003629630198702216
2,32.25742816925049,21201.1328125,1000,90.66196751594543,-180.95864868164062,5898240.0,1694012393.2205915,689.0360717773438,5.339581727981567,869.9947509765625,23971.91512758916,4.504570960998535,-0.007623872719705105,869.9947509765625,4.514837741851807,172449.7230765044,50.85305595397949,-0.0026428615674376488
3,37.57259941101074,28226.78125,1000,113.10201096534729,-183.61477661132812,8847360.0,1694012415.660635,957.8721923828125,5.315171241760254,1141.487060546875,24082.008683808566,6.684579372406006,-0.0053963991813361645,1141.487060546875,6.691597938537598,172263.73214022355,67.97285223007202,-0.001622354262508452
4,42.88958811759949,32908.18359375,1000,135.54160976409912,-183.4770050048828,11796480.0,1694012438.1002338,1154.5277099609375,5.316988706588745,1338.0048828125,24073.77691838691,7.6437530517578125,-0.004591337405145168,1338.0048828125,7.6491570472717285,172285.36929402742,85.09049844741821,-0.0008120526908896863
5,48.13622236251831,38608.609375,1000,157.8883707523346,-181.0457000732422,14745600.0,1694012460.4469948,1370.6435546875,5.246634244918823,1551.689208984375,24396.592944126685,8.238917350769043,-0.004576024133712053,1551.689208984375,8.243657112121582,172511.1821903553,102.18573808670044,-0.00016423134366050363
6,53.447356939315796,46459.1328125,1000,180.2748351097107,-179.5650634765625,17694720.0,1694012482.8334591,1663.20947265625,5.311134576797485,1842.774658203125,24100.31192942989,8.991141319274902,-0.004460960626602173,1842.774658203125,8.99513053894043,172763.12036404223,119.25604796409607,0.0004723785677924752
7,58.75809288024902,57054.9765625,1000,202.68101239204407,-179.50877380371094,20643840.0,1694012505.2396364,2027.93310546875,5.3107359409332275,2207.442138671875,24102.12095341107,10.33106803894043,-0.004665887448936701,2207.442138671875,10.334698677062988,172559.70169443518,136.34648084640503,0.0010344544425606728
8,64.0298638343811,66189.484375,1000,225.09173393249512,-180.88914489746094,23592960.0,1694012527.650358,2431.201416015625,5.27177095413208,2612.09033203125,24280.265799422108,11.826861381530762,-0.004119310528039932,2612.09033203125,11.829434394836426,172123.0792983226,153.4802668094635,0.0015469328500330448
9,69.39342474937439,76815.671875,1000,247.56970167160034,-182.36224365234375,26542080.0,1694012550.1283257,2789.124755859375,5.363560914993286,2971.48681640625,23864.742477742555,13.918118476867676,-0.0037574651651084423,2971.48681640625,13.919828414916992,172390.96494325213,170.58742785453796,0.0020469361916184425
10,74.658935546875,88923.5703125,1000,269.9113836288452,-185.21908569335938,29491200.0,1694012572.4700077,3257.985107421875,5.26551079750061,3443.20458984375,24309.132565212476,15.61396312713623,-0.003086883807554841,3443.20458984375,15.614505767822266,172756.168912284,187.65842461585999,0.0025457062292844057
11,79.92453813552856,103787.3125,1000,292.255170583725,-190.3802032470703,32440320.0,1694012594.8137946,3822.0712890625,5.2656025886535645,4012.45166015625,24308.70880301852,15.70661735534668,-0.0032188401091843843,4012.45166015625,15.706856727600098,172732.0591176678,204.73180413246155,0.0029782645870000124
12,85.18345928192139,113562.734375,1000,314.59928464889526,-195.06748962402344,35389440.0,1694012617.1579087,4233.7021484375,5.258921146392822,4428.76953125,24339.59293871467,16.29422950744629,-0.002656581113114953,4428.76953125,16.293346405029297,172659.68092137456,221.81234073638916,0.003540466306731105
13,90.54479479789734,119205.375,1000,337.0421257019043,-199.02694702148438,38338560.0,1694012639.6007497,4495.1982421875,5.361335515975952,4694.2255859375,23874.648325697908,16.0017032623291,-0.0024516053963452578,4694.2255859375,16.00016975402832,172705.1009809511,238.88838529586792,0.003986844792962074
14,95.90967726707458,125215.1171875,1000,359.48384308815,-201.25965881347656,41287680.0,1694012662.042467,4699.1005859375,5.364882469177246,4900.3603515625,23858.863774816295,16.23446273803711,-0.001883812714368105,4900.3603515625,16.23188591003418,172747.48098734673,255.9602406024933,0.004461321048438549
15,101.17200255393982,129327.96875,1000,381.8270466327667,-202.82858276367188,44236800.0,1694012684.3856707,4844.306640625,5.262325286865234,5047.1357421875,24323.84792317724,16.029640197753906,-0.0018797119846567512,5047.1357421875,16.026668548583984,172708.64571967314,273.03593468666077,0.0048507386818528175
16,106.48739409446716,127417.4453125,1000,404.2380278110504,-201.14352416992188,47185920.0,1694012706.7966518,4813.4033203125,5.315391540527344,5014.546875,24081.01059424515,15.74974536895752,-0.0016816548304632306,5014.546875,15.746148109436035,172558.42343879514,290.12649416923523,0.005279405042529106
17,111.76486492156982,132426.078125,1000,426.61148262023926,-201.96221923828125,50135040.0,1694012729.1701066,4972.298828125,5.277470827102661,5174.26123046875,24254.042171612,15.951701164245605,-0.0010153696639463305,5174.26123046875,15.947030067443848,172554.50694290403,307.2174415588379,0.005686411168426275
18,117.02066540718079,135975.796875,1000,448.96663904190063,-203.33648681640625,53084160.0,1694012751.525263,5158.05859375,5.255800485610962,5361.39453125,24354.04470744871,16.00950050354004,-0.0008810890140011907,5361.39453125,16.004375457763672,172520.82808452263,324.3117253780365,0.0060060592368245125
19,122.47690320014954,135086.84375,1000,471.5197687149048,-200.45233154296875,56033280.0,1694012774.0783927,5095.306640625,5.45623779296875,5295.75830078125,23459.38810895464,16.161996841430664,-0.0008218580042012036,5295.75830078125,16.15642738342285,172552.21778884958,341.4028995037079,0.006392257753759623
