_timestamp,training/critic_loss,_runtime,eval/episode_x_position,eval/epoch_eval_time,training/alpha_loss,training/buffer_current_size,eval/episode_distance_from_origin,eval/walltime,eval/episode_x_velocity,eval/episode_y_position,training/actor_loss,training/sps,training/walltime,eval/avg_episode_length,eval/episode_reward_ctrl,eval/episode_reward_fwd,eval/episode_reward,training/alpha,eval/episode_y_velocity,eval/episode_forward_reward,_step,eval/sps,seed,rl_algorithm,environment
1694070158.0276964,,15.936756372451782,1116.1329345703125,10.587269067764282,,,514.0099487304688,10.587269067764282,4.091769218444824,-84.39591979980469,,,,1000,-0.0582351014018058,4.091769218444824,4.033534526824951,,-2.4589009284973145,4.091769218444824,0.0,12089.992157631052,4,sac,swimmer
1694070237.3624213,0.0430504716932773,95.27148127555849,955.1700439453124,1.8379812240600584,0.0878387913107872,215040.015625,979.511474609375,12.42525029182434,-4.267411231994629,-528.5662231445312,-30.35740852355957,5824.817105784464,77.49241518974304,1000,-0.05415004119277,-4.267411231994629,-4.321560859680176,0.0533417314291,-18.33907890319824,-4.267411231994629,421760.0,69641.62545537377,4,sac,swimmer
1694070303.510482,0.2108684480190277,161.4195420742035,1242.812255859375,1.8907036781311035,8.070070180110633e-06,628608.0,806.5513916015625,14.315953969955444,7.094146728515625,-163.96249389648438,-47.19110870361328,6436.668437104633,141.7442877292633,1000,-0.098048485815525,7.094146728515625,6.996099472045898,0.0285095423460006,-6.758347511291504,7.094146728515625,835328.0,67699.66202558174,4,sac,swimmer
1694070367.9420328,0.2366742491722107,225.8510928153992,1330.1988525390625,1.874582052230835,2.8952201319043525e-05,993630.5625,800.2588500976562,16.19053602218628,11.228605270385742,7.767811298370361,-35.659053802490234,6611.658673690603,204.29561114311215,1000,-0.0836619958281517,11.228605270385742,11.144943237304688,0.0274107325822114,0.2724905610084533,11.228605270385742,1248896.0,68281.88707326754,4,sac,swimmer
1694070431.2583468,0.2455425709486007,289.16740679740906,2144.77880859375,1.8861851692199707,1.029908798955148e-05,1048576.0,1689.0986328125,18.07672119140625,54.62337112426758,-256.8834533691406,-23.827245712280277,6732.930260609862,265.72027826309204,1000,-0.0712457820773124,54.62337112426758,54.5521240234375,0.0265799071639776,-6.08775520324707,54.62337112426758,1662464.0,67861.84203374594,4,sac,swimmer
1694070494.4824188,0.2282147854566574,352.39147877693176,1770.73046875,1.8767178058624268,-8.538563997717574e-05,1048576.0,1334.5458984375,19.95343899726868,38.25276184082031,-161.14608764648438,-45.40837097167969,6742.003217542805,327.06228399276733,1000,-0.0744038745760917,38.25276184082031,38.17835998535156,0.0364368595182895,-3.482029438018799,38.25276184082031,2076032.0,68204.18051140026,4,sac,swimmer
1694070558.2110865,0.8251110911369324,416.12014627456665,2385.06787109375,1.8311436176300049,-0.0001332588435616,1048576.0,1827.7939453125,21.78458261489868,72.87773132324219,5.4437360763549805,-69.36003875732422,6682.049406728146,388.9546728134155,1000,-0.0689010322093963,72.87773132324219,72.80883026123047,0.0588027760386467,1.7587980031967163,72.87773132324219,2489600.0,69901.6717026634,4,sac,swimmer
1694070622.1468203,1.276963710784912,480.0558803081513,2591.12939453125,1.9212431907653809,-7.428231765516102e-05,1048576.0,2013.80810546875,23.705825805664062,85.61162567138672,206.7245178222656,-74.52658081054688,6669.402807426426,450.9644227027893,1000,-0.0755696594715118,85.61162567138672,85.53605651855469,0.0827387571334838,10.765493392944336,85.61162567138672,2903168.0,66623.52825256214,4,sac,swimmer
1694070686.982185,0.748444676399231,544.8912448883057,2539.188232421875,1.9257307052612305,4.46235753770452e-05,1048576.0,1992.826416015625,25.631556510925293,84.1321792602539,249.8030548095703,-84.85240936279297,6574.507041844185,513.8692150115967,1000,-0.0708938241004943,84.1321792602539,84.061279296875,0.0841086581349372,14.69719696044922,84.1321792602539,3316736.0,66468.27599014498,4,sac,swimmer
1694070751.035515,0.8997964262962341,608.9445750713348,2830.7744140625,1.9146873950958248,-4.624381836038083e-05,1048576.0,2225.9404296875,27.54624390602112,109.3757095336914,254.78298950195312,-97.70655822753906,6656.12230906885,576.0026886463165,1000,-0.0765550658106803,109.3757095336914,109.29914855957033,0.0890486687421798,16.60948371887207,109.3757095336914,3730304.0,66851.643943472,4,sac,swimmer
1694070818.6506517,1.253260374069214,676.5597114562988,3082.25048828125,1.8829970359802248,-4.761779200634919e-05,1048576.0,2463.0439453125,29.429240942001343,120.5124053955078,221.7367248535156,-103.78971862792967,6292.2233348464615,641.7295355796814,1000,-0.0796748921275138,120.5124053955078,120.4327392578125,0.1016931682825088,14.1295166015625,120.5124053955078,4143872.0,67976.74003420166,4,sac,swimmer
1694070883.4108222,1.6157584190368652,741.3198821544647,3000.0986328125,1.9139716625213623,-9.229635179508476e-05,1048576.0,2384.1650390625,31.343212604522705,113.78839111328124,220.51031494140625,-115.45004272460938,6581.153676799563,704.5707972049713,1000,-0.0820135772228241,113.78839111328124,113.70639038085938,0.1152713298797607,14.007776260375977,113.78839111328124,4557440.0,66876.6432160128,4,sac,swimmer
1694070947.2161293,1.781480073928833,805.1251893043518,2763.44970703125,1.8736140727996824,-4.230776903568767e-05,1048576.0,2148.632080078125,33.21682667732239,103.20500183105467,181.9681701660156,-123.59303283691406,6678.359497607068,766.4973826408386,1000,-0.0843606293201446,103.20500183105467,103.12063598632812,0.1349979788064956,13.073009490966797,103.20500183105467,4971008.0,68317.16406182498,4,sac,swimmer
