eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
16.6328125,7.415240049362183,0,12.649689435958862,17261.747313360385,16.6328125,7.415240049362183,1694081181.7248757,,,,,,,7,ppo,inverted_pendulum
33.6640625,0.9833900928497314,163840,24.337467908859253,130161.97837530916,33.6640625,8.398630142211914,1694081193.412654,-0.0151213416829705,270.1195983886719,270.09820556640625,-0.0062594106420874,10.701385259628296,15310.16742459479,7,ppo,inverted_pendulum
63.1640625,0.9709677696228028,327680,25.63060426712036,131827.23876583963,63.1640625,9.369597911834717,1694081194.7057903,-0.0670244023203849,183.1368408203125,183.06512451171875,-0.0047060055658221,11.019755363464355,514621.18467118137,7,ppo,inverted_pendulum
87.671875,0.9770469665527344,491520,26.93004012107849,131007.00824200494,87.671875,10.346644878387451,1694081196.005226,-0.043556235730648,121.37818908691406,121.33038330078124,-0.0042487308382987,11.337830066680908,515099.1208768145,7,ppo,inverted_pendulum
137.109375,0.977447509765625,655360,28.23001503944397,130953.32355053232,137.109375,11.324092388153076,1694081197.305201,-0.0438335239887237,49.12493515014648,49.07695007324219,-0.0041530765593051,11.65611696243286,514755.7194050601,7,ppo,inverted_pendulum
284.171875,0.9787561893463136,819200,29.531036138534542,130778.22791137388,284.171875,12.30284857749939,1694081198.6062222,-0.0487525016069412,27.05318832397461,27.000385284423828,-0.004052136093378,11.974197626113892,515089.4685138671,7,ppo,inverted_pendulum
938.40625,0.972832441329956,983040,30.826306104660038,131574.5595665083,938.40625,13.275681018829346,1694081199.901492,-0.0325665324926376,32.570655822753906,32.53409576416016,-0.003995906561613,12.292432069778442,514840.5625530053,7,ppo,inverted_pendulum
838.8515625,0.9697844982147216,1146880,32.118871450424194,131988.08625590062,838.8515625,14.245465517044067,1694081201.1940577,-0.0029576735105365,50.03989410400391,50.03301239013672,-0.0039269104599952,12.610949516296388,514383.12654804526,7,ppo,inverted_pendulum
999.15625,0.97627854347229,1310720,33.41708278656006,131110.12308510605,999.15625,15.221744060516356,1694081202.4922688,0.0037206530105322,20.916484832763672,20.91630744934082,-0.0038967109285295,12.928887844085692,515320.06581029296,7,ppo,inverted_pendulum
1000.0,0.977210521697998,1474560,34.71670389175415,130985.08167675843,1000.0,16.198954582214355,1694081203.79189,-0.0123740825802087,2.828709602355957,2.8127121925354004,-0.0036231980193406,13.24716019630432,514779.2412941193,7,ppo,inverted_pendulum
1000.0,0.9746508598327636,1638400,36.01356816291809,131329.07923762873,1000.0,17.17360544204712,1694081205.0887542,-0.006827431730926,1.84893798828125,1.8383142948150637,-0.0037962575443089,13.565313816070557,514971.35289669846,7,ppo,inverted_pendulum
1000.0,0.9675467014312744,1802240,37.30668592453003,132293.35577357857,1000.0,18.141152143478397,1694081206.381872,-0.0047191493213176,0.6238092184066772,0.6152063608169556,-0.0038837047759443,13.88718056678772,509030.521589888,7,ppo,inverted_pendulum
1000.0,0.9845542907714844,1966080,38.61365723609924,130008.0667971096,1000.0,19.12570643424988,1694081207.6888433,-0.0027578920125961,1.147425413131714,1.1411409378051758,-0.0035266038030385,14.205634117126465,514486.3350580336,7,ppo,inverted_pendulum
1000.0,0.9750485420227052,2129920,39.911195039749146,131275.51550866212,1000.0,20.100754976272583,1694081208.986381,-0.0024844761937856,0.1893743276596069,0.1836221516132354,-0.003267701016739,14.524020671844482,514594.594439161,7,ppo,inverted_pendulum
1000.0,0.9813406467437744,2293760,41.21590542793274,130433.81054756258,1000.0,21.08209562301636,1694081210.2910914,-0.0043844715692102,0.1100092679262161,0.1023605465888977,-0.0032642395235598,14.842873334884644,513842.3447301223,7,ppo,inverted_pendulum
1000.0,0.9822652339935304,2457600,42.52125525474548,130311.03572667326,1000.0,22.064360857009888,1694081211.5964413,-0.0042862496338784,0.0664237514138221,0.0591719858348369,-0.0029655150137841,15.161492824554443,514218.386859495,7,ppo,inverted_pendulum
1000.0,0.9808096885681152,2621440,43.82527494430542,130504.42047209718,1000.0,23.045170545578003,1694081212.900461,-0.0007298380951397,0.0544359907507896,0.051014706492424,-0.0026914451736956,15.4803204536438,513882.6909950197,7,ppo,inverted_pendulum
1000.0,0.982353687286377,2785280,45.12979769706726,130299.30223358065,1000.0,24.02752423286438,1694081214.2049837,0.0058670584112405,0.0820765644311904,0.0853785723447799,-0.0025650453753769,15.798500537872314,514928.5204234555,7,ppo,inverted_pendulum
1000.0,0.977536916732788,2949120,46.430559396743774,130941.34636655272,1000.0,25.005061149597168,1694081215.5057454,0.0228832028806209,0.3605290055274963,0.3808099329471588,-0.0026022824458777,16.117700338363647,513283.5288361925,7,ppo,inverted_pendulum
680.4765625,0.970250368118286,3112960,47.723846197128296,131924.7116063914,680.4765625,25.97531151771545,1694081216.7990322,0.0217055547982454,2.3120479583740234,2.331362247467041,-0.0023917756043374,16.436304569244385,514243.0141215859,7,ppo,inverted_pendulum
