eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
11.4765625,8.372385025024414,0,13.408012866973875,15288.355661787871,106.9967041015625,8.372385025024414,1694087814.089448,,,,,,,7,ppo,inverted_double_pendulum
53.3515625,1.545593023300171,1146880,28.0381543636322,82816.10881413834,503.8623352050781,9.917978048324583,1694087828.7195897,-0.0434195920825004,5166.623046875,5166.5771484375,-0.0025579666253179,13.08145236968994,87672.22228759172,7,ppo,inverted_double_pendulum
66.3828125,1.5644090175628662,2293760,32.12820219993591,81820.03463480821,626.8224487304688,11.482387065887451,1694087832.8096373,-0.0125263798981904,2409.561767578125,2409.5498046875,0.0008111894712783,15.603005647659302,454830.7624590813,7,ppo,inverted_double_pendulum
83.1953125,1.5869498252868652,3440640,36.25603437423706,80657.87459717704,783.0647583007812,13.069336891174316,1694087836.9374695,-0.0118448613211512,1379.2911376953125,1379.2816162109375,0.0022971010766923,18.1394145488739,452166.8408633949,7,ppo,inverted_double_pendulum
104.6484375,1.5758006572723389,4587520,40.36476492881775,81228.5484266544,978.6988525390624,14.645137548446655,1694087841.0462,-0.0120518980547785,1246.0897216796875,1246.0814208984375,0.0036879286635667,20.66832590103149,453507.39519655984,7,ppo,inverted_double_pendulum
120.7890625,1.5726115703582764,5734400,44.47345566749573,81393.27117556354,1083.3245849609375,16.21774911880493,1694087845.1548908,-0.0062278457917273,641.80419921875,641.8033447265625,0.0053199264220893,23.200390577316284,452942.6166486304,7,ppo,inverted_double_pendulum
132.421875,1.5733349323272705,6881280,48.58242106437683,81355.84952065034,1208.37255859375,17.791084051132202,1694087849.2638562,-0.0100530870258808,224.2847442626953,224.28155517578125,0.0068777259439229,25.73199462890625,453025.0294392228,7,ppo,inverted_double_pendulum
142.09375,1.5723545551300049,8028160,52.69024443626404,81406.57562404349,1279.83984375,19.363438606262207,1694087853.3716795,-0.0064485678449273,169.34454345703125,169.34716796875,0.009088210761547,28.263298511505127,453078.7503958253,7,ppo,inverted_double_pendulum
152.6484375,1.5727713108062744,9175040,56.79870080947876,81385.00436810571,1374.966796875,20.93620991706848,1694087857.480136,-0.0066065276041626,105.73640441894533,105.74040985107422,0.0106269614771008,30.79486393928528,453031.9411912898,7,ppo,inverted_double_pendulum
163.546875,1.6182518005371094,10321920,60.95270776748657,79097.70281578916,1435.8701171875,22.55446171760559,1694087861.6341429,-0.0038938983343541,150.24624633789062,150.2545166015625,0.0121810939162969,33.32649850845337,453019.56845093606,7,ppo,inverted_double_pendulum
165.8828125,1.605802059173584,11468800,65.1148476600647,79710.94523684595,1454.39013671875,24.16026377677917,1694087865.7962828,-0.0016112200682982,184.89976501464844,184.91119384765625,0.013045260682702,35.876988649368286,449670.4306367516,7,ppo,inverted_double_pendulum
180.5078125,1.566946506500244,12615680,69.22260856628418,81687.53653619385,1565.593994140625,25.72721028327942,1694087869.9040437,0.0003252135065849,123.3422393798828,123.35660552978516,0.0140479756519198,38.4138650894165,452083.5078503869,7,ppo,inverted_double_pendulum
176.7265625,1.56929349899292,13762560,73.33144879341125,81565.36688780197,1615.0443115234375,27.29650378227234,1694087874.012884,0.0039005528669804,266.7115173339844,266.7308654785156,0.0154441203922033,40.94967555999756,452273.5485579111,7,ppo,inverted_double_pendulum
187.5703125,1.565941333770752,14909440,77.43919467926025,81739.9715044106,1706.5223388671875,28.86244511604309,1694087878.1206298,-0.006148628424853,67.0682144165039,67.07923889160156,0.0171720962971448,43.48777365684509,451865.90755672206,7,ppo,inverted_double_pendulum
192.140625,1.5695290565490725,16056320,81.54680490493774,81553.12542058568,1734.290771484375,30.431974172592163,1694087882.22824,-0.0007058680639602,72.89034271240234,72.90898132324219,0.0193369444459676,46.02198910713196,452558.2068683927,7,ppo,inverted_double_pendulum
203.359375,1.5743687152862549,17203200,85.6549870967865,81302.42855894579,1825.883056640625,32.00634288787842,1694087886.3364222,-0.003080670023337,75.73028564453125,75.7479476928711,0.0207339413464069,48.551955699920654,453318.2387739884,7,ppo,inverted_double_pendulum
207.078125,1.5696847438812256,18350080,89.76331686973572,81545.03666991457,1828.0615234375,33.576027631759644,1694087890.444752,-0.0030028314795345,137.443603515625,137.46157836914062,0.0209726709872484,51.08685088157654,452436.85352339386,7,ppo,inverted_double_pendulum
219.6875,1.569326639175415,19496960,93.87044095993042,81563.64443495087,1793.441650390625,35.14535427093506,1694087894.551876,-0.0035420143976807,195.87864685058597,195.8963928222656,0.0212732926011085,53.62083601951599,452599.339604889,7,ppo,inverted_double_pendulum
243.1875,1.570535659790039,20643840,97.97819566726685,81500.8555852288,1899.380615234375,36.7158899307251,1694087898.6596308,-0.0030467468313872,202.15060424804688,202.1690826416016,0.0214953441172838,56.1542239189148,452706.03853131423,7,ppo,inverted_double_pendulum
311.9921875,1.5717766284942627,21790720,102.08695697784424,81436.5080123516,2402.66650390625,38.28766655921936,1694087902.768392,-0.0064543006010353,252.95578002929688,252.9709930419922,0.021646661683917,58.68736267089844,452750.5645326,7,ppo,inverted_double_pendulum
