_runtime,_step,eval/avg_episode_length,training/sps,training/policy_loss,training/v_loss,training/entropy_loss,_timestamp,eval/episode_reward,training/total_loss,eval/epoch_eval_time,eval/episode_reward_ctrl,eval/sps,eval/episode_reward_dist,training/walltime,eval/walltime,seed,rl_algorithm,environment
15.447070360183716,0.0,1000,,,,,1694008447.8075674,-712.4464111328125,,9.444979429244995,-136.0394287109375,13552.17350751096,-42.03961944580078,,9.444979429244995,2,ppo,reacher
30.17310237884521,3276800.0,1000,232456.1752282334,-0.0575624331831932,456.5347595214844,-0.0010975771583616,1694008462.5335994,-514.841552734375,456.4761047363281,0.6261188983917236,-85.44696807861328,204434.01457580403,-43.24062728881836,14.096420526504517,10.07109832763672,2,ppo,reacher
33.911274433135986,6553600.0,1000,1053306.1217370273,-0.0701561868190765,37.31468200683594,-0.000635152333416,1694008466.2717714,-372.370361328125,37.2438850402832,0.6230423450469971,-50.517860412597656,205443.4999764659,-42.5541877746582,17.20738697052002,10.694140672683716,2,ppo,reacher
37.65085458755493,9830400.0,1000,1052872.815473365,-0.0568358413875103,21.586509704589844,-0.0001210939954034,1694008470.0113516,-285.1407775878906,21.5295524597168,0.6228325366973877,-29.403831481933597,205512.7059975524,-41.85807800292969,20.319633722305294,11.316973209381104,2,ppo,reacher
41.39861750602722,13107200.0,1000,1054724.3204980448,-0.0373566150665283,16.167469024658203,0.0004003999056294,1694008473.7591145,-236.8829040527344,16.130512237548828,0.6351227760314941,-17.62902069091797,201535.8365823316,-41.569091796875,23.426417112350464,11.952095985412598,2,ppo,reacher
45.20724105834961,16384000.0,1000,1055121.5661611708,-0.0231372881680727,15.172357559204102,0.0008824755204841,1694008477.567738,-196.08644104003903,15.150102615356444,0.6985864639282227,-11.5712308883667,183227.14024580867,-37.421142578125,26.53203082084656,12.65068244934082,2,ppo,reacher
49.0151047706604,19660800.0,1000,1055472.7452038366,-0.0250867418944835,14.727181434631348,0.0012617332395166,1694008481.3756018,-128.37107849121094,14.703356742858888,0.6988613605499268,-8.514762878417969,183155.0679798324,-23.527034759521484,29.636611223220825,13.349543809890749,2,ppo,reacher
52.82359337806702,22937600.0,1000,1055734.9448469542,-0.0269968323409557,8.301515579223633,0.0016606716671958,1694008485.1840904,-90.27682495117188,8.276180267333984,0.7002205848693848,-6.022002220153809,182799.53883943072,-16.480018615722656,32.74042057991028,14.049764394760132,2,ppo,reacher
56.63131666183472,26214400.0,1000,1055817.5071301258,-0.0272545833140611,3.4995241165161133,0.0021104901097714,1694008488.9918137,-59.53017044067383,3.4743800163269043,0.6996750831604004,-4.178936958312988,182942.0585078289,-10.629009246826172,35.843987226486206,14.749439477920532,2,ppo,reacher
60.68930220603943,29491200.0,1000,1008587.6896179842,-0.0254989061504602,1.6763290166854858,0.0025559463538229,1694008493.0497992,-39.91720581054688,1.653386116027832,0.8036789894104004,-2.8554916381835938,159267.57036899036,-7.047122001647949,39.09288668632507,15.553118467330933,2,ppo,reacher
64.73038458824158,32768000.0,1000,991979.1800577176,-0.0279442891478538,0.622487485408783,0.003036483656615,1694008497.0908816,-30.935251235961918,0.5975797176361084,0.7318661212921143,-2.179548978805542,174895.37536457513,-5.471871852874756,42.39618182182312,16.284984588623047,2,ppo,reacher
68.66742491722107,36044800.0,1000,1027585.1861222606,-0.0175654366612434,0.4512506425380707,0.0034818910062313,1694008501.027922,-24.425804138183597,0.437167078256607,0.743220329284668,-1.620291233062744,172223.49141498454,-4.40277624130249,45.58501720428467,17.028204917907715,2,ppo,reacher
72.59662675857544,39321600.0,1000,1027630.6709715228,-0.0126445386558771,0.2887556552886963,0.0039073769003152,1694008504.9571238,-20.754880905151367,0.2800184488296509,0.7353134155273438,-1.2671668529510498,174075.43136990422,-3.835026264190674,48.77371144294739,17.76351833343506,2,ppo,reacher
76.47103071212769,42598400.0,1000,1034954.0116068748,-0.012584900483489,0.1638922542333603,0.0043376958929002,1694008508.8315277,-18.58899307250977,0.1556450724601745,0.7031221389770508,-1.1138732433319092,182045.18518819928,-3.450216770172119,51.93984246253967,18.46664047241211,2,ppo,reacher
80.27798342704773,45875200.0,1000,1039307.2996769836,-0.0061806761659681,0.1874237060546875,0.0046638688072562,1694008512.6384804,-17.674453735351562,0.1859068870544433,0.6484124660491943,-0.9513646364212036,197405.21150049692,-3.383819580078125,55.09271168708801,19.115052938461304,2,ppo,reacher
84.08512902259827,49152000.0,1000,1039841.5279128912,-0.0043138675391674,0.1069483235478401,0.0050140600651502,1694008516.445626,-16.724483489990234,0.1076485142111778,0.651831865310669,-0.9088571071624756,196369.65728730377,-3.189746856689453,58.24396109580994,19.766884803771973,2,ppo,reacher
87.89246273040771,52428800.0,1000,1039187.696480481,-0.0031378916464746,0.1470199078321457,0.0052454192191362,1694008520.2529595,-15.778718948364258,0.1491274237632751,0.6499037742614746,-0.8213111162185669,196952.23365251915,-3.042011260986328,61.39719319343567,20.416788578033447,2,ppo,reacher
91.6948413848877,55705600.0,1000,1038775.033293356,-0.0012719410005956,0.1236289590597152,0.0054793432354927,1694008524.0553384,-15.349592208862305,0.1278363466262817,0.6436202526092529,-0.7817949056625366,198875.03458923916,-2.973205327987671,64.551677942276,21.0604088306427,2,ppo,reacher
95.49826669692992,58982400.0,1000,1038272.1752723143,-0.0021578045561909,0.0794514343142509,0.005726265721023,1694008527.8587637,-15.76524543762207,0.0830198973417282,0.6432139873504639,-0.8151702880859375,199000.64755628124,-3.040167570114136,67.70769047737122,21.703622817993164,2,ppo,reacher
99.31366896629332,62259200.0,1000,1039198.6969389528,0.0001253894151886,0.1033390015363693,0.0058614248409867,1694008531.674166,-15.244016647338867,0.1093258112668991,0.6582508087158203,-0.7687849998474121,194454.75539895627,-2.957070827484131,70.86088919639587,22.361873626708984,2,ppo,reacher
