,training/walltime,eval/sps,_timestamp,eval/episode_x_velocity,eval/episode_reward_healthy,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_reward_ctrl,training/sps,_runtime,eval/episode_reward,training/entropy_loss,eval/walltime,training/v_loss,training/total_loss,training/policy_loss,eval/episode_x_position,eval/avg_episode_length,_step
0,,11080.416751088303,1694009092.6643682,1.11965012550354,17.3984375,1.11965012550354,11.551912069320679,-0.014046452939510345,,16.438180208206177,18.50404167175293,,11.551912069320679,,,,0.055942803621292114,17.3984375,0.0
1,17.029129028320312,116094.32932052053,1694009110.800006,112.55644989013672,96.765625,112.55644989013672,1.1025516986846924,-0.1105789989233017,230907.87517439187,34.57381796836853,209.2115020751953,-0.0016776027623564005,12.654463768005371,1383.3988037109375,1383.36474609375,-0.03218596801161766,33.83552932739258,96.765625,3932160.0
2,21.99171257019043,122560.70370868375,1694009116.8114612,135.09657287597656,102.7890625,135.09657287597656,1.0443804264068604,-0.11965753883123398,792361.471967924,40.58527326583862,237.7659912109375,-0.0009768875315785408,13.698844194412231,343.2690124511719,343.25225830078125,-0.015789154917001724,41.618873596191406,102.7890625,7864320.0
3,26.95123529434204,122252.1185215277,1694009122.8226647,172.120361328125,114.109375,172.120361328125,1.0470166206359863,-0.13673262298107147,792850.4855621255,46.596476793289185,286.093017578125,-0.0008242427138611674,14.745860815048218,141.17733764648438,141.16342163085938,-0.013103599660098553,57.04025650024414,114.109375,11796480.0
4,31.915037870407104,122701.4037033194,1694009128.8343313,231.602294921875,129.4609375,231.602294921875,1.0431828498840332,-0.155221626162529,792166.8800770731,52.60814332962036,360.90802001953125,-0.0006797672249376774,15.789043664932251,366.92401123046875,366.9075622558594,-0.015761684626340866,83.94862365722656,129.4609375,15728640.0
5,36.88019394874573,124639.34976940819,1694009134.8313084,309.427001953125,143.765625,309.427001953125,1.0269629955291748,-0.1767960786819458,791950.9352696378,58.60512042045593,453.015869140625,-0.00038033677265048027,16.816006660461426,334.498779296875,334.488525390625,-0.009884901344776154,119.4865951538086,143.765625,19660800.0
6,41.851940631866455,124740.56367480657,1694009140.8344035,371.59149169921875,151.375,371.59149169921875,1.0261297225952148,-0.18642055988311768,790901.1159699338,64.60821557044983,522.7800903320312,-0.0002037376252701506,17.84213638305664,266.9749755859375,266.9676513671875,-0.00712546706199646,144.81906127929688,151.375,23592960.0
7,46.81902027130127,120887.30369103413,1694009146.8667393,422.8235778808594,157.0546875,422.8235778808594,1.0588374137878418,-0.18568114936351776,791644.2427823497,70.64055132865906,579.6925659179688,-2.6874882678384893e-05,18.900973796844482,209.3498992919922,209.344970703125,-0.004909713752567768,167.76510620117188,157.0546875,27525120.0
8,51.78607749938965,123140.78352883861,1694009152.8785143,455.48236083984375,160.1015625,455.48236083984375,1.0394606590270996,-0.18175481259822845,791647.8146786585,76.65232634544373,615.4021606445312,5.13148661411833e-05,19.940434455871582,230.21395874023438,230.20849609375,-0.005478209815919399,182.47616577148438,160.1015625,31457280.0
9,56.757540702819824,123805.95656755965,1694009158.8891206,480.45703125,161.125,480.45703125,1.0338759422302246,-0.18136908113956451,790946.2142427033,82.66293263435364,641.400634765625,0.00014676526188850403,20.974310398101807,127.34698486328125,127.3424301147461,-0.0047063566744327545,190.4867706298828,161.125,35389440.0
10,61.72682309150696,123515.02736389144,1694009164.8998315,488.8634033203125,160.21875,488.8634033203125,1.036311149597168,-0.17811045050621033,791293.3281778865,88.67364358901978,648.904052734375,0.0002593182725831866,22.010621547698975,142.70657348632812,142.70372009277344,-0.003122406080365181,190.67581176757812,160.21875,39321600.0
11,66.69591522216797,123400.07626441364,1694009170.9115162,490.93292236328125,158.8359375,490.93292236328125,1.0372765064239502,-0.17681556940078735,791323.6254440158,94.68532824516296,649.592041015625,0.00036367360735312104,23.047898054122925,110.49942016601562,110.49754333496094,-0.0022412955295294523,188.51705932617188,158.8359375,43253760.0
