eval/episode_x_velocity,eval/avg_episode_length,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_reward_fwd,eval/episode_forward_reward,_runtime,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
-1.6587238311767578,1000,12.270469665527344,975.1557006835938,-0.0542562827467918,0,-1.6587238311767578,-1.6587238311767578,17.534623622894287,10431.54854614923,31.519058227539062,356.0960998535156,-1.7129796743392944,12.270469665527344,1.875558614730835,1694136318.4174416,,,,,,,7,ppo,swimmer
75.18244171142578,1000,1.8473975658416748,2526.450927734375,-0.0585208050906658,2949120,75.18244171142578,75.18244171142578,39.63867139816284,69286.65619502598,69.12220001220703,2142.77685546875,75.12393188476562,14.11786723136902,3.442643642425537,1694136340.5214894,-0.0095826834440231,0.0024627174716442,-0.0081392508000135,-0.0010192847112193,20.251925945281982,145621.70570681183,7,ppo,swimmer
86.10678100585938,1000,1.882957935333252,2777.01220703125,-0.0636227652430534,5898240,86.10678100585938,86.10678100585938,51.56110072135925,67978.15160822812,18.01934051513672,2456.77734375,86.04316711425781,16.00082516670227,-0.8582354187965393,1694136352.4439187,-0.0019613411277532,0.0069902050308883,0.0046712299808859,-0.0003576339804567,30.285930156707764,293912.5734710993,7,ppo,swimmer
140.8846893310547,1000,1.8800764083862305,3683.2431640625,-0.0760371834039688,8847360,140.8846893310547,140.8846893310547,63.483193159103394,68082.33932889419,-151.9569091796875,3248.2509765625,140.80865478515625,17.8809015750885,-9.471433639526367,1694136364.3660111,-0.0016318414127454,0.0079269120469689,0.0064544943161308,0.0001594232890056,40.322343826293945,293842.0134013465,7,ppo,swimmer
126.46733856201172,1000,1.88240647315979,3522.101318359375,-0.0746321827173233,11796480,126.46733856201172,126.46733856201172,75.40466022491455,67998.06621209731,-81.22761535644531,3147.99267578125,126.39270782470705,19.76330804824829,-4.966180801391602,1694136376.2874782,-0.0009587122476659,0.0057525904849171,0.0052538788877427,0.0004600006213877,50.355568408966064,293935.4118608366,7,ppo,swimmer
145.34422302246094,1000,1.880300045013428,3855.8212890625,-0.0827588438987732,14745600,145.34422302246094,145.34422302246094,87.32663679122925,68074.24184212362,-18.5664005279541,3436.39501953125,145.261474609375,21.64360809326172,-2.4963748455047607,1694136388.2094548,-0.0008939300896599,0.0062256446108222,0.0062061683274805,0.0008744537481106,60.391650676727295,293851.71636878845,7,ppo,swimmer
152.12344360351562,1000,1.878023386001587,4018.537109375,-0.0841485112905502,17694720,152.12344360351562,152.12344360351562,99.24802327156068,68156.76575387003,-93.12503051757812,3602.499755859375,152.039306640625,23.521631479263306,-9.990045547485352,1694136400.1308413,-0.0007245939341373,0.0047916872426867,0.0053754961118102,0.0013084025122225,70.42968392372131,293794.6037270938,7,ppo,swimmer
151.53619384765625,1000,1.8820607662200928,3984.4619140625,-0.0803612023591995,20643840,151.53619384765625,151.53619384765625,111.16991090774536,68010.556458851,-104.8458251953125,3592.512451171875,151.455810546875,25.4036922454834,-9.902181625366213,1694136412.052729,-0.0006343073328025,0.0055499733425676,0.0064586959779262,0.0015430302591994,80.464191198349,293897.8386568983,7,ppo,swimmer
146.1422119140625,1000,1.8830327987670896,3965.736328125,-0.0748103708028793,23592960,146.1422119140625,146.1422119140625,123.0906925201416,67975.44901172598,-137.06756591796875,3619.82275390625,146.06739807128906,27.28672504425049,-16.890541076660156,1694136423.9735105,-0.0002114841045113,0.0049842931330204,0.0065549840219318,0.0017821748042479,90.49655032157898,293960.76872600155,7,ppo,swimmer
130.68304443359375,1000,1.8775713443756104,3732.033203125,-0.0717501640319824,26542080,130.68304443359375,130.68304443359375,135.01138353347778,68173.17508782423,-184.00848388671875,3432.99169921875,130.61129760742188,29.1642963886261,-16.617633819580078,1694136435.8942015,-0.000399264274165,0.0035340231843292,0.0047059236094355,0.0015711648156866,100.53441429138184,293799.5582398713,7,ppo,swimmer
