,_step,training/policy_loss,eval/episode_reward,training/v_loss,eval/sps,eval/episode_x_velocity,_timestamp,training/walltime,eval/avg_episode_length,_runtime,training/entropy_loss,eval/epoch_eval_time,eval/episode_reward_ctrl,training/total_loss,eval/episode_reward_run,eval/walltime,eval/episode_x_position,training/sps
0,0.0,,-312.6446838378906,,5984.085949728458,35.65383529663086,1694011854.0861344,,1000,29.57531452178955,,21.390067100524902,-348.29852294921875,,35.65383529663086,21.390067100524902,588.71337890625,
1,2949120.0,0.02999570034444332,288.72857666015625,3.4687187671661377,24025.37188090682,487.3067626953125,1694011893.3549535,33.936630725860596,1000,68.84413361549377,-0.0021847134921699762,5.327701091766357,-198.57814025878906,3.4965298175811768,487.3067626953125,26.71776819229126,13555.666015625,86900.78941020783
2,5898240.0,-0.009876695461571217,1765.1954345703125,7.335274696350098,24351.294137978035,1973.317626953125,1694011915.6931334,51.01347899436951,1000,91.18231344223022,-0.0016180705279111862,5.256394147872925,-208.1220703125,7.323779582977295,1973.317626953125,31.974162340164185,56516.7421875,172696.9727451649
3,8847360.0,-0.006003158632665873,3167.7939453125,12.481144905090332,24386.86965963234,3385.280029296875,1694011938.0329874,68.09955406188965,1000,113.52216744422913,-0.0004748471255879849,5.24872612953186,-217.48617553710938,12.4746675491333,3385.280029296875,37.222888469696045,93653.359375,172603.7131609087
4,11796480.0,-0.004164743237197399,3946.11328125,13.603816032409668,24341.762535213362,4168.6435546875,1694011960.3725896,85.17576289176941,1000,135.8617696762085,0.0006342389388009906,5.258452415466309,-222.5296630859375,13.600285530090332,4168.6435546875,42.48134088516235,113922.4453125,172703.4395854695
5,14745600.0,-0.0036703981459140778,4472.0830078125,14.618767738342285,24282.63240891654,4692.3173828125,1694011982.7166488,102.24347281455994,1000,158.2058289051056,0.0014642046298831701,5.271257162094116,-220.23406982421875,14.616561889648438,4692.3173828125,47.75259804725647,126121.4375,172789.4376774026
6,17694720.0,-0.0031153049785643816,5000.7490234375,15.653603553771973,24268.289377579804,5225.2412109375,1694012005.0577981,119.30500411987305,1000,180.54697823524475,0.002259396482259035,5.274372577667236,-224.49232482910156,15.65274715423584,5225.2412109375,53.026970624923706,138109.375,172852.0111838741
7,20643840.0,-0.0027442420832812786,5283.2607421875,15.39167308807373,24283.35181784464,5506.080078125,1694012027.3958697,136.36696362495422,1000,202.8850498199463,0.0029314449056982994,5.271100997924805,-222.820068359375,15.39185905456543,5506.080078125,58.29807162284851,143850.8125,172847.67315979916
8,23592960.0,-0.002281657187268138,5410.3505859375,16.342052459716797,24458.566337831693,5633.56005859375,1694012049.7354233,153.46788477897644,1000,225.22460341453552,0.003598903538659215,5.233340263366699,-223.20993041992188,16.34337043762207,5633.56005859375,63.53141188621521,147762.078125,172453.86803659715
9,26542080.0,-0.0017211514059454203,5439.521484375,15.472086906433105,24368.72491193717,5665.8330078125,1694012072.0750449,170.54975199699402,1000,247.5642249584198,0.004075539764016867,5.252634286880493,-226.311767578125,15.47443962097168,5665.8330078125,68.7840461730957,147887.09375,172646.2313727233
10,29491200.0,-0.0018787822918966413,6043.85693359375,16.473989486694336,24376.107069622052,6269.5576171875,1694012094.4138603,187.6322841644287,1000,269.90304040908813,0.004886192735284567,5.2510435581207275,-225.6997528076172,16.47699737548828,6269.5576171875,74.03508973121643,161398.9375,172639.51099837874
11,32440320.0,-0.0015396373346447945,5665.3447265625,16.27557373046875,24325.78214526781,5893.1953125,1694012116.7511666,204.70270824432373,1000,292.24034667015076,0.005335926078259945,5.261906862258911,-227.85134887695312,16.279369354248047,5893.1953125,79.29699659347534,154996.796875,172761.96456497972
12,35389440.0,-0.0013365460326895118,5957.6201171875,16.44258689880371,24364.45831207738,6182.71875,1694012139.089937,221.7830946445465,1000,314.57911705970764,0.005989932455122471,5.253554105758667,-225.09849548339844,16.447240829467773,6182.71875,84.55055069923401,159381.78125,172661.19927834507
13,38338560.0,-0.0010088434210047126,6185.20068359375,16.531951904296875,24267.672876646644,6410.3388671875,1694012161.4364774,238.8496925830841,1000,336.92565751075745,0.006305168382823467,5.274506568908691,-225.13844299316406,16.537248611450195,6410.3388671875,89.8250572681427,163542.0625,172800.69587510914
14,41287680.0,-0.0010059194173663855,6015.4111328125,16.543991088867188,24353.9695832424,6240.0341796875,1694012183.7893064,255.9410924911499,1000,359.27848649024963,0.006701580248773098,5.255816698074341,-224.62315368652344,16.5496883392334,6240.0341796875,95.08087396621704,161222.703125,172549.93832355694
15,44236800.0,-0.0005706636584363878,6195.9755859375,16.84429359436035,24365.203587547414,6418.5908203125,1694012206.1387887,273.03165316581726,1000,381.627968788147,0.007027721963822842,5.2533934116363525,-222.61517333984375,16.850751876831055,6418.5908203125,100.3342673778534,166340.234375,172558.4114025797
16,47185920.0,-0.0005001804674975574,6335.7939453125,16.576778411865234,24261.851668676773,6558.4453125,1694012228.493051,290.1053855419159,1000,403.9822311401367,0.0073189702816307545,5.2757720947265625,-222.65216064453125,16.58359718322754,6558.4453125,105.61003947257996,167589.390625,172728.48929789054
17,50135040.0,-0.0003727974253706634,6423.22265625,16.945770263671875,24354.35625689781,6642.71435546875,1694012250.8388157,307.1904921531677,1000,426.3279957771301,0.007732716854661703,5.255733251571655,-219.49191284179688,16.9531307220459,6642.71435546875,110.86577272415161,171147.15625,172613.49707105616
18,53084160.0,-0.00015475600957870483,6458.94921875,16.493072509765625,24360.142360961912,6678.578125,1694012273.1871338,324.2791495323181,1000,448.6763138771057,0.007905020378530025,5.2544848918914795,-219.6289825439453,16.500822067260742,6678.578125,116.12025761604309,170040.140625,172577.63056319312
19,56033280.0,0.001276072347536683,6600.005859375,16.94782829284668,24078.63128370726,6820.1640625,1694012295.5990648,341.36973452568054,1000,471.08824491500854,0.008359633386135101,5.3159167766571045,-220.15853881835938,16.95746612548828,6820.1640625,121.4361743927002,172783.40625,172558.1658641508
