eval/episode_reward_forward,eval/episode_reward,training/entropy_loss,training/walltime,eval/episode_x_velocity,eval/episode_reward_healthy,eval/avg_episode_length,training/v_loss,training/sps,_step,eval/episode_x_position,_runtime,training/policy_loss,eval/episode_reward_ctrl,eval/sps,training/total_loss,eval/epoch_eval_time,eval/walltime,_timestamp,seed,rl_algorithm,environment
-1.083629131317139,22.584680557250977,,,-1.083629131317139,23.6875,23.6875,,,0.0,0.0636341124773025,18.716941833496094,,-0.0191911533474922,9856.8386353783,,12.985908031463625,12.985908031463625,1694008775.8160155,0,ppo,hopper
76.29058837890625,156.2103271484375,-0.0017372983274981,19.82430934906006,76.29058837890625,79.984375,79.984375,907.9049682617188,198350.4156822713,3932160.0,19.43174934387207,39.63645386695862,-0.0301969908177852,-0.0646334141492843,117327.06039906474,907.873046875,1.0909674167633057,14.076875448226929,1694008796.7355278,0,ppo,hopper
265.8358154296875,415.6273193359375,-0.001304502482526,24.81030511856079,265.8358154296875,149.9609375,149.9609375,1123.0517578125,788640.8616816261,7864320.0,108.92742156982422,45.66748142242432,-0.021468436345458,-0.1694117188453674,123115.34048888773,1123.029052734375,1.03967547416687,15.1165509223938,1694008802.7665553,0,ppo,hopper
355.682373046875,515.9473876953125,-0.0004492744046729,29.78632378578186,355.682373046875,160.4609375,160.4609375,400.4773864746094,790222.1159061632,11796480.0,151.1025848388672,51.685067892074585,-0.0094797685742378,-0.1959298104047775,123475.68312615326,400.4674682617188,1.0366413593292236,16.153192281723022,1694008808.7841418,0,ppo,hopper
408.57720947265625,572.4620361328125,0.0001874413283076,34.76530432701111,408.57720947265625,164.09375,164.09375,310.95758056640625,789752.0320553811,15728640.0,173.66354370117188,57.73517370223999,-0.0058060493320226,-0.2089423239231109,120043.23311002606,310.95196533203125,1.0662825107574463,17.21947479248047,1694008814.8342476,0,ppo,hopper
448.4552001953125,613.621337890625,0.00066118768882,39.7465705871582,448.4552001953125,165.3828125,165.3828125,163.09982299804688,789389.6440468301,19660800.0,188.08987426757807,63.80152773857117,-0.0046796416863799,-0.2166381031274795,118500.39807607964,163.09580993652344,1.080165147781372,18.29963994026184,1694008820.9006016,0,ppo,hopper
447.76708984375,607.9557495117188,0.0009228701237589,44.72407364845276,447.76708984375,160.390625,160.390625,103.25897216796876,789986.4553729312,23592960.0,178.51731872558594,69.85828495025635,-0.0040921038016676,-0.201947420835495,119095.40970907555,103.25579833984376,1.0747685432434082,19.37440848350525,1694008826.9573588,0,ppo,hopper
455.85150146484375,614.527099609375,0.0009654472814872,49.70049476623535,455.85150146484375,158.875,158.875,118.09236907958984,790158.2094708461,27525120.0,177.71194458007812,75.88555693626404,-0.0028216722421348,-0.199412852525711,122311.91661470388,118.09050750732422,1.0465047359466553,20.420913219451904,1694008832.9846308,0,ppo,hopper
474.779052734375,638.1226806640625,0.001122991903685,54.67351031303406,474.779052734375,163.5625,163.5625,290.84674072265625,790699.3177472089,31457280.0,191.9591064453125,81.98741793632507,-0.0012714361073449,-0.2188721597194671,113852.6002912528,290.8466186523437,1.124260663986206,21.54517388343811,1694008839.0864918,0,ppo,hopper
481.34515380859375,644.9652709960938,0.0016444529173895,59.652302503585815,481.34515380859375,163.84375,163.84375,148.9154052734375,789781.9088456937,35389440.0,194.5589141845703,88.09777903556824,-0.0009603281505405,-0.2236098796129226,113582.17520063603,148.91607666015625,1.1269373893737793,22.67211127281189,1694008845.196853,0,ppo,hopper
