,_timestamp,eval/avg_episode_length,_runtime,training/v_loss,eval/epoch_eval_time,_step,training/policy_loss,eval/sps,eval/episode_reward,training/sps,training/total_loss,training/entropy_loss,training/walltime,eval/walltime
0,1694006312.149145,16.78125,13.423627853393555,,6.8902812004089355,0.0,,18576.890590822804,16.78125,,,,,6.8902812004089355
1,1694006323.2239635,27.28125,24.498446464538574,269.12353515625,0.9307386875152588,163840.0,-0.012164736166596413,137525.17405472256,27.28125,16156.016761101639,269.1050109863281,-0.006371628027409315,10.141113519668579,7.821019887924194
2,1694006324.4755206,61.2734375,25.750003576278687,148.15171813964844,0.9305367469787598,327680.0,-0.08497720956802368,137555.01909579258,61.2734375,516277.1023952375,148.0620880126953,-0.004639249294996262,10.458462476730347,8.751556634902954
3,1694006325.7697918,128.9921875,27.04427480697632,137.16278076171875,0.9730675220489502,491520.0,-0.05395142734050751,131542.77282883247,128.9921875,516087.5037531533,137.10455322265625,-0.0042873467318713665,10.775928020477295,9.724624156951904
4,1694006327.0642557,320.0625,28.338738679885864,80.33161926269531,0.9718418121337891,655360.0,-0.04738859087228775,131708.6776900054,320.0625,514180.2962096124,80.28032684326172,-0.0039015142247080803,11.094571113586426,10.696465969085693
5,1694006328.3605146,1000.0,29.634997606277466,44.660362243652344,0.9741714000701904,819200.0,-0.03637779504060745,131393.71571653348,1000.0,515022.6840740463,44.620052337646484,-0.003928881138563156,11.41269302368164,11.670637369155884
6,1694006329.6450768,1000.0,30.919559717178345,25.065540313720703,0.9619998931884766,983040.0,-0.013573072850704193,133056.14782944892,1000.0,514290.73615531815,25.047941207885742,-0.004024879541248083,11.73126769065857,12.63263726234436
7,1694006330.9422295,1000.0,32.216712474823,11.14894962310791,0.9738998413085938,1146880.0,-0.00018625182565301657,131430.35307204802,1000.0,513750.9166471666,11.144599914550781,-0.004163382574915886,12.050177097320557,13.606537103652954
8,1694006332.2473125,1000.0,33.52179551124573,3.5293145179748535,0.9824950695037842,1310720.0,0.0008819150389172137,130280.55200790704,1000.0,514583.0343257653,3.5261306762695312,-0.004065425600856543,12.368570804595947,14.589032173156738
9,1694006333.5661902,1000.0,34.840673208236694,31.711671829223633,0.9964516162872314,1474560.0,0.004943286068737507,128455.81050580929,1000.0,514645.46510913834,31.712541580200195,-0.004073793068528175,12.686925888061523,15.58548378944397
10,1694006334.8690379,997.3046875,36.14352083206177,19.59231185913086,0.980438232421875,1638400.0,0.019808519631624222,130553.86435085753,997.3046875,514367.7258441062,19.60799789428711,-0.004123144783079624,13.005452871322632,16.565922021865845
11,1694006336.1815166,843.0390625,37.45599961280823,2.338888168334961,0.9901008605957031,1802240.0,-0.004461395554244518,129279.75835006106,843.0390625,514146.0579166901,2.3307528495788574,-0.0036739520728588104,13.324117183685303,17.556022882461548
12,1694006337.4654367,1000.0,38.739919662475586,1.6965577602386475,0.9612417221069336,1966080.0,-0.020425569266080856,133161.09471344878,1000.0,513916.50988803233,1.6730067729949951,-0.0031253634952008724,13.642923831939697,18.51726460456848
13,1694006338.73642,993.546875,40.010902881622314,2.3434064388275146,0.9494969844818115,2129920.0,-0.003977934829890728,134808.22171315906,993.546875,515601.1558797512,2.336216926574707,-0.0032115941867232323,13.960688829421997,19.466761589050293
14,1694006339.9837656,1000.0,41.25824856758118,6.798179626464844,0.9250428676605225,2293760.0,-0.0042812395840883255,138371.9657486989,1000.0,513886.14954111085,6.7908124923706055,-0.003085692645981908,14.27951431274414,20.391804456710815
15,1694006341.2318656,1000.0,42.506348609924316,1.8090217113494873,0.9272110462188721,2457600.0,0.005319445859640837,138048.3984978163,1000.0,516148.7494338619,1.8112714290618896,-0.0030697700567543507,14.59694218635559,21.319015502929688
16,1694006342.48293,1000.0,43.757412910461426,1.4515177011489868,0.929938793182373,2621440.0,0.0048382095992565155,137643.4674393646,1000.0,515759.4280370521,1.4538030624389648,-0.0025528378318995237,14.914609670639038,22.24895429611206
17,1694006343.735819,1000.0,45.01030206680298,0.35804635286331177,0.9319155216217041,2785280.0,0.013185573741793633,137351.50561421757,1000.0,516084.7906731533,0.3678423762321472,-0.003389577381312847,15.23207688331604,23.180869817733765
18,1694006344.9875216,1000.0,46.26200461387634,0.19294072687625885,0.9306845664978027,2949120.0,0.001535167102701962,137533.17139626405,1000.0,516111.5351355817,0.1911604255437851,-0.0033154706470668316,15.549527645111084,24.111554384231567
19,1694006346.2408173,1000.0,47.515300273895264,0.06358416378498077,0.9321630001068115,3112960.0,-0.004119614139199257,137315.04037956148,1000.0,516101.0695810477,0.05659063160419464,-0.002873925492167473,15.866984844207764,25.04371738433838
