,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,_runtime,eval/sps,eval/episode_reward,eval/episode_reward_healthy,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,-0.8295904397964478,15.6484375,-0.8295904397964478,10.661903381347656,-0.059920914471149445,-0.01330995000898838,0,15.328656435012817,12005.361090021517,14.805536270141602,15.6484375,10.661903381347656,1694111238.5914583,,,,,,,9,ppo,hopper
1,127.67031860351562,112.3671875,127.67031860351562,1.0692718029022217,45.87548065185547,-0.09658319503068924,3932160,34.71532154083252,119707.63621801483,239.94093322753906,112.3671875,11.731175184249878,1694111257.9781234,-0.035361744463443756,1134.6025390625,1134.5654296875,-0.001695531769655645,18.31301259994507,214719.45036568123,9,ppo,hopper
2,207.4592742919922,128.3515625,207.4592742919922,1.0388810634613037,75.51678466796875,-0.11862003803253174,7864320,40.727444887161255,123209.48422482026,335.6922302246094,128.3515625,12.770056247711182,1694111263.9902468,-0.020331840962171555,811.7111206054688,811.6896362304688,-0.0011566674802452326,23.281269550323486,791456.6495399354,9,ppo,hopper
3,246.0767822265625,131.53125,246.0767822265625,1.0392532348632812,88.05619812011719,-0.13233450055122375,11796480,46.73900246620178,123165.36115169179,377.4757080078125,131.53125,13.809309482574463,1694111270.0018044,-0.009256675839424133,169.3760223388672,169.36599731445312,-0.0007608539890497923,28.248563766479492,791610.0454067616,9,ppo,hopper
4,278.29937744140625,134.15625,278.29937744140625,1.0874300003051758,98.3573989868164,-0.14462518692016602,15728640,52.79739236831665,117708.7260458863,412.31097412109375,134.15625,14.896739482879639,1694111276.0601943,-0.005861021112650633,153.87026977539062,153.864013671875,-0.0004020622873213142,33.21438121795654,791845.4591661246,9,ppo,hopper
5,301.4764404296875,137.8125,301.4764404296875,1.0980377197265625,108.6288070678711,-0.15356659889221191,19660800,58.88249492645264,116571.58738761273,439.1353454589844,137.8125,15.994777202606201,1694111282.1452968,-0.004838303662836552,121.56622314453125,121.561279296875,-0.0001031259453156963,38.19572901725769,789376.7226114302,9,ppo,hopper
6,319.672119140625,140.09375,319.672119140625,1.0952606201171875,117.44503784179688,-0.16060978174209595,23592960,64.95841264724731,116867.16170467685,459.6052551269531,140.09375,17.09003782272339,1694111288.2212145,-0.003131889272481203,117.61486053466797,117.61180114746094,5.673068153555505e-05,43.171570777893066,790250.2107498479,9,ppo,hopper
7,333.213623046875,142.015625,333.213623046875,1.1041250228881836,123.5068359375,-0.16248735785484314,27525120,71.04681301116943,115928.90057429914,475.0667724609375,142.015625,18.194162845611572,1694111294.309615,-0.00147724780254066,157.53109741210938,157.52984619140625,0.00022488037939183414,48.15058350563049,789746.9267540636,9,ppo,hopper
8,344.81658935546875,144.3203125,344.81658935546875,1.087557077407837,129.12945556640625,-0.16714119911193848,31457280,77.11604261398315,117694.97220788132,488.9697570800781,144.3203125,19.28171992301941,1694111300.3788445,-0.0018622183706611395,84.43818664550781,84.43670654296875,0.00038437204784713686,53.1268527507782,790182.3246067719,9,ppo,hopper
9,350.4177551269531,144.828125,350.4177551269531,1.07484769821167,131.51058959960938,-0.1692184954881668,35389440,83.17461013793945,119086.63917033661,495.07666015625,144.828125,20.35656762123108,1694111306.437412,-0.0017332627903670073,52.26377868652344,52.26258850097656,0.0005426796851679683,58.10476636886597,789921.3007055981,9,ppo,hopper
10,352.4707336425781,144.5,352.4707336425781,1.0658395290374756,131.63690185546875,-0.16965904831886292,39321600,89.21666312217712,120093.12519642855,496.8010559082031,144.5,21.422407150268555,1694111312.479465,-0.0011824554530903697,85.39817810058594,85.39764404296875,0.0006446749321185052,63.0758740901947,791002.7745182248,9,ppo,hopper
11,355.5982666015625,144.15625,355.5982666015625,1.054586410522461,131.81626892089844,-0.1715216040611267,43253760,95.24586796760559,121374.59645112108,499.5829772949219,144.15625,22.476993560791016,1694111318.5086699,-0.000692719710059464,73.03386688232422,73.03392028808594,0.000745133962482214,68.04539608955383,791255.1751470445,9,ppo,hopper
12,358.1160583496094,144.0859375,358.1160583496094,1.031325101852417,132.38511657714844,-0.16901099681854248,47185920,101.25631260871887,124112.17352325906,502.0329895019531,144.0859375,23.508318662643433,1694111324.5191145,-0.00011810769501607865,82.10659790039062,82.10734558105469,0.0008660464081913233,73.0196750164032,790498.4939175037,9,ppo,hopper
13,360.7705078125,144.2109375,360.7705078125,1.0434095859527588,132.93121337890625,-0.17008580267429352,51118080,107.27477288246155,122674.7403160194,504.8114013671875,144.2109375,24.55172824859619,1694111330.5375748,-0.0008038249798119068,29.45284652709961,29.452983856201172,0.0009427623590454459,77.98999547958374,791128.0628943157,9,ppo,hopper
14,364.553466796875,144.734375,364.553466796875,1.0334484577178955,134.75637817382812,-0.17168569564819336,55050240,113.28672790527344,123857.16872871919,509.11614990234375,144.734375,25.585176706314087,1694111336.5495298,0.00017147514154203236,49.4692497253418,49.47052001953125,0.0010986900888383389,82.96370124816895,790589.5891221008,9,ppo,hopper
15,367.0054931640625,145.84375,367.0054931640625,1.0339727401733398,136.1797332763672,-0.1723490059375763,58982400,119.29757452011108,123794.36616340728,512.6768798828125,145.84375,26.619149446487427,1694111342.5603764,-9.302965918323025e-05,48.797080993652344,48.798187255859375,0.0011999337002635002,87.9358115196228,790843.2808852863,9,ppo,hopper
16,365.82098388671875,146.4609375,365.82098388671875,1.0324156284332275,136.3974609375,-0.17259180545806885,62914560,125.30908131599426,123981.07552309154,512.109375,146.4609375,27.651565074920654,1694111348.5718832,-2.1492462110472843e-05,50.50277328491211,50.5040397644043,0.0012824832228943706,92.91015219688416,790488.6808365666,9,ppo,hopper
17,368.7974853515625,147.0625,368.7974853515625,1.0346901416778564,137.9396209716797,-0.1720139980316162,66846720,131.3211259841919,123708.53344793142,515.68798828125,147.0625,28.68625521659851,1694111354.5839279,-0.0002573914243839681,78.5145263671875,78.51560974121094,0.0013283410808071494,97.88272142410278,790770.2880185796,9,ppo,hopper
18,369.9929504394531,147.640625,369.9929504394531,1.0303943157196045,138.54220581054688,-0.17249691486358643,70778880,137.33229207992554,124224.2877772551,517.4610595703125,147.640625,29.716649532318115,1694111360.595094,-0.000649597030133009,49.52914047241211,49.529930114746094,0.0014372451696544886,102.8588011264801,790212.4232699514,9,ppo,hopper
