eval/walltime,training/entropy_loss,training/walltime,eval/episode_reward,training/total_loss,eval/avg_episode_length,eval/sps,eval/episode_reward_dist,_timestamp,training/policy_loss,_step,training/v_loss,_runtime,eval/episode_reward_ctrl,training/sps,eval/epoch_eval_time,seed,rl_algorithm,environment
9.47271728515625,,,-713.3709716796875,,1000,13512.490254573102,-43.74337005615234,1694008552.62135,,0.0,,15.54040503501892,-134.5814208984375,,9.47271728515625,3,ppo,reacher
10.13375449180603,-0.001084579154849,14.263820886611938,-503.33306884765625,450.1315307617188,1000,193635.09150826788,-41.79095077514648,1694008567.5499485,-0.0578230023384094,3276800.0,450.1904602050781,30.469003438949585,-84.02430725097656,229728.06697787505,0.6610372066497803,3,ppo,reacher
10.781129121780396,-0.0006191204302012,17.41961431503296,-362.7478942871094,35.89365768432617,1000,197721.680883708,-41.40706253051758,1694008571.3574283,-0.0711064711213111,6553600.0,35.96538162231445,34.27648329734802,-49.25750732421875,1038344.2624885382,0.6473746299743652,3,ppo,reacher
11.426045894622805,-9.735296771395952e-05,20.57792830467224,-284.78228759765625,20.184043884277344,1000,198475.22252499743,-42.544219970703125,1694008575.1649966,-0.0573056787252426,9830400.0,20.24144744873047,38.08405160903931,-28.63032341003418,1037515.5892509124,0.6449167728424072,3,ppo,reacher
12.074930429458618,0.0004247272736392,23.732118606567383,-230.39385986328125,15.26937484741211,1000,197261.59760054585,-40.47412872314453,1694008578.9724662,-0.0375365242362022,13107200.0,15.306486129760742,41.89152121543884,-17.101409912109375,1038872.0040230897,0.6488845348358154,3,ppo,reacher
12.721334218978882,0.0009249370777979,26.88876986503601,-204.0648498535156,12.899681091308594,1000,198018.64109583385,-40.14167022705078,1694008582.7799222,-0.0232063774019479,16384000.0,12.92196273803711,45.69897723197937,-10.848167419433594,1038062.0891234148,0.6464037895202637,3,ppo,reacher
13.37002420425415,0.0013040981721132,30.043395280838013,-150.8363494873047,14.754684448242188,1000,197320.75861427677,-29.49814224243164,1694008586.5877917,-0.0194673351943492,19660800.0,14.77284812927246,49.50684666633606,-8.16745376586914,1038728.7135854568,0.6486899852752686,3,ppo,reacher
14.019665479660034,0.0016376783605664,33.19726896286011,-102.3233413696289,10.310897827148438,1000,197031.81562782932,-19.453144073486328,1694008590.395804,-0.0284980647265911,22937600.0,10.337759017944336,53.31485891342163,-6.064303874969482,1038976.2972051218,0.6496412754058838,3,ppo,reacher
14.668031215667725,0.0020495173521339,36.35218548774719,-64.76094055175781,4.188349723815918,1000,197419.43920133644,-11.86561393737793,1694008594.203495,-0.0291548743844032,26214400.0,4.215455055236816,57.12255001068115,-4.254200458526611,1038632.8684614808,0.6483657360076904,3,ppo,reacher
15.317789793014526,0.0024750442244112,39.5056369304657,-44.01182556152344,1.690890908241272,1000,196996.2451633499,-7.901047706604004,1694008598.0110724,-0.0275121573358774,29491200.0,1.715928077697754,60.93012738227844,-3.0248570442199707,1039115.4135467388,0.6497585773468018,3,ppo,reacher
15.966296911239624,0.0029192469082772,42.66070795059204,-33.11146545410156,0.6776046752929688,1000,197376.3994300076,-5.927375316619873,1694008601.818961,-0.028427131474018,32768000.0,0.7031124830245972,64.73801565170288,-2.2709507942199707,1038582.0094372338,0.6485071182250977,3,ppo,reacher
16.616353034973145,0.0033676326274871,45.81431126594544,-24.94415855407715,0.4334505796432495,1000,196906.07522447009,-4.500944137573242,1694008605.6269758,-0.0195307824760675,36044800.0,0.4496137499809265,68.5460307598114,-1.6562397480010986,1039065.371363234,0.6500561237335205,3,ppo,reacher
