,eval/walltime,training/entropy_loss,training/walltime,eval/episode_reward,training/total_loss,eval/avg_episode_length,eval/sps,eval/episode_reward_dist,_timestamp,training/policy_loss,_step,training/v_loss,_runtime,eval/episode_reward_ctrl,training/sps,eval/epoch_eval_time
0,9.47271728515625,,,-713.3709716796875,,1000,13512.490254573102,-43.743370056152344,1694008552.62135,,0.0,,15.540405035018921,-134.5814208984375,,9.47271728515625
1,10.13375449180603,-0.0010845791548490524,14.263820886611938,-503.33306884765625,450.13153076171875,1000,193635.09150826788,-41.790950775146484,1694008567.5499485,-0.057823002338409424,3276800.0,450.1904602050781,30.469003438949585,-84.02430725097656,229728.06697787502,0.6610372066497803
2,10.781129121780396,-0.000619120430201292,17.41961431503296,-362.7478942871094,35.89365768432617,1000,197721.680883708,-41.40706253051758,1694008571.3574283,-0.07110647112131119,6553600.0,35.96538162231445,34.27648329734802,-49.25750732421875,1038344.2624885382,0.6473746299743652
3,11.426045894622803,-9.735296771395952e-05,20.57792830467224,-284.78228759765625,20.184043884277344,1000,198475.22252499743,-42.544219970703125,1694008575.1649966,-0.057305678725242615,9830400.0,20.24144744873047,38.08405160903931,-28.63032341003418,1037515.5892509124,0.6449167728424072
4,12.074930429458618,0.0004247272736392915,23.732118606567383,-230.39385986328125,15.26937484741211,1000,197261.59760054585,-40.47412872314453,1694008578.9724662,-0.03753652423620224,13107200.0,15.306486129760742,41.89152121543884,-17.101409912109375,1038872.0040230897,0.6488845348358154
5,12.721334218978882,0.0009249370777979493,26.88876986503601,-204.06484985351562,12.899681091308594,1000,198018.64109583382,-40.14167022705078,1694008582.7799222,-0.023206377401947975,16384000.0,12.92196273803711,45.69897723197937,-10.848167419433594,1038062.0891234147,0.6464037895202637
6,13.37002420425415,0.0013040981721132994,30.043395280838013,-150.8363494873047,14.754684448242188,1000,197320.75861427674,-29.49814224243164,1694008586.5877917,-0.01946733519434929,19660800.0,14.772848129272461,49.50684666633606,-8.16745376586914,1038728.7135854567,0.6486899852752686
7,14.019665479660034,0.0016376783605664968,33.19726896286011,-102.3233413696289,10.310897827148438,1000,197031.81562782935,-19.453144073486328,1694008590.395804,-0.02849806472659111,22937600.0,10.337759017944336,53.31485891342163,-6.064303874969482,1038976.2972051218,0.6496412754058838
8,14.668031215667725,0.0020495173521339893,36.35218548774719,-64.76094055175781,4.188349723815918,1000,197419.43920133644,-11.86561393737793,1694008594.203495,-0.02915487438440323,26214400.0,4.215455055236816,57.12255001068115,-4.254200458526611,1038632.8684614808,0.6483657360076904
9,15.317789793014526,0.002475044224411249,39.5056369304657,-44.01182556152344,1.690890908241272,1000,196996.2451633499,-7.901047706604004,1694008598.0110724,-0.02751215733587742,29491200.0,1.715928077697754,60.93012738227844,-3.0248570442199707,1039115.4135467387,0.6497585773468018
10,15.966296911239624,0.002919246908277273,42.66070795059204,-33.11146545410156,0.6776046752929688,1000,197376.39943000756,-5.927375316619873,1694008601.8189607,-0.028427131474018097,32768000.0,0.7031124830245972,64.73801565170288,-2.2709507942199707,1038582.0094372338,0.6485071182250977
11,16.616353034973145,0.0033676326274871826,45.814311265945435,-24.94415855407715,0.4334505796432495,1000,196906.07522447006,-4.500944137573242,1694008605.6269758,-0.019530782476067543,36044800.0,0.4496137499809265,68.5460307598114,-1.6562397480010986,1039065.371363234,0.6500561237335205
12,17.264816999435425,0.003812266979366541,48.96904969215393,-21.633174896240234,0.26152169704437256,1000,197389.5343685601,-4.034595012664795,1694008609.4345822,-0.014343133196234703,39321600.0,0.2720525860786438,72.35363721847534,-1.291619062423706,1038691.5037955153,0.6484639644622803
13,17.914448499679565,0.004265016410499811,52.12239146232605,-19.6967716217041,0.13824345171451569,1000,197034.7804130431,-3.6286840438842773,1694008613.2420623,-0.015033837407827377,42598400.0,0.1490122675895691,76.16111731529236,-1.2073144912719727,1039151.5537566175,0.6496315002441406
14,18.562726974487305,0.004591909237205982,55.27679753303528,-17.898500442504883,0.17260250449180603,1000,197446.01274623704,-3.386765480041504,1694008617.0492175,-0.006481604650616646,45875200.0,0.17449221014976501,79.96827244758606,-1.0034244060516357,1038800.9427281037,0.6482784748077393
15,19.211622953414917,0.004950177855789661,58.43102288246155,-17.27721405029297,0.0990971028804779,1000,197258.11864566826,-3.2901508808135986,1694008620.8568854,-0.005741131491959095,49152000.0,0.09988804906606674,83.77594041824341,-0.9428998231887817,1038860.4608088721,0.6488959789276123
16,19.859756469726562,0.0052235545590519905,61.58583879470825,-15.83989429473877,0.1475483924150467,1000,197490.1725934708,-3.0540738105773926,1694008624.6642542,-0.002945204498246312,52428800.0,0.14527003467082977,87.58330917358398,-0.8239991068840027,1038665.9922944362,0.6481335163116455
17,20.50981903076172,0.00546447467058897,64.73918318748474,-14.619585037231445,0.11371175944805145,1000,196904.12534475676,-2.814805746078491,1694008628.4722693,-0.0007830914109945297,55705600.0,0.10903038084506989,91.3913242816925,-0.7593919634819031,1039150.6895048686,0.6500625610351562
18,21.158687591552734,0.005716957151889801,67.89375948905945,-14.575868606567383,0.33257925510406494,1000,197266.45384692264,-2.817126750946045,1694008632.2802603,0.0014432510361075401,58982400.0,0.3254190683364868,95.19931530952454,-0.7473970055580139,1038744.8857598661,0.6488685607910156
19,21.807918310165405,0.00581825478002429,71.04732346534729,-14.772285461425781,0.10978555679321289,1000,197156.41347581462,-2.885101795196533,1694008636.0874114,4.321846063248813e-06,62259200.0,0.1039629727602005,99.00646638870239,-0.7267603874206543,1039078.3331617147,0.6492307186126709
