eval/episode_reward_forward,_timestamp,eval/episode_reward_ctrl,training/critic_loss,training/alpha,training/walltime,_runtime,eval/episode_x_velocity,eval/avg_episode_length,_step,eval/episode_reward,eval/episode_x_position,training/actor_loss,eval/episode_reward_healthy,eval/walltime,training/buffer_current_size,eval/sps,training/sps,eval/epoch_eval_time,training/alpha_loss,seed,rl_algorithm,environment
-22.151018142700195,1694054065.898418,-0.1167250126600265,,,,15.3108868598938,-22.151018142700195,37.359375,0.0,15.091631889343262,-2.415235757827759,,37.359375,10.987281799316406,,11649.833174203628,,10.987281799316406,,3,sac,walker2d
725.20751953125,1694054151.6481876,-2.3244454860687256,291.4235534667969,0.5536911487579346,84.69760394096375,101.0606565475464,725.20751953125,917.25,421760.0,1640.133056640625,2790.509765625,-978.509765625,917.25,12.035417795181274,215040.015625,122121.55722634157,5412.874067924607,1.0481359958648682,0.1409152001142501,3,sac,walker2d
845.5823974609375,1694054215.8588018,-2.7772951126098637,348.1827697753906,0.4579750299453735,147.80513882637024,165.27127075195312,845.5823974609375,1000.0,835328.0,1842.80517578125,3636.916015625,-2064.89990234375,1000.0,13.133757829666138,628608.0,116539.50141226871,6553.385435684905,1.0983400344848633,0.0021147564984858,3,sac,walker2d
1160.0340576171875,1694054281.9700348,-2.754078865051269,268.2980041503906,0.3612546920776367,212.7814438343048,231.3825037479401,1160.0340576171875,992.21875,1248896.0,2149.4990234375,4891.19921875,-2688.773681640625,992.21875,14.2642822265625,993630.5625,113221.79366619546,6364.90486723579,1.1305243968963623,0.002071508206427,3,sac,walker2d
1306.2237548828125,1694054349.8895178,-2.459814071655273,88.24797058105469,0.2042984366416931,279.6331832408905,299.30198669433594,1306.2237548828125,955.09375,1662464.0,2258.85791015625,4846.77001953125,-3298.0869140625,955.09375,15.327219247817991,1048576.0,120421.05735371997,6186.346139547995,1.0629370212554932,0.0007670318009331,3,sac,walker2d
1450.182373046875,1694054418.0198965,-2.806771278381348,79.18328857421875,0.186151772737503,346.6242837905884,367.43236541748047,1450.182373046875,1000.0,2076032.0,2447.37548828125,5584.5458984375,-3628.131103515625,1000.0,16.462017059326172,1048576.0,112795.42373269502,6173.476724616448,1.1347978115081787,0.0001294167304877,3,sac,walker2d
1481.63818359375,1694054485.842567,-2.7796645164489746,79.88926696777344,0.1900814622640609,413.36091470718384,435.2550358772278,1481.63818359375,1000.0,2489600.0,2478.858642578125,5574.537109375,-3856.23876953125,1000.0,17.543349504470825,1048576.0,118372.47700717705,6197.016455878022,1.081332445144653,-0.0004236916138324,3,sac,walker2d
1710.685302734375,1694054553.6843662,-2.7500243186950684,68.17994689941406,0.1803829669952392,480.1497395038605,503.0968351364136,1710.685302734375,1000.0,2903168.0,2707.935546875,6508.322265625,-4015.512451171875,1000.0,18.591410636901852,1048576.0,122130.28041894616,6192.173634721281,1.0480611324310305,-0.0012913843384012,3,sac,walker2d
1811.9569091796875,1694054621.5236766,-2.795091152191162,63.60646057128906,0.1767509281635284,546.9080276489258,570.9361455440521,1811.9569091796875,1000.0,3316736.0,2809.161865234375,6762.53515625,-4184.89404296875,1000.0,19.667134046554565,1048576.0,118989.69461055416,6195.006065783466,1.07572340965271,-0.0017137746326625,3,sac,walker2d
1797.3863525390625,1694054689.2694402,-2.762493133544922,85.2598876953125,0.2229679524898529,613.5927224159241,638.6819090843201,1797.3863525390625,1000.0,3730304.0,2794.6240234375,6512.7802734375,-4352.5673828125,1000.0,20.723811388015747,1048576.0,121134.42294787982,6201.842888312528,1.0566773414611816,-0.0028068493120372,3,sac,walker2d
