eval/episode_reward_forward,training/buffer_current_size,eval/sps,_timestamp,training/sps,training/walltime,training/alpha,_runtime,_step,eval/avg_episode_length,training/critic_loss,eval/episode_reward_healthy,eval/walltime,eval/episode_reward_ctrl,eval/episode_reward,training/alpha_loss,eval/episode_x_position,eval/episode_x_velocity,eval/epoch_eval_time,training/actor_loss,seed,rl_algorithm,environment
10.218217849731444,,10413.565718367903,1694043773.4211085,,,,17.40127158164978,0.0,43.3203125,,43.3203125,12.291659116744995,-0.052500881254673,53.48603057861328,,1.9657583236694336,10.218217849731444,12.291659116744995,,0,sac,hopper
399.0185852050781,215040.015625,117884.9973826312,1694043860.3754172,5394.723156287426,85.8648133277893,0.7630437016487122,104.35558032989502,421760.0,182.984375,291.6651611328125,182.984375,13.377463102340698,-0.198775827884674,581.80419921875,0.0332384034991264,173.99072265625,399.0185852050781,1.0858039855957031,-1069.1790771484375,0,sac,hopper
474.6324462890625,628608.0,118305.10046231616,1694043926.449236,6363.779316040015,150.85261058807373,0.5454241037368774,170.4293990135193,835328.0,191.0,246.9267578125,191.0,14.459411382675173,-0.1906909346580505,665.4417114257812,0.0003208079724572,233.99632263183597,474.6324462890625,1.0819482803344729,-1503.071533203125,0,sac,hopper
490.0783996582031,993630.5625,117895.01570664532,1694043991.2582724,6490.523291012878,214.57135581970212,0.5018242597579956,235.23843550682068,1248896.0,194.8984375,166.42855834960938,194.8984375,15.545123100280762,-0.1960857212543487,684.78076171875,0.0002916156081482,252.099853515625,490.0783996582031,1.0857117176055908,-1620.7159423828125,0,sac,hopper
648.3486328125,1048576.0,115580.39009687836,1694044054.078838,6701.931097547509,276.28013706207275,0.4970701336860657,298.0590009689331,1662464.0,233.0078125,78.8927993774414,233.0078125,16.65257740020752,-0.2543604373931885,881.10205078125,-0.0002214080886915,386.3951721191406,648.3486328125,1.1074542999267578,-1820.4197998046875,0,sac,hopper
589.0655517578125,1048576.0,121007.08230685488,1694044116.8246942,6704.677699329025,337.9636390209198,0.5556277632713318,360.8048572540283,2076032.0,245.59375,127.72116088867188,245.59375,17.71036672592163,-0.2648254036903381,834.3944702148438,-3.464677502051927e-05,392.878173828125,589.0655517578125,1.057789325714111,-2036.3187255859373,0,sac,hopper
692.544189453125,1048576.0,123136.801182581,1694044179.5705044,6702.708333454568,399.66526460647583,0.5653298497200012,423.55066752433777,2489600.0,256.6484375,244.9813995361328,256.6484375,18.749861001968384,-0.2568683624267578,948.9357299804688,-0.0001398984022671,459.39788818359375,692.544189453125,1.039494276046753,-2128.00390625,0,sac,hopper
657.4266357421875,1048576.0,117736.21754814257,1694044242.2922,6710.525665110969,461.2950117588043,0.6371780633926392,486.272362947464,2903168.0,244.9140625,349.45147705078125,244.9140625,19.837037086486816,-0.2386908233165741,902.10205078125,-0.0001945963595062,398.51416015625,657.4266357421875,1.0871760845184326,-2149.108154296875,0,sac,hopper
696.7625122070312,1048576.0,122042.2444987086,1694044308.2246425,6374.46320409171,526.1738865375519,0.5553487539291382,552.2048053741455,3316736.0,265.8671875,258.7875366210937,265.8671875,20.885854244232178,-0.2726207077503204,962.3570556640624,0.0012843990698456,467.5231018066406,696.7625122070312,1.048817157745361,-2177.959228515625,0,sac,hopper
686.43798828125,1048576.0,125409.11702900006,1694044370.9202728,6706.105705246098,587.8442535400391,0.4026258289813995,614.90043592453,3730304.0,253.7421875,194.2528381347656,253.7421875,21.906513690948486,-0.2568042874336242,939.92333984375,0.0009205100359395,437.0455322265625,686.43798828125,1.0206594467163086,-2200.0517578125,0,sac,hopper
664.3699951171875,1048576.0,124776.07813743775,1694044433.5527873,6713.623744500282,649.4455609321594,0.3510964512825012,677.5329504013062,4143872.0,282.9921875,268.0494689941406,282.9921875,22.9323513507843,-0.3335354328155517,947.0286865234376,-4.247204742569011e-06,496.9850463867188,664.3699951171875,1.0258376598358154,-2228.35009765625,0,sac,hopper
