,eval/episode_reward,eval/episode_reward_ctrl,_runtime,eval/episode_x_position,eval/episode_x_velocity,training/walltime,eval/episode_reward_forward,_timestamp,eval/epoch_eval_time,_step,eval/avg_episode_length,eval/episode_forward_reward,eval/sps,training/policy_loss,eval/episode_distance_from_origin,eval/walltime,training/entropy_loss,eval/episode_y_velocity,training/total_loss,eval/episode_reward_contact,eval/episode_y_position,training/v_loss,eval/episode_reward_survive,training/sps
0,-79.8560562133789,-1075.3917236328125,20.943161010742188,84.95466613769531,5.053260803222656,,5.053260803222656,1694007326.564697,14.188636064529419,0.0,991.859375,5.053260803222656,9021.304050499322,,2203.9130859375,14.188636064529419,,4.038175582885742,,-1.3769562244415283,-28.093902587890625,,991.859375,
1,733.96484375,-707.2262573242188,45.29584789276123,11364.263671875,442.5912170410156,21.92318105697632,442.5912170410156,1694007350.917384,2.424694776535034,2949120.0,1000.0,442.5912170410156,52790.14960510455,-0.020630843937397003,11652.142578125,16.613330841064453,-0.04230589419603348,-3.5971407890319824,101.42528533935547,-1.4001295566558838,-368.79498291015625,101.48822021484375,1000.0,134520.62418932316
2,1829.1728515625,-701.059326171875,54.815218448638916,39680.890625,1531.2811279296875,29.00481629371643,1531.2811279296875,1694007360.4367545,2.431993007659912,5898240.0,1000.0,1531.2811279296875,52631.7302709529,-0.020264212042093277,39928.1171875,19.045323848724365,-0.021262722089886665,46.06269454956055,207.21453857421875,-1.0489978790283203,1029.075927734375,207.2560577392578,1000.0,416446.1881204669
3,2568.455078125,-658.8485107421875,64.33375144004822,56959.21484375,2264.33544921875,36.09055185317993,2264.33544921875,1694007369.9552875,2.4271841049194336,8847360.0,963.859375,2264.33544921875,52736.00784570429,-0.012193592265248299,57122.5546875,21.4725079536438,-0.0012398619437590241,32.63260269165039,348.3904724121094,-0.8909213542938232,782.2288818359375,348.4039306640625,963.859375,416205.2020218623
4,3525.599609375,-682.4415893554688,73.85176610946655,79631.671875,3212.095458984375,43.16864061355591,3212.095458984375,1694007379.4733021,2.434359073638916,11796480.0,996.8515625,3212.095458984375,52580.57506227448,-0.008707174099981785,79767.53125,23.906867027282715,0.013865972869098186,51.304908752441406,412.4914855957031,-0.9056856632232666,987.341552734375,412.486328125,996.8515625,416654.8484824804
5,4177.79150390625,-668.6102294921875,83.37207865715027,95124.25,3852.030029296875,50.253416776657104,3852.030029296875,1694007388.9936147,2.429983139038086,14745600.0,995.25,3852.030029296875,52675.262615471926,-0.007103810086846352,95204.234375,26.3368501663208,0.026809586212038994,-64.0534896850586,414.1423034667969,-0.8786791563034058,-1601.16943359375,414.1225891113281,995.25,416261.5631188962
6,4763.4404296875,-654.0908203125,92.89072275161743,110000.1484375,4432.5498046875,57.33287310600281,4432.5498046875,1694007398.5122588,2.4335334300994873,17694720.0,985.8046875,4432.5498046875,52598.41447699657,-0.006883942522108555,110059.5,28.770383596420288,0.03899117931723595,21.972627639770508,373.59503173828125,-0.8233402371406555,430.2312316894531,373.5628967285156,985.8046875,416574.36147678917
7,5408.3759765625,-653.51806640625,102.40891718864441,124461.921875,5062.70556640625,64.41957259178162,5062.70556640625,1694007408.0304532,2.4259626865386963,20643840.0,1000.0,5062.70556640625,52762.55925544644,-0.006618534680455923,124529.265625,31.196346282958984,0.05113029479980469,67.61666870117188,279.4254455566406,-0.8116443157196045,1751.6552734375,279.3809509277344,1000.0,416148.5901748944
8,5836.650390625,-618.7738037109375,111.92669320106506,134072.15625,5456.2060546875,71.49987888336182,5456.2060546875,1694007417.5482292,2.4314980506896973,23592960.0,1000.0,5456.2060546875,52642.44401252662,-0.005701971706002951,134175.328125,33.62784433364868,0.06342082470655441,154.78672790527344,171.13507080078125,-0.7815642952919006,3997.956298828125,171.0773468017578,1000.0,416524.3534036164
9,6183.7353515625,-613.699462890625,121.44672560691833,141892.0,5798.19580078125,78.58779668807983,5798.19580078125,1694007427.0682616,2.42639422416687,26542080.0,1000.0,5798.19580078125,52753.17536001399,-0.004593446850776672,142020.109375,36.05423855781555,0.07559751719236374,200.0130615234375,124.72010803222656,-0.7610148191452026,5064.7900390625,124.64908599853516,1000.0,416077.059758924
10,6404.8642578125,-597.3406982421875,130.96467781066895,146948.84375,6002.96435546875,85.66640996932983,6002.96435546875,1694007436.5862138,2.4337821006774902,29491200.0,1000.0,6002.96435546875,52593.04025794615,-0.0035606909077614546,147010.4375,38.48802065849304,0.0872979536652565,112.85954284667969,79.62388610839844,-0.7597429752349854,3051.178466796875,79.5401611328125,1000.0,416623.9746154377
11,6576.3095703125,-576.2870483398438,140.48198771476746,150723.5,6153.3564453125,92.7541081905365,6153.3564453125,1694007446.1035237,2.423658609390259,32440320.0,1000.0,6153.3564453125,52812.7185504076,-0.002808741992339492,150752.46875,40.9116792678833,0.09817870706319809,42.69340133666992,28.98748779296875,-0.7598012685775757,1261.5999755859375,28.89211654663086,1000.0,416089.95021488355
12,6686.505859375,-574.0595092773438,150.00005507469177,153411.234375,6261.3232421875,99.8350293636322,6261.3232421875,1694007455.621591,2.4309213161468506,35389440.0,1000.0,6261.3232421875,52654.933399032154,-0.0003469637595117092,153440.1875,43.34260058403015,0.10885008424520493,54.656517028808594,48.00885772705078,-0.7583224773406982,1493.536865234375,47.90034866333008,1000.0,416488.18393930467
13,6752.75390625,-595.7860107421875,159.51872944831848,155428.875,6349.31201171875,106.92288494110107,6349.31201171875,1694007465.1402655,2.4246528148651123,38338560.0,1000.0,6349.31201171875,52791.06320511329,0.0003656749613583088,155456.625,45.767253398895264,0.116959348320961,32.24029541015625,50.81251907348633,-0.7719676494598389,824.0473022460938,50.69519805908203,1000.0,416080.71267348726
14,6853.80615234375,-583.898681640625,169.038898229599,157614.0625,6438.4658203125,114.00631761550903,6438.4658203125,1694007474.6604342,2.430589437484741,41287680.0,1000.0,6438.4658203125,52662.12303319267,0.001614959561266005,157642.03125,48.197842836380005,0.12228594720363617,54.73096466064453,53.00496292114258,-0.7603665590286255,1207.837158203125,52.88105773925781,1000.0,416340.5139227205
15,6940.09375,-599.3426513671875,178.55583238601685,160152.203125,6540.2099609375,121.0942873954773,6540.2099609375,1694007484.1773684,2.422842264175415,44236800.0,1000.0,6540.2099609375,52830.51310959496,0.0016108376439660788,160181.53125,50.62068510055542,0.12665125727653503,70.92672729492188,21.401220321655273,-0.7727319002151489,1652.7755126953125,21.272958755493164,1000.0,416074.00871469366
16,6993.01318359375,-598.798583984375,188.07321453094482,161348.578125,6592.5859375,128.17567133903503,6592.5859375,1694007493.6947505,2.429640531539917,47185920.0,1000.0,6592.5859375,52682.69043852056,0.003782093059271574,161371.609375,53.05032563209534,0.1284152716398239,20.792346954345703,52.599666595458984,-0.7744797468185425,700.901123046875,52.467472076416016,1000.0,416460.966317601
17,7044.2763671875,-596.722412109375,197.58961057662964,162534.109375,6641.771484375,135.26643252372742,6641.771484375,1694007503.2111466,2.4191789627075195,50135040.0,1000.0,6641.771484375,52910.51301832741,0.0017502635018900037,162561.046875,55.469504594802856,0.13112875819206238,55.60984802246094,65.70497131347656,-0.7725067734718323,1520.18798828125,65.57209014892578,1000.0,415910.21375343937
18,7099.6708984375,-599.2164306640625,207.10719203948975,164021.640625,6699.66796875,142.34694409370422,6699.66796875,1694007512.728728,2.4307401180267334,53084160.0,1000.0,6699.66796875,52658.85853067253,0.0027191925328224897,164048.265625,57.90024471282959,0.13409540057182312,-75.04693603515625,22.525415420532227,-0.7808891534805298,-1509.7593994140625,22.38860511779785,1000.0,416512.27751749306
19,7144.09765625,-593.67529296875,216.62390613555908,164958.28125,6738.54833984375,149.4358868598938,6738.54833984375,1694007522.2454422,2.4214513301849365,56033280.0,1000.0,6738.54833984375,52860.860098403915,0.0038183059077709913,165003.34375,60.321696043014526,0.13527829945087433,-127.65390014648438,58.805419921875,-0.775189995765686,-2735.43017578125,58.66632080078125,1000.0,416016.9008650638
