training/policy_loss,_step,eval/avg_episode_length,_timestamp,_runtime,eval/walltime,training/sps,training/v_loss,eval/epoch_eval_time,eval/sps,eval/episode_reward,training/walltime,training/entropy_loss,training/total_loss,seed,rl_algorithm,environment
,0.0,11.390625,1694006523.3144832,14.555257081985474,8.973959684371948,,,8.973959684371948,14263.49175859466,106.13298797607422,,,,0,ppo,inverted_double_pendulum
-0.046738501638174,1146880.0,46.984375,1694006538.0454462,29.28622007369995,10.519565343856812,87000.08025684679,5317.1435546875,1.5456056594848633,82815.43174645289,443.5306396484375,13.18251657485962,-0.002671007765457,5317.09375,0,ppo,inverted_double_pendulum
-0.0173155311495065,2293760.0,68.6875,1694006542.154333,33.39510703086853,12.115241289138794,457043.2572086002,1589.770751953125,1.5956759452819824,80216.78861454559,649.3170166015625,15.691863298416138,0.0012402521679177,1589.754638671875,0,ppo,inverted_double_pendulum
-0.0164393484592437,3440640.0,85.7890625,1694006546.2630537,37.5038275718689,13.709619045257568,456801.7265155176,1413.5828857421875,1.5943777561187744,80282.1034781575,808.7937622070312,18.20253682136536,0.0032544375862926,1413.56982421875,0,ppo,inverted_double_pendulum
-0.0061073945835232,4587520.0,97.7734375,1694006550.413992,41.65476584434509,15.34553575515747,456739.09610849706,1845.49560546875,1.6359167098999023,78243.59224732903,919.0634765625,20.7135546207428,0.005448805168271,1845.4951171875,0,ppo,inverted_double_pendulum
-0.0139899114146828,5734400.0,116.671875,1694006554.5970788,45.83785271644592,16.982739448547363,451174.9613922827,724.2511596679688,1.6372036933898926,78182.086026798,1094.86279296875,23.255539655685425,0.0080189481377601,724.2451782226562,0,ppo,inverted_double_pendulum
-0.0225828122347593,6881280.0,132.6640625,1694006558.7986014,50.03937530517578,18.6390380859375,451263.0396977348,394.8119812011719,1.6562986373901367,77280.74944364635,1241.021728515625,25.79702854156494,0.0088102361187338,394.7982177734375,0,ppo,inverted_double_pendulum
-0.012343468144536,8028160.0,156.46875,1694006562.9929488,54.23372268676758,20.2854323387146,450754.9360749407,520.4520874023438,1.6463942527770996,77745.65526093921,1418.91796875,28.341382265090942,0.0089540481567382,520.4486694335938,0,ppo,inverted_double_pendulum
-0.0054801609367132,9175040.0,185.8828125,1694006567.1198723,58.36064624786377,21.87015199661255,451935.7002815976,218.56480407714844,1.5847196578979492,80771.38398711199,1610.86181640625,30.879088401794437,0.0104280309751629,218.5697479248047,0,ppo,inverted_double_pendulum
-0.002602708293125,10321920.0,197.5625,1694006571.2407002,62.48147416114807,23.45020341873169,452063.6671378675,311.6146545410156,1.5800514221191406,81010.02170443819,1726.65771484375,33.41607618331909,0.0119500150904059,311.6240234375,0,ppo,inverted_double_pendulum
-0.0025876606814563,11468800.0,219.0,1694006575.3609698,66.60174369812012,25.030004739761356,452066.1312001684,317.0789489746094,1.579801321029663,81022.84654159789,1875.9517822265625,35.95305013656616,0.0129531379789114,317.0892944335937,0,ppo,inverted_double_pendulum
-0.0044405777007341,12615680.0,247.4140625,1694006579.4716315,70.71240544319153,26.60077452659607,452193.1942563582,177.26971435546875,1.5707697868347168,81488.70768512478,2046.7772216796875,38.48931121826172,0.014818251132965,177.28009033203125,0,ppo,inverted_double_pendulum
-0.0052895178087055,13762560.0,272.265625,1694006583.67538,74.91615390777588,28.26242756843567,451845.8737254752,45.47087478637695,1.6616530418395996,77031.72490106146,2226.87255859375,41.02752184867859,0.0153394155204296,45.48092269897461,0,ppo,inverted_double_pendulum
-0.0020935435313731,14909440.0,310.0859375,1694006587.8660896,79.10686349868774,29.906304121017456,451041.6607730945,129.8631591796875,1.643876552581787,77864.7276153248,2503.626708984375,43.570258140563965,0.0163536947220563,129.87742614746094,0,ppo,inverted_double_pendulum
-0.0134754292666912,16056320.0,315.0390625,1694006592.0543478,83.29512166976929,31.54844284057617,451121.6063067476,18.765323638916016,1.6421387195587158,77947.12984686022,2626.29541015625,46.11254382133484,0.0175604429095983,18.769407272338867,0,ppo,inverted_double_pendulum
-0.0156276803463697,17203200.0,341.171875,1694006596.184554,87.42532801628113,33.1316831111908,450975.9067231022,8.417022705078125,1.583240270614624,80846.85715473216,2974.0,48.65565085411072,0.0193161033093929,8.420711517333984,0,ppo,inverted_double_pendulum
0.0120505569502711,18350080.0,377.1640625,1694006600.3257766,91.56655049324036,34.72859287261963,451447.3492629341,101.57508087158205,1.596909761428833,80154.81093025078,3321.658203125,51.196102142333984,0.0212628301233053,101.60839080810548,0,ppo,inverted_double_pendulum
0.0427374057471752,19496960.0,266.9140625,1694006604.4703298,95.71110367774963,36.32794880867005,451288.7374457861,389.2507019042969,1.599355936050415,80032.2161657736,2448.3271484375,53.73744630813599,0.0197133179754018,389.3131408691406,0,ppo,inverted_double_pendulum
0.0108476383611559,20643840.0,274.2578125,1694006608.6978903,99.93866443634032,38.01055574417114,451317.0633956876,146.28448486328125,1.6826069355010986,76072.43099938858,2393.0888671875,56.27863097190857,0.0193324368447065,146.31466674804688,0,ppo,inverted_double_pendulum
0.0078923013061285,21790720.0,549.0703125,1694006612.9072568,104.14803075790404,39.67398405075073,451128.58702382096,377.7410278320313,1.6634283065795898,76949.51414118886,5019.17578125,58.82087731361389,0.0186531543731689,377.76751708984375,0,ppo,inverted_double_pendulum
