eval/walltime,training/total_loss,eval/episode_x_velocity,eval/episode_y_position,eval/episode_y_velocity,_step,eval/episode_reward_ctrl,_timestamp,eval/episode_reward,eval/episode_x_position,_runtime,eval/episode_forward_reward,eval/episode_distance_from_origin,eval/sps,training/policy_loss,training/walltime,training/entropy_loss,eval/avg_episode_length,training/sps,eval/epoch_eval_time,eval/episode_reward_fwd,training/v_loss,seed,rl_algorithm,environment
12.577929258346558,,0.029217030853033,-30.190061569213867,-1.468971848487854,0.0,-0.0545209422707557,1694012799.3260405,-0.025303691625595,998.0511474609376,18.398911237716675,0.029217030853033,351.2306213378906,10176.555883796276,,,,1000,,12.577929258346558,0.029217030853033,,0,ppo,swimmer
14.433164834976196,-0.0083531504496932,95.92955017089844,21.17556381225586,0.6207695603370667,2949120.0,-0.0625819638371467,1694012823.1338196,95.86697387695312,2777.656005859375,42.206690549850464,95.92955017089844,2266.860107421875,68993.9334995583,-0.0098233791068196,21.947102069854736,-0.0010236607631668,1000,134374.00485099762,1.855235576629639,95.92955017089844,0.0024938893038779,0,ppo,swimmer
16.32126235961914,0.0027578163426369,115.01736450195312,-86.1252670288086,-5.105679988861084,5898240.0,-0.0760499387979507,1694012835.0973916,114.94129943847656,3196.351318359375,54.170262575149536,115.01736450195312,2763.421630859375,67793.10831637571,-0.0025613156612962,32.015377044677734,-0.0002894835779443,1000,292912.14308058226,1.8880975246429443,115.01736450195312,0.0056086149998009,0,ppo,swimmer
18.264140129089355,0.0068319700658321,172.4393310546875,-106.0761947631836,-6.1156206130981445,8847360.0,-0.0860950276255607,1694012847.1167457,172.35324096679688,4089.5224609375,66.18961668014526,172.4393310546875,3546.3447265625,65881.6534994392,-0.0014911914477124,42.08657836914063,0.0002232004917459,1000,292827.0327430159,1.9428777694702148,172.4393310546875,0.0080999610945582,0,ppo,swimmer
20.11878561973572,0.0070297545753419,142.76686096191406,52.05702209472656,3.647472858428955,11796480.0,-0.0788992494344711,1694012859.038607,142.68798828125,3686.6796875,78.11147785186768,142.76686096191406,3262.27392578125,69015.88505487953,-0.0012664733221754,52.14844799041748,0.0005049521569162,1000,293098.61000025115,1.8546454906463623,142.76686096191406,0.0077912756241858,0,ppo,swimmer
21.972931385040283,0.006026032846421,153.45169067382812,-184.1942443847656,-11.228731155395508,14745600.0,-0.0831603854894638,1694012870.9600685,153.3685302734375,3946.25927734375,90.03293943405151,153.45169067382812,3521.06396484375,69034.486066404,-0.0013041935162618,62.21049642562866,0.0008608650532551,1000,293093.4013078127,1.8541457653045652,153.45169067382812,0.0064693614840507,0,ppo,swimmer
23.82553339004517,0.0051094507798552,152.85279846191406,-93.0252685546875,-3.705577850341797,17694720.0,-0.0820270329713821,1694012882.8820703,152.77076721191406,3927.68212890625,101.95494151115416,152.85279846191406,3508.942138671875,69092.0120210399,-0.0006749600288458,72.27460145950317,0.001192913739942,1000,293033.50770621264,1.8526020050048828,152.85279846191406,0.0045914971269667,0,ppo,swimmer
25.673935174942017,0.0063667357899248,170.35296630859375,-57.08463287353516,-3.502773761749268,20643840.0,-0.0875230729579925,1694012894.8030205,170.26544189453125,4209.4697265625,113.87589144706726,170.35296630859375,3746.890380859375,69249.01341574012,-0.0006512785912491,82.3418071269989,0.0015227053081616,1000,292943.25529892644,1.8484017848968504,170.35296630859375,0.0054953088983893,0,ppo,swimmer
27.524712562561035,0.0068993377499282,161.98532104492188,-93.8612060546875,-6.436844348907471,23592960.0,-0.0829974710941314,1694012906.7260575,161.90231323242188,4072.046875,125.7989284992218,161.98532104492188,3648.904296875,69160.12744497001,-0.0003274976334068,92.40846991539,0.0019744462333619,1000,292959.05326251005,1.8507773876190183,161.98532104492188,0.0052523897029459,0,ppo,swimmer
29.37058019638061,0.005772107746452,158.00927734375,-134.19082641601562,-11.750459671020508,26542080.0,-0.0811114832758903,1694012918.6466804,157.9281768798828,4054.42626953125,137.71955132484436,158.00927734375,3652.36376953125,69344.08386322627,-0.0002526078897062,102.4784927368164,0.0018937733257189,1000,292861.302531017,1.84586763381958,158.00927734375,0.0041309422813355,0,ppo,swimmer
