,eval/walltime,training/alpha_loss,eval/avg_episode_length,training/sps,eval/episode_x_velocity,training/walltime,eval/epoch_eval_time,training/alpha,training/actor_loss,_step,_timestamp,eval/episode_reward_run,training/buffer_current_size,eval/episode_reward,eval/episode_reward_ctrl,eval/episode_x_position,_runtime,training/critic_loss,eval/sps,seed,rl_algorithm,environment
0,20.994844913482666,,1000,,161.43490600585938,,20.994844913482666,,,0.0,1694063294.4280674,161.43490600585938,,-374.9945373535156,-536.4295654296875,2816.575927734375,27.729785442352295,,6096.7347235701545,4,sac,halfcheetah
1,26.263432264328003,0.15699158608913422,1000,4683.531672741198,4431.1640625,100.30599522590637,5.268587350845337,0.5734374523162842,-701.62158203125,421760.0,1694063400.0060773,4431.1640625,215040.015625,4030.060302734375,-401.10400390625,111364.5,133.3077952861786,415.8021240234375,24294.937423683903,4,sac,halfcheetah
2,31.45244526863098,-0.0035578624811023474,1000,5764.965763576836,5449.09375,172.04414892196655,5.1890130043029785,1.236111044883728,-2408.47705078125,835328.0,1694063476.9375257,5449.09375,628608.0,5093.7822265625,-355.3125,135194.3125,210.23924374580383,1184.974853515625,24667.504185064918,4,sac,halfcheetah
3,36.710320472717285,0.00013382898760028183,1000,5530.152958319382,5538.73828125,246.8283371925354,5.257875204086304,1.398230791091919,-3869.083984375,1248896.0,1694063556.983945,5538.73828125,993630.5625,5190.89599609375,-347.8412170410156,137034.84375,290.2856628894806,1409.726806640625,24344.434782423374,4,sac,halfcheetah
4,41.952874422073364,0.005038777366280556,1000,5322.997242780399,5800.87548828125,324.5229105949402,5.242553949356079,1.2497671842575073,-5223.439453125,1662464.0,1694063639.9257948,5800.87548828125,1048576.0,5483.68359375,-317.191650390625,142952.28125,373.2275128364563,1190.5496826171875,24415.58088605301,4,sac,halfcheetah
5,47.13862729072571,0.002404613886028528,1000,5326.051764234352,5991.8857421875,402.1729257106781,5.185752868652344,0.9329726099967957,-6361.84716796875,2076032.0,1694063722.7661726,5991.8857421875,1048576.0,5651.3828125,-340.5035400390625,147928.78125,456.0678906440735,883.694091796875,24683.011944852708,4,sac,halfcheetah
6,52.417917013168335,0.0007194072240963578,1000,5325.946157074501,6333.5078125,479.82448053359985,5.279289722442627,0.847599446773529,-7185.8759765625,2489600.0,1694063805.7017379,6333.5078125,1048576.0,6045.3291015625,-288.1788635253906,155289.28125,539.0034558773041,897.7312622070312,24245.68582698978,4,sac,halfcheetah
7,57.68185472488403,0.0012864996679127216,1000,5324.405011215574,6982.9443359375,557.4985115528107,5.263937711715698,0.8444930911064148,-7834.5283203125,2903168.0,1694063888.6444206,6982.9443359375,1048576.0,6695.732421875,-287.2118225097656,171717.5,621.9461386203766,898.4576416015625,24316.397155520368,4,sac,halfcheetah
8,62.9849648475647,-0.0005957274115644395,1000,5284.54480328804,7241.6962890625,635.758421421051,5.303110122680664,0.8449873924255371,-8424.9716796875,3316736.0,1694063972.2123847,7241.6962890625,1048576.0,6951.001953125,-290.6942138671875,178667.921875,705.5141026973724,944.8544311523438,24136.77955744532,4,sac,halfcheetah
9,68.27978086471558,-0.00022652703046333045,1000,5291.987148216256,7268.6416015625,713.908271074295,5.294816017150879,0.90431809425354,-8894.134765625,3730304.0,1694064055.661383,7268.6416015625,1048576.0,6984.478515625,-284.1629638671875,178604.59375,788.9631009101868,1203.1456298828125,24174.588802591923,4,sac,halfcheetah
10,73.60071587562561,-0.0008644728804938495,1000,5287.021093247131,7350.7470703125,792.1315262317657,5.320935010910034,0.9822261333465576,-9158.609375,4143872.0,1694064139.210017,7350.7470703125,1048576.0,7062.9326171875,-287.8140869140625,181612.609375,872.5117349624634,1547.6480712890625,24055.92245301795,4,sac,halfcheetah
11,78.87222409248352,-0.0014046484138816595,1000,5289.486253014488,7637.48486328125,870.3183255195618,5.27150821685791,1.0911258459091187,-9268.1162109375,4557440.0,1694064222.6725097,7637.48486328125,1048576.0,7353.55078125,-283.9347229003906,187863.828125,955.9742276668549,1955.4656982421875,24281.47595230243,4,sac,halfcheetah
12,84.15842413902283,0.0002867655421141535,1000,5283.691176580423,7665.11474609375,948.5908789634705,5.286200046539307,1.1917804479599,-9329.513671875,4971008.0,1694064306.235892,7665.11474609375,1048576.0,7389.263671875,-275.8504638671875,188776.46875,1039.537610054016,2312.02001953125,24213.990933581335,4,sac,halfcheetah
13,89.39201736450195,-3.936600114684552e-05,1000,5287.770762769908,7855.716796875,1026.8030440807343,5.233593225479126,1.2843867540359497,-9431.7490234375,5384576.0,1694064389.6858337,7855.716796875,1048576.0,7587.4716796875,-268.244873046875,193852.96875,1122.987551689148,2200.050048828125,24457.384149927286,4,sac,halfcheetah
14,94.64914751052856,-0.0011031727772206068,1000,5288.147603756843,8081.8271484375,1105.0096356868744,5.257130146026611,1.3593487739562988,-9645.8193359375,5798144.0,1694064473.15444,8081.8271484375,1048576.0,7811.50146484375,-270.326171875,200106.90625,1206.4561579227448,2526.833984375,24347.88495710794,4,sac,halfcheetah
15,99.84958553314209,-0.0009703458053991199,1000,5298.9920479557295,8128.80224609375,1183.056176662445,5.200438022613525,1.4633435010910034,-9747.388671875,6211712.0,1694064556.4059918,8128.80224609375,1048576.0,7849.26416015625,-279.5378112792969,198278.703125,1289.7077097892761,3539.1904296875,24613.31131020238,4,sac,halfcheetah
16,105.14105987548828,0.001070088124834001,1000,5304.338971908038,7859.5302734375,1261.0240445137024,5.291474342346191,1.5519428253173828,-9763.9287109375,6625280.0,1694064639.6697369,7859.5302734375,1048576.0,7599.59765625,-259.9324035644531,193562.15625,1372.97145485878,3816.91015625,24189.855552289417,4,sac,halfcheetah
17,110.44613695144653,0.0018283890094608068,1000,5292.4340074349875,8009.9599609375,1339.1672956943512,5.305077075958252,1.6845171451568604,-9701.103515625,7038848.0,1694064723.1227756,8009.9599609375,1048576.0,7757.994140625,-251.9647674560547,198397.921875,1456.4244935512543,4327.81640625,24127.830409868166,4,sac,halfcheetah
18,116.17942523956299,-0.0013773849932476878,1000,4959.960026922974,8324.76171875,1422.548612833023,5.733288288116455,1.758192539215088,-9614.5791015625,7452416.0,1694064812.2421072,8324.76171875,1048576.0,8063.0888671875,-261.6729736328125,204625.296875,1545.5438251495361,4764.1171875,22325.756802655316,4,sac,halfcheetah
19,121.78044247627258,-0.0005409954464994371,1000,5023.894792826621,8380.76171875,1504.8688080310822,5.601017236709595,1.8447023630142212,-9422.6357421875,7865984.0,1694064900.1674035,8380.76171875,1048576.0,8130.875,-249.88832092285156,203647.203125,1633.4691214561462,5885.603515625,22852.99162464203,4,sac,halfcheetah
