,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,5.780217170715332,989.515625,5.780217170715332,14.609825849533081,76.3022689819336,-1150.040771484375,0,5.780217170715332,21.15006947517395,-1.3232972621917725,8761.226952208386,-408.80322265625,2339.0087890625,-156.06808471679688,989.515625,14.609825849533081,-11.666582107543945,1694672513.5631695,,,,,,,6,ppo,miniant
1,172.01998901367188,1000.0,172.01998901367188,3.0959317684173584,4738.5537109375,-662.1363525390625,2949120,172.01998901367188,47.39737248420715,-1.4838130474090576,41344.58042834505,281.3892822265625,5386.17333984375,508.39990234375,1000.0,17.70575761795044,20.638694763183594,1694672539.8104725,-0.009307164698839188,96.64030456542969,96.58873748779297,-0.042264096438884735,23.146438598632812,127411.39365492691,6,ppo,miniant
2,1040.169921875,986.8671875,1040.169921875,3.083207845687866,26963.32421875,-622.5698852539062,5898240,1040.169921875,59.719900131225586,-1.1457674503326416,41515.20312813783,-91.31073760986328,27291.966796875,1403.321533203125,986.8671875,20.788965463638306,6.900753498077393,1694672552.1330001,-0.021770993247628212,122.1044921875,122.06033325195312,-0.022395621985197067,32.38021445274353,319383.97104225814,6,ppo,miniant
3,1863.21435546875,971.5,1863.21435546875,3.1734912395477295,47486.10546875,-653.504638671875,8847360,1863.21435546875,72.13761186599731,-0.9667611122131348,40334.12741301342,1235.891845703125,47620.2421875,2180.242919921875,971.5,23.962456703186035,54.76207733154297,1694672564.5507119,-0.013814117759466171,301.6961975097656,301.6807556152344,-0.0016417555743828416,41.61842918395996,319230.50998530735,6,ppo,miniant
4,2363.819580078125,932.6796875,2363.819580078125,3.1651477813720703,59289.7578125,-624.13134765625,11796480,2363.819580078125,84.55686163902283,-0.8708624839782715,40440.44981195565,1358.0701904296875,59410.453125,2671.4970703125,932.6796875,27.127604484558105,59.89629364013672,1694672576.9699616,-0.008721798658370972,366.51318359375,366.5165100097656,0.012066340073943138,50.86633777618408,318895.885549701,6,ppo,miniant
5,3124.42578125,969.9140625,3124.42578125,2.398679733276367,78692.0546875,-673.1441650390625,14745600,3124.42578125,93.87408638000488,-0.8835930228233337,53362.68874259601,165.6422576904297,78802.2265625,3420.31201171875,969.9140625,29.526284217834473,15.71157455444336,1694672586.2871864,-0.006920867599546909,450.5928955078125,450.60980224609375,0.02388756163418293,57.778308153152466,426668.49525670207,6,ppo,miniant
6,3811.7470703125,983.8359375,3811.7470703125,2.4888525009155273,96150.1015625,-721.9925537109375,17694720,3811.7470703125,103.2908022403717,-0.8476605415344238,51429.32333391193,-3103.37744140625,96297.875,4072.74267578125,983.8359375,32.01513671875,-132.49395751953125,1694672595.7039022,-0.0056255352683365345,488.50299072265625,488.53179931640625,0.03448829427361488,64.70000433921814,426068.9751071398,6,ppo,miniant
7,4455.19384765625,985.8828125,4455.19384765625,2.403703451156616,110690.7734375,-739.7890625,20643840,4455.19384765625,112.60878777503967,-0.8214368224143982,53251.16121891361,-4895.48974609375,110891.921875,4700.46630859375,985.8828125,34.418840169906616,-215.71231079101562,1694672605.0218878,-0.004951320588588715,463.9510192871094,463.98968505859375,0.0436348058283329,71.6082546710968,426898.25329447817,6,ppo,miniant
8,5162.296875,993.5703125,5162.296875,2.404883623123169,127467.609375,-753.650390625,23592960,5162.296875,121.92667269706726,-0.789874255657196,53225.02875784453,-4976.119140625,127643.5,5401.42724609375,993.5703125,36.823723793029785,-219.12841796875,1694672614.3397727,-0.00480572460219264,372.5074768066406,372.5561218261719,0.05346105247735977,78.51522159576416,426977.5767229449,6,ppo,miniant
9,5636.2353515625,993.3671875,5636.2353515625,2.399376153945923,138205.609375,-736.63916015625,26542080,5636.2353515625,131.24468636512756,-0.7568786144256592,53347.20018347105,447.8836364746094,138272.140625,5892.20654296875,993.3671875,39.22309994697571,-17.525508880615234,1694672623.6577864,-0.004226717632263899,240.58485412597656,240.64480590820312,0.06418737769126892,85.42773294448853,426635.10426557646,6,ppo,miniant
