,eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,9.821527481079102,997.0703125,9.821527481079102,13.240232944488525,109.32196044921875,-1869.8408203125,0,9.821527481079102,20.32807421684265,-1.200312852859497,9667.503626005477,-378.72052001953125,2253.237060546875,-864.1494750976562,997.0703125,13.240232944488525,-12.787023544311523,1694683170.9510202,,,,,,,,7,sac,miniant
1,3313.75830078125,964.8125,3313.75830078125,2.435431480407715,81571.1328125,-1376.63037109375,421760,3313.75830078125,108.9199800491333,-0.8568264245986938,52557.421972131015,8387.919921875,82141.765625,2901.08349609375,964.8125,15.67566442489624,344.2325744628906,1694683259.542926,-1097.9588623046875,0.4029669165611267,215040.015625,275.91845703125,86.15123081207275,5281.148334424994,0.21148313581943512,7,sac,miniant
2,3974.5693359375,980.109375,3974.5693359375,2.4205191135406494,98224.828125,-1475.75927734375,835328,3974.5693359375,177.8512933254242,-0.8495111465454102,52881.21844770981,-660.5547485351562,98315.875,3478.06982421875,980.109375,18.09618353843689,-29.85605239868164,1694683328.4742393,-2751.424560546875,0.6253782510757446,628608.0,610.1077880859375,152.65639472007751,6218.584778951605,-0.0012912346282973886,7,sac,miniant
3,4718.2880859375,1000.0,4718.2880859375,2.3735833168029785,116279.1328125,-1515.27978515625,1248896,4718.2880859375,247.57658314704895,-0.8698304891586304,53926.90414272269,6392.1533203125,116527.734375,4202.13818359375,1000.0,20.469766855239868,251.89288330078125,1694683398.1995292,-3567.706787109375,0.7439307570457458,993630.5625,709.8160400390625,220.0021207332611,6140.968766437234,-0.001637594890780747,7,sac,miniant
4,4934.6962890625,984.1171875,4934.6962890625,2.4480254650115967,121145.640625,-1495.182373046875,1662464,4934.6962890625,316.8109064102173,-0.855812668800354,52287.03779002301,7614.869140625,121446.3203125,4422.77490234375,984.1171875,22.917792320251465,302.10284423828125,1694683467.4338524,-4132.75244140625,0.8645449280738831,1048576.0,634.563720703125,286.7835669517517,6192.857798360922,-0.0010279504349455237,7,sac,miniant
5,5326.5966796875,992.8984375,5326.5966796875,2.4147298336029053,130797.9375,-1496.16455078125,2076032,5326.5966796875,385.95183300971985,-0.8433102965354919,53008.00040599871,9947.8271484375,131246.5625,4822.48779296875,992.8984375,25.33252215385437,413.8989562988281,1694683536.574779,-4710.6630859375,0.9517161250114441,1048576.0,571.9024658203125,353.50419425964355,6198.5028721557355,-0.0007458713953383267,7,sac,miniant
6,5670.90966796875,997.6953125,5670.90966796875,2.3911328315734863,139128.15625,-1438.9365234375,2489600,5670.90966796875,455.0853374004364,-0.8247583508491516,53531.11224514011,13165.99609375,139819.140625,5228.84326171875,997.6953125,27.723654985427856,558.56396484375,1694683605.7082834,-5328.46533203125,1.0059996843338013,1048576.0,534.380615234375,420.24105882644653,6196.994759710688,3.076846769545227e-05,7,sac,miniant
7,5396.18017578125,991.515625,5396.18017578125,2.3925929069519043,133950.28125,-1511.5733642578125,2903168,5396.18017578125,524.2270295619965,-0.8169418573379517,53498.44498329989,6541.62548828125,134184.609375,4875.3056640625,991.515625,30.11624789237976,276.9370422363281,1694683674.8499756,-5802.0068359375,1.0738219022750854,1048576.0,646.7881469726562,486.9847707748413,6196.358996631241,-0.0013662040000781417,7,sac,miniant
8,5911.5615234375,989.203125,5911.5615234375,2.383585214614868,144572.8125,-1493.3187255859375,3316736,5911.5615234375,593.3652625083923,-0.8256558179855347,53700.61838577138,21370.953125,146203.8125,5406.6201171875,989.203125,32.49983310699463,883.19921875,1694683743.9882085,-5988.22802734375,1.1699525117874146,1048576.0,765.61669921875,553.7336201667786,6195.882082874612,-0.0007957521011121571,7,sac,miniant
9,6394.3798828125,994.0078125,6394.3798828125,2.4141197204589844,155865.8125,-1399.9046630859375,3730304,6394.3798828125,662.9089961051941,-0.7995142936706543,53021.3969569264,16064.93359375,156740.3125,5987.68310546875,994.0078125,34.91395282745361,673.7810668945312,1694683813.5319421,-6203.69091796875,1.2688069343566895,1048576.0,753.590087890625,620.8573155403137,6161.281760465431,-0.0011424601543694735,7,sac,miniant
10,6647.07275390625,994.8046875,6647.07275390625,2.412320375442505,161705.234375,-1414.3641357421875,4143872,6647.07275390625,732.0738809108734,-0.7860040068626404,53060.94551247998,26867.451171875,163984.421875,6226.7275390625,994.8046875,37.32627320289612,1100.564697265625,1694683882.696827,-6468.642578125,1.4312560558319092,1048576.0,795.5846557617188,687.603068113327,6196.1695547233085,-0.0015299643855541945,7,sac,miniant
11,6948.89111328125,995.75,6948.89111328125,2.4014620780944824,169384.375,-1410.09716796875,4557440,6948.89111328125,801.7375340461731,-0.834557056427002,53300.86249022334,17516.26953125,170343.0625,6533.7099609375,995.75,39.7277352809906,724.758544921875,1694683952.36048,-6860.1904296875,1.591355800628662,1048576.0,762.98486328125,754.8597388267517,6149.100090936411,-0.0022107309196144342,7,sac,miniant
12,7076.365234375,999.5625,7076.365234375,2.4439284801483154,172528.75,-1453.234619140625,4971008,7076.365234375,871.1989367008209,-0.7945051193237305,52374.69141987004,21617.134765625,173921.953125,6621.8984375,999.5625,42.171663761138916,914.8971557617188,1694684021.8218827,-7207.138671875,1.739211082458496,1048576.0,894.5537109375,821.8714246749878,6171.580296257927,-0.0007389931124635041,7,sac,miniant
13,7308.939453125,998.0546875,7308.939453125,2.4276654720306396,178554.921875,-1407.170654296875,5384576,7308.939453125,940.6548762321472,-0.7778783440589905,52725.55114149785,14665.71875,179215.125,6899.0458984375,998.0546875,44.599329233169556,606.1689453125,1694684091.2778223,-7434.92041015625,1.8108255863189697,1048576.0,978.68701171875,888.8937582969666,6170.599823226356,-0.00032724710763432086,7,sac,miniant
14,7291.53369140625,999.2109375,7291.53369140625,2.3965322971343994,177728.5,-1403.1806640625,5798144,7291.53369140625,1010.101800441742,-0.8024246692657471,53410.50490037342,15356.9501953125,178432.890625,6886.76171875,999.2109375,46.995861530303955,636.3031005859375,1694684160.7247465,-7471.2373046875,1.9199594259262085,1048576.0,1110.6279296875,955.938490152359,6168.538355735648,-0.0011364383390173316,7,sac,miniant
