eval/sps,training/alpha,training/actor_loss,_step,training/buffer_current_size,eval/walltime,eval/epoch_eval_time,eval/episode_reward_dist,_runtime,eval/episode_reward,training/critic_loss,training/sps,eval/avg_episode_length,eval/episode_reward_ctrl,training/walltime,_timestamp,training/alpha_loss,seed,rl_algorithm,environment
178554.21188272987,0.2454141825437545,390.28717041015625,4143872.0,1048576.0,16.892812252044678,0.7168691158294678,-34.00659942626953,649.0829396247864,-95.77631378173828,2.683530330657959,6705.285198843821,1000,-61.76971435546875,624.9333169460297,1694038436.1191697,5.949566912022419e-05,0,sac,reacher
178839.1752632266,0.2448944449424743,321.7230224609375,4557440.0,1048576.0,17.60853910446167,0.7157268524169922,-38.37993240356445,711.3119766712189,-124.95979309082033,0.8686774969100952,6723.646214691034,1000,-86.57984924316406,686.4427995681763,1694038498.3482068,5.334459274308756e-06,0,sac,reacher
179042.31416975425,0.2345123142004013,277.5170288085937,4971008.0,1048576.0,18.32345390319824,0.7149147987365723,-33.5554084777832,773.2324635982513,-96.61406707763672,0.4098244905471802,6757.469226394143,1000,-63.05865478515625,747.6444101333618,1694038560.2686937,3.897056740242988e-05,0,sac,reacher
179910.73745616764,0.2309975028038025,251.02960205078125,5384576.0,1048576.0,19.0349178314209,0.7114639282226562,-30.45610237121582,835.2086431980133,-98.95877075195312,0.279598981142044,6750.932136496916,1000,-68.50265502929688,808.9052836894989,1694038622.2448733,6.680092610622523e-06,0,sac,reacher
180351.38747751364,0.228496104478836,236.66363525390625,5798144.0,1048576.0,19.744643449783325,0.7097256183624268,-32.20247268676758,897.1068303585052,-116.45763397216795,0.205771192908287,6759.340447482052,1000,-84.25515747070312,870.0899515151978,1694038684.1430604,1.1517537132021973e-05,0,sac,reacher
178921.42494357788,0.3701999187469482,252.48329162597656,6211712.0,1048576.0,20.46004128456116,0.715397834777832,-67.37057495117188,959.20858836174,-235.71258544921875,49.0829963684082,6737.576461481211,1000,-168.34197998046875,931.4722604751588,1694038746.2448184,-0.0020894396584481,0,sac,reacher
180197.93377056663,0.7927777767181396,573.6248168945312,6625280.0,1048576.0,21.170371294021606,0.7103300094604492,-55.31523132324219,1021.3690218925476,-173.36709594726562,149.791748046875,6730.547420568203,1000,-118.05187225341795,992.918673992157,1694038808.405252,0.0011954595101997,0,sac,reacher
179676.33481917102,0.5239471793174744,659.32763671875,7038848.0,1048576.0,21.882763385772705,0.7123920917510986,-41.50743865966797,1083.3947818279266,-148.87936401367188,71.80780792236328,6745.570606251766,1000,-107.37191772460938,1054.2282390594482,1694038870.431012,0.0004711983783636,0,sac,reacher
179902.71926182607,0.3406198620796203,594.6002807617188,7452416.0,1048576.0,22.594259023666385,0.7114956378936768,-47.592262268066406,1145.4236521720886,-125.3768310546875,22.646528244018555,6745.087002488566,1000,-77.78456115722656,1115.5421998500824,1694038932.4598825,0.0007014642469584,0,sac,reacher
179034.61201007504,0.2452207952737808,430.45892333984375,7865984.0,1048576.0,23.309204578399655,0.7149455547332764,-43.91846084594727,1207.50621342659,-114.1384506225586,2.994420528411865,6739.611726544982,1000,-70.2199935913086,1176.9059722423551,1694038994.5424435,-6.37626726529561e-05,0,sac,reacher
