,training/critic_loss,eval/episode_reward_run,eval/episode_x_velocity,training/alpha,_timestamp,eval/walltime,training/walltime,eval/episode_reward_ctrl,training/alpha_loss,training/sps,eval/sps,eval/episode_reward,eval/epoch_eval_time,training/buffer_current_size,eval/avg_episode_length,eval/episode_x_position,_runtime,_step,training/actor_loss,seed,rl_algorithm,environment
0,,20.2364559173584,20.2364559173584,,1694060025.4710631,20.55067729949951,,-465.1830139160156,,,6228.505179394612,-444.9465026855469,20.55067729949951,,1000,851.4274291992188,26.636560201644897,0.0,,2,sac,halfcheetah
1,813.1909790039062,6730.0419921875,6730.0419921875,1.6039772033691406,1694060130.9809923,25.80274224281311,100.25360798835754,-339.54345703125,0.1391291320323944,4729.9541136430325,24371.36657324787,6390.49853515625,5.252064943313599,215040.015625,1000,169380.9375,132.14648938179016,421760.0,-2027.2677001953125,2,sac,halfcheetah
2,2221.52685546875,7113.0478515625,7113.0478515625,1.9520267248153687,1694060210.146762,31.040879249572754,174.17679286003113,-338.72283935546875,0.002915283665060997,5594.564150853759,24436.168781920023,6774.32470703125,5.2381370067596436,628608.0,1000,175849.546875,211.31225895881653,835328.0,-5150.76708984375,2,sac,halfcheetah
3,2914.020263671875,7124.931640625,7124.931640625,1.8600821495056152,1694060291.481807,36.32553577423096,250.22256302833557,-330.4034423828125,0.00423706229776144,5438.408988227638,24221.063261680698,6794.52734375,5.284656524658203,993630.5625,1000,175089.9375,292.64730405807495,1248896.0,-6620.115234375,2,sac,halfcheetah
4,2918.342041015625,6894.8623046875,6894.8623046875,1.7020390033721924,1694060374.9185996,41.56169939041138,328.4183020591736,-296.97308349609375,0.00346894608810544,5288.881531471957,24445.37821630774,6597.8896484375,5.23616361618042,1048576.0,1000,171764.234375,376.08409667015076,1662464.0,-7573.91064453125,2,sac,halfcheetah
5,2713.12060546875,6966.64111328125,6966.64111328125,1.5257724523544312,1694060458.2640712,46.859217166900635,406.4619309902191,-321.5430603027344,0.0022227070294320583,5299.18976942247,24162.259646975166,6645.09765625,5.297517776489258,1048576.0,1000,172706.15625,459.42956829071045,2076032.0,-8047.419921875,2,sac,halfcheetah
6,2606.5390625,6998.8623046875,6998.8623046875,1.4952603578567505,1694060541.6182415,52.10125684738159,484.5694329738617,-306.5732421875,-7.202175038401037e-05,5294.856313374485,24417.976169965965,6692.2890625,5.242039680480957,1048576.0,1000,173462.96875,542.7837386131287,2489600.0,-8283.0458984375,2,sac,halfcheetah
7,1969.1341552734375,7340.255859375,7340.255859375,1.3990098237991333,1694060625.1758277,57.33304524421692,562.8901770114899,-302.2222900390625,0.0038009313866496086,5280.440132199289,24465.821300690663,7038.033203125,5.231788396835327,1048576.0,1000,179564.359375,626.3413248062134,2903168.0,-8621.35546875,2,sac,halfcheetah
8,1936.3035888671875,7189.3232421875,7189.3232421875,1.321474552154541,1694060708.5065265,62.58479309082031,640.9640164375305,-294.45751953125,0.0016700001433491707,5297.139259966496,24372.838098612243,6894.8662109375,5.2517478466033936,1048576.0,1000,177714.328125,709.6720235347748,3316736.0,-8956.3955078125,2,sac,halfcheetah
9,2320.66552734375,7252.39501953125,7252.39501953125,1.3584665060043335,1694060791.8886821,67.83411645889282,719.0915260314941,-305.5320129394531,-0.0001741023879731074,5293.500357932227,24384.09505852182,6946.8623046875,5.24932336807251,1048576.0,1000,177818.1875,793.0541791915894,3730304.0,-9020.646484375,2,sac,halfcheetah
10,2289.928955078125,7303.74609375,7303.74609375,1.3685405254364014,1694060875.440442,73.0483729839325,797.424339056015,-295.69879150390625,0.0023480276577174664,5279.62655790925,24548.082624114108,7008.04736328125,5.214256525039673,1048576.0,1000,179625.75,876.6059391498566,4143872.0,-9023.326171875,2,sac,halfcheetah
11,2188.051513671875,7328.98291015625,7328.98291015625,1.3451128005981445,1694060958.8805835,78.31907415390015,875.589094877243,-291.76220703125,0.001947545912116766,5290.977956176036,24285.19391866521,7037.220703125,5.270701169967651,1048576.0,1000,179596.078125,960.0460805892944,4557440.0,-9022.1455078125,2,sac,halfcheetah
12,2379.556396484375,7362.3681640625,7362.3681640625,1.3871514797210693,1694061042.3237731,83.5463240146637,953.800231218338,-287.4123840332031,0.0011992636136710644,5287.840317219587,24487.063639483822,7074.955078125,5.22724986076355,1048576.0,1000,180831.5,1043.489270210266,4971008.0,-9071.9091796875,2,sac,halfcheetah
