eval/avg_episode_length,training/alpha_loss,eval/sps,eval/epoch_eval_time,_timestamp,training/walltime,_step,eval/episode_reward,eval/walltime,_runtime,training/critic_loss,training/alpha,training/buffer_current_size,training/sps,training/actor_loss,seed,rl_algorithm,environment
12.1953125,,14464.162308278846,8.84945821762085,1694023098.4157777,,0.0,113.7598114013672,8.84945821762085,14.249703645706177,,,,,,0,sac,inverted_double_pendulum
1000.0,-0.0453275442123413,79246.68205730751,1.6152095794677734,1694023177.7610128,77.72742533683777,421760.0,9501.740234375,10.464667797088625,93.5949387550354,593.3944091796875,9.450238227844238,215040.015625,5708.757844957978,-4896.236328125,0,sac,inverted_double_pendulum
1000.0,0.0123555762693285,81934.1399402271,1.562230348587036,1694023242.7696807,141.17060351371765,835328.0,9503.234375,12.02689814567566,158.60360670089722,690.5670166015625,5.626030445098877,628608.0,6518.715043672158,-10970.9638671875,0,sac,inverted_double_pendulum
1000.0,0.0083863791078329,82801.50960157807,1.545865535736084,1694023310.7652626,207.6169409751892,1248896.0,9504.64453125,13.572763681411743,226.59918856620789,466.9597473144531,3.2739932537078857,993630.5625,6224.090232810868,-13605.3369140625,0,sac,inverted_double_pendulum
528.4453125,0.0021723415702581,81255.20162113592,1.575283765792847,1694023377.4715445,272.7446596622467,1662464.0,3512.031982421875,15.14804744720459,293.3054702281952,143.7186737060547,2.0848042964935303,1048576.0,6350.107271332787,-15260.2421875,0,sac,inverted_double_pendulum
1000.0,0.0008189652580767,84066.9816361082,1.5225954055786133,1694023443.1277282,336.8749463558197,2076032.0,9440.3095703125,16.670642852783203,358.9616541862488,168.89276123046875,2.054174900054932,1048576.0,6448.871840790428,-15511.091796875,0,sac,inverted_double_pendulum
1000.0,0.0003044666955247,80149.90471512696,1.5970075130462646,1694023506.9258492,399.072642326355,2489600.0,9458.9384765625,18.267650365829468,422.7597751617432,70.91209411621094,1.1486992835998535,1048576.0,6649.249518758996,-15380.865234375,0,sac,inverted_double_pendulum
1000.0,0.001549532637,84130.99320851058,1.5214369297027588,1694023572.9554548,463.5772626399994,2903168.0,9468.7880859375,19.789087295532227,488.7893807888031,43.862823486328125,0.5999252796173096,1048576.0,6411.447706987271,-15446.0634765625,0,sac,inverted_double_pendulum
1000.0,-0.000766203564126,81135.75537717853,1.5776028633117676,1694023640.8916535,529.9311490058899,3316736.0,9506.0419921875,21.366690158843998,556.7255795001984,15.294891357421877,0.4345074892044067,1048576.0,6232.762278903929,-15571.744140625,0,sac,inverted_double_pendulum
1000.0,-0.0015770025784149,75309.60982486657,1.6996502876281738,1694023706.6448028,593.9809362888336,3730304.0,9490.01953125,23.066340446472168,622.4787287712097,26.087072372436523,0.3289532363414764,1048576.0,6456.976947839637,-15685.138671875,0,sac,inverted_double_pendulum
1000.0,-0.0200494490563869,82867.00999659655,1.5446436405181885,1694023771.5542133,657.3420958518982,4143872.0,9306.359375,24.61098408699036,687.3881392478943,260.8306884765625,1.4560109376907349,1048576.0,6527.153272634915,-15442.39453125,0,sac,inverted_double_pendulum
1000.0,0.0057859546504914,83800.26329287165,1.5274415016174316,1694023835.1662045,719.4233481884003,4557440.0,9424.572265625,26.138425588607788,751.0001304149628,224.4533843994141,2.04336929321289,1048576.0,6661.721283557828,-15292.3212890625,0,sac,inverted_double_pendulum
1000.0,-0.0004525083058979,82692.16025373653,1.5479097366333008,1694023898.7849348,781.4909851551056,4971008.0,9473.962890625,27.68633532524109,814.6188607215881,200.47222900390625,1.629752278327942,1048576.0,6663.182621594705,-15328.634765625,0,sac,inverted_double_pendulum
1000.0,-0.0347126647830009,81333.55350686441,1.5737662315368652,1694023962.4010537,843.5300714969635,5384576.0,8711.025390625,29.260101556777958,878.2349796295166,118.5197525024414,1.087759256362915,1048576.0,6666.249043725274,-15562.6142578125,0,sac,inverted_double_pendulum
1000.0,0.0224220864474773,81763.82331234377,1.5654845237731934,1694024026.0153787,905.5756957530976,5798144.0,9476.2744140625,30.825586080551147,941.849304676056,332.12518310546875,2.159566640853882,1048576.0,6665.54660313718,-15811.2939453125,0,sac,inverted_double_pendulum
1000.0,0.0032105443533509,83132.48403224768,1.5397109985351562,1694024089.5540144,967.5713620185852,6211712.0,9499.43359375,32.365297079086304,1005.3879404067992,205.7281188964844,1.5419771671295166,1048576.0,6670.917903018471,-15535.0849609375,0,sac,inverted_double_pendulum
1000.0,0.0012627179967239,83245.85434426887,1.537614107131958,1694024152.991857,1029.468397855759,6625280.0,9452.826171875,33.90291118621826,1068.8257830142977,204.4901580810547,0.9398882389068604,1048576.0,6681.547741444894,-15587.7880859375,0,sac,inverted_double_pendulum
1000.0,-0.0107713304460048,80984.6773938084,1.5805459022521973,1694024216.64504,1091.5378165245056,7038848.0,9428.533203125,35.48345708847046,1132.478965997696,312.6380615234375,0.9086393117904664,1048576.0,6662.991355004245,-15681.181640625,0,sac,inverted_double_pendulum
1000.0,-0.0184067040681839,79878.03722973492,1.602442979812622,1694024280.2925673,1153.5797309875488,7452416.0,7971.87109375,37.08590006828308,1196.126493215561,597.3276977539062,2.077392101287842,1048576.0,6665.945169154184,-15704.412109375,0,sac,inverted_double_pendulum
1000.0,0.0043377857655286,82725.70973613707,1.5472819805145264,1694024343.6416552,1215.3787052631378,7865984.0,8984.5966796875,38.63318204879761,1259.4755811691284,500.7417297363281,2.266052722930908,1048576.0,6692.149907791627,-15605.912109375,0,sac,inverted_double_pendulum
