training/alpha_loss,eval/epoch_eval_time,training/critic_loss,eval/avg_episode_length,_timestamp,training/walltime,eval/episode_reward_healthy,eval/episode_reward_forward,_runtime,training/alpha,eval/episode_reward,training/sps,training/actor_loss,eval/sps,eval/walltime,eval/episode_x_velocity,eval/episode_reward_ctrl,_step,eval/episode_x_position,training/buffer_current_size,seed,rl_algorithm,environment
,10.74879002571106,,10.0234375,1694048840.100227,,10.0234375,0.6351350545883179,15.639987230300903,,10.639108657836914,,,11908.31709372167,10.74879002571106,0.6351350545883179,-0.0194647274911403,0.0,0.0053931227885186,,4,sac,hopper
0.0316288881003856,1.0719480514526367,253.21615600585935,212.0234375,1694048921.9059074,80.73012185096741,212.0234375,373.21722412109375,97.44566750526428,0.947729468345642,584.9915771484375,5691.04236153043,-1059.4462890625,119408.77155991136,11.820738077163696,373.21722412109375,-0.2489957511425018,421760.0,206.0865936279297,215040.015625,4,sac,hopper
0.0009509155643172,1.1083669662475586,244.1537933349609,660.359375,1694048985.14693,142.858500957489,660.359375,270.7411193847656,160.6866900920868,0.6426121592521667,930.2236328125,6656.668111217276,-1431.475341796875,115485.21734940504,12.929105043411257,270.7411193847656,-0.8768788576126099,835328.0,675.74267578125,628608.0,4,sac,hopper
0.001337602501735,1.055367946624756,209.56202697753903,685.171875,1694049049.3021111,205.9542737007141,685.171875,595.4737548828125,224.84187126159668,0.5674633383750916,1279.839111328125,6554.607099956737,-1600.987060546875,121284.71440635044,13.98447299003601,595.4737548828125,-0.8065770268440247,1248896.0,1318.1826171875,993630.5625,4,sac,hopper
0.0014081330737099,1.0205278396606443,153.1359405517578,629.625,1694049112.6605551,268.28765988349915,629.625,551.66552734375,288.2003152370453,0.4027714133262634,1180.531982421875,6634.7751233546405,-1831.6978759765625,125425.28976236822,15.005000829696655,551.66552734375,-0.7585330009460449,1662464.0,1142.5667724609375,1048576.0,4,sac,hopper
0.0003292360052,1.0508248805999756,135.66334533691406,1000.0,1694049175.7312973,330.3030104637146,1000.0,454.95654296875,351.27105736732483,0.3167977631092071,1453.829833984375,6668.800484568077,-2014.915771484375,121809.06863084316,16.05582571029663,454.95654296875,-1.12678861618042,2076032.0,1684.15283203125,1048576.0,4,sac,hopper
0.0005697667365893,1.1051366329193115,145.62608337402344,894.1640625,1694049239.6794157,393.1416893005371,894.1640625,552.2832641601562,415.2191755771637,0.2782562375068664,1445.341796875,6581.42417465428,-2151.851318359375,115822.782619989,17.160962343215942,552.2832641601562,-1.1055951118469238,2489600.0,1608.1614990234375,1048576.0,4,sac,hopper
0.0003539944882504,1.0541071891784668,160.0341339111328,990.6015625,1694049304.746122,457.15005898475647,990.6015625,379.7732543945313,480.2858819961548,0.2534855604171753,1369.380615234375,6461.155033948024,-2156.509521484375,121429.77613098208,18.21506953239441,379.7732543945313,-0.9941887259483336,2903168.0,1309.66015625,1048576.0,4,sac,hopper
0.0001519815559731,1.0605838298797607,191.47265625,971.6484375,1694049369.4805546,520.81982588768,971.6484375,299.1981201171875,545.0203146934509,0.2455331236124038,1269.570556640625,6495.516162805518,-2124.296630859375,120688.24395947228,19.27565336227417,299.1981201171875,-1.27617347240448,3316736.0,1115.263916015625,1048576.0,4,sac,hopper
0.0004790092643816,1.0443925857543943,183.02728271484372,890.53125,1694049434.1013422,584.3922555446625,890.53125,368.6463928222656,609.6411023139954,0.2329803258180618,1258.0357666015625,6505.4616007518935,-2066.786865234375,122559.27679488643,20.320045948028564,368.6463928222656,-1.1418137550354004,3730304.0,1084.555908203125,1048576.0,4,sac,hopper
4.20618052885402e-05,1.0502026081085205,125.9824447631836,1000.0,1694049498.4691095,647.7051808834076,1000.0,288.4762268066406,674.0088696479797,0.2228459268808365,1287.2938232421875,6532.1259093190565,-2047.9659423828125,121881.2436873832,21.370248556137085,288.4762268066406,-1.182458519935608,4143872.0,1077.5635986328125,1048576.0,4,sac,hopper
0.0005887252045795,1.0495274066925049,61.74650955200195,1000.0,1694049562.9203131,711.102400302887,1000.0,370.5236206054688,738.4600732326508,0.1928527355194091,1369.360595703125,6523.440677477528,-2032.82275390625,121959.65458718316,22.41977596282959,370.5236206054688,-1.1630915403366089,4557440.0,1411.951416015625,1048576.0,4,sac,hopper
0.0002478919923305,1.0920016765594482,85.32351684570312,918.75,1694049627.3381555,774.4232802391052,918.75,177.3651885986328,802.8779158592224,0.1682361662387848,1094.97314453125,6531.305320086803,-2043.19140625,117215.93725321697,23.51177763938904,177.3651885986328,-1.1419837474822998,4971008.0,585.0897216796875,1048576.0,4,sac,hopper
-7.147200813051313e-05,1.0704751014709473,106.5452880859375,997.5078125,1694049693.344408,839.3541569709778,997.5078125,403.6705932617188,868.8841681480408,0.1566463410854339,1399.92529296875,6369.358012949674,-2044.12646484375,119573.07537944068,24.582252740859985,403.6705932617188,-1.253029465675354,5384576.0,1388.0,1048576.0,4,sac,hopper
